DIRECTORIO;FEX_C
7724127;135.51513558
7724128;146.88563711
7724130;125.31819995
7724132;101.41243949
7724133;60.948309622
7724134;56.759401269
7724135;96.518599553
7724136;61.957231823
7724203;90.001823287
7724204;60.759167582
7724205;54.432980111
7724208;126.05743761
7724324;394.57840705
7724326;271.25756181
7724327;226.56265417
7724328;236.72147506
7724330;313.80710558
7724331;309.0926188
7724563;181.31352523
7724564;147.77235936
7724565;145.28829119
7724566;178.92818322
7724567;155.61968659
7724568;149.36267905
7724569;183.3177134
7724570;214.84844198
7724571;147.77235936
7724572;154.76490187
7724573;178.92818322
7724574;118.53975091
7724575;54.496386211
7724576;47.824301169
7724577;54.414163093
7724579;59.818912348
7724580;51.348799012
7724581;82.022501084
7724582;74.333776509
7724583;41.816309592
7724584;47.742078051
7724585;32.286034387
7724586;38.412712071
7724589;279.87853451
7724593;496.48954424
7724594;423.85484755
7724595;564.12927943
7724596;488.19416722
7724598;286.48250855
7724600;546.13820328
7724601;684.46352518
7724602;525.61050319
7724603;332.56231757
7724604;470.94983061
7724606;357.65602173
7724607;445.85612645
7724609;109.30311638
7724610;151.11797615
7724612;102.47535325
7724613;133.13052256
7724615;89.896434414
7724616;118.59842859
7724617;144.77862198
7724618;115.16282203
7725100;10.25705511
7725101;11.982104169
7725103;9.9478923294
7725104;11.006954461
7725105;10.289998547
7725106;13.526162358
7725107;24.679816832
7725108;10.867408069
7725109;10.669620247
7725110;16.456520531
7725111;11.183380982
7725112;14.305100635
7725113;5.7077642
7725114;12.888637822
7725115;12.18327064
7725116;7.6522248687
7725117;16.828324349
7725118;14.14301522
7725119;5.0099555701
7725120;12.707141265
7725121;9.6615074938
7725122;9.7335533431
7725123;9.3098581099
7725124;8.41908972
7725125;13.711967988
7725126;11.320471939
7725127;16.370722277
7725128;10.218902157
7725129;9.3154206003
7725130;12.040971726
7725131;13.039146608
7725132;8.1773904427
7725133;12.076884367
7725134;15.494243695
7725135;14.817212055
7725136;13.813514223
7725137;10.166709984
7725138;10.311552229
7725139;5.9960351192
7725140;13.383635847
7725141;10.17978825
7725142;8.9048064346
7725143;11.469179254
7725144;11.788408541
7725145;10.881792815
7725146;11.597536475
7725147;10.418623529
7725148;8.0605872704
7725149;8.6402536553
7725150;11.576248365
7725151;13.571610479
7725152;14.12913735
7725153;13.125591929
7725154;15.076797417
7725155;6.3419602223
7725156;10.627658243
7725157;7.093316798
7725158;8.8425709594
7725159;10.627658243
7725160;13.676066083
7725161;16.685030224
7725162;10.75805826
7725163;6.2624444626
7725164;9.0435384812
7725165;8.8666459974
7725166;8.2330705013
7725167;13.087632354
7725168;13.348509783
7725169;12.259944882
7725170;10.500960708
7725171;10.827592957
7725172;14.817212055
7725173;12.432794072
7725174;13.0917349
7725175;14.849843426
7725176;13.375678106
7725177;16.890241254
7725178;15.872733757
7725179;15.881194203
7725180;13.015351081
7725181;14.432830633
7725182;10.888649179
7725183;11.56698751
7725184;16.220363369
7725185;14.085201021
7725186;14.093661467
7725187;10.633503584
7725188;12.392754568
7725189;14.51646266
7725190;12.020855211
7725191;14.100904426
7725194;11.627278781
7725195;11.573306108
7725196;13.075734639
7725197;9.9607370887
7725198;12.595294792
7725199;10.633503584
7725200;10.633503584
7725201;15.268860905
7725202;17.315866107
7725203;15.00455451
7725204;14.355366299
7725206;11.936264081
7725207;8.4703480247
7725208;8.4703480247
7725209;12.785449367
7725210;16.199029516
7725211;11.762612894
7725212;12.690813983
7725213;12.202705753
7725214;14.085201021
7725215;10.888649179
7725217;10.888649179
7725218;10.888649179
7725219;13.015351081
7725220;11.227818345
7725221;11.227818345
7725222;10.888649179
7725223;10.888649179
7725491;25.567246022
7725492;38.686842386
7725493;30.282850821
7725494;27.546739297
7725495;17.746170034
7725496;31.880836611
7725497;34.188751965
7725498;27.546739297
7725499;38.686842386
7725500;24.169049064
7725501;24.165358441
7725502;28.071778779
7725503;27.546739297
7725504;16.831387756
7725505;38.686842386
7725506;19.831261127
7725507;30.966054332
7725508;24.165358441
7725509;30.966054332
7725510;38.686842386
7725511;23.250576162
7725512;30.966054332
7725513;30.966054332
7725514;16.831387756
7725515;23.250576162
7725516;26.4820283
7725517;24.169049064
7725518;39.587560275
7725519;38.686842386
7725520;24.169049064
7725521;86.734622501
7725522;56.037879182
7725523;86.515915367
7725526;47.205477788
7725527;56.993930833
7725529;31.036751976
7725530;43.02149765
7725532;67.387836218
7725533;58.851206723
7725534;62.898712532
7725535;47.205477788
7725536;55.927946945
7725537;74.544441466
7725538;49.070246725
7725539;49.790333532
7725540;49.812298786
7725542;61.703968179
7725602;93.55209798
7725603;81.097972525
7725604;55.062060403
7725605;41.789872578
7725608;60.78312239
7725609;55.714616373
7725610;39.135507317
7725611;35.230830569
7725612;39.236254385
7725613;32.491685754
7725614;39.657018082
7725615;24.886497452
7725616;40.407146317
7725617;42.592553735
7725618;30.502145152
7725619;23.140421986
7725620;37.286532848
7725621;54.412765219
7725622;44.075334667
7725623;40.134632606
7725624;46.989497943
7725625;46.379078325
7725626;40.725139768
7725627;49.546307216
7725628;61.863212069
7725629;57.282831282
7725630;38.670962636
7725631;42.649851187
7725632;48.610283698
7725633;164.09402065
7725634;95.736687451
7725635;83.516590853
7725636;82.807966704
7725637;65.546929779
7725638;53.22359647
7725639;41.029070308
7725640;44.048758209
7725641;45.180892221
7725642;55.902040683
7725643;67.080574076
7725644;69.916725098
7725645;73.811259008
7725646;59.138662589
7725647;53.678801392
7725648;60.426300474
7725649;60.329100451
7725650;44.687797756
7725651;44.967884623
7725652;63.950477909
7725653;39.458980875
7725654;52.932317359
7725655;51.086154635
7725656;43.700423883
7725657;51.904090385
7725658;48.880623316
7725659;24.682817229
7725660;27.189444595
7725661;32.211031432
7725662;35.976009657
7725663;29.133615922
7725664;22.818612191
7725665;36.293958938
7725666;37.122759868
7725667;34.90241025
7725668;34.607781714
7725669;43.204204714
7725670;26.691788572
7725671;37.862327538
7725672;33.377006565
7725673;29.791865171
7725674;35.195835846
7725675;51.919099739
7725676;43.111828988
7725677;41.437157829
7725678;75.101470569
7725680;61.341240554
7725681;43.653282859
7725682;55.565294588
7725683;58.640661022
7725684;41.437157829
7725685;36.293958938
7725686;53.090433028
7725687;28.856942987
7725688;64.095951798
7725689;58.233631919
7725690;72.361768679
7725691;53.090433028
7725692;39.862461758
7725693;53.090433028
7725694;30.425311588
7725695;41.430830358
7725696;56.866244775
7725697;47.299477708
7725698;42.069904903
7725699;62.948731512
7725700;64.095951798
7725701;38.691128469
7725975;47.553662911
7725976;44.946229579
7725977;86.289465801
7725978;54.055981447
7726068;44.266503381
7726069;88.562584231
7726070;62.802430749
7726071;62.802430749
7726072;62.802430749
7726073;72.175577075
7726074;75.319037325
7726075;102.70777817
7726076;107.26121881
7726077;107.78426746
7726078;84.030808457
7726080;62.027092098
7726081;87.398030144
7726082;118.56655034
7726083;96.234102766
7726084;101.51516941
7726085;67.081764977
7726086;83.658736112
7726087;83.658736112
7726088;83.658736112
7726089;75.319037325
7726090;78.65822713
7726091;68.431524809
7726092;39.022514638
7726093;58.466012611
7726094;51.383579591
7726095;14.346790153
7726096;30.573341691
7726097;25.492109738
7726098;35.825288536
7726099;24.523357846
7726100;54.642491144
7726101;62.503136785
7726102;51.737438173
7726253;92.432812353
7726254;80.546451035
7726255;61.693291744
7726256;111.37169622
7726261;77.557281049
7726262;124.5147378
7726263;124.5147378
7726264;96.683368392
7726266;234.45414876
7726267;119.21510437
7726268;126.57299448
7726269;120.85421049
7726270;101.09250199
7726271;120.85421049
7726354;560.83092001
7726355;486.76793686
7726356;565.38137645
7726357;936.93976773
7726358;634.58685614
7726359;732.78094328
7726412;189.39680542
7726413;274.32045407
7726414;272.19296653
7726415;260.2578589
7726416;181.67228355
7726417;27.091522364
7726418;16.885009036
7726419;24.382185143
7726420;16.528269533
7726515;88.87251245
7726516;79.070339939
7726517;126.56607923
7726518;117.80891151
7726519;61.170596667
7726520;44.072059407
7726521;79.167197165
7726522;96.636405755
7726523;94.388267682
7726524;78.343656966
7726525;66.354416267
7726528;184.79976069
7726529;149.29121247
7726530;125.83449555
7726723;121.95171564
7726724;118.35142969
7726725;90.578251608
7726726;92.443769208
7726735;147.82598193
7726736;111.70107224
7726738;72.754693007
7726739;111.70107224
7726852;64.772298648
7726853;108.8480299
7726854;127.10145341
7726855;89.365916696
7726856;132.85208785
7726857;133.51000248
7726858;83.370442497
7726859;240.35753398
7726860;67.307574481
7726861;103.93009007
7726862;71.112493185
7726863;71.112493185
7726864;144.92955038
7726865;145.64727544
7726866;103.69828015
7726868;105.37099701
7726869;84.568409734
7726870;161.84269858
7726871;136.40069341
7726872;113.37828008
7726873;101.48155794
7726874;157.85123158
7726875;144.92955038
7726876;154.71548168
7726877;100.044531
7726878;154.31047518
7726879;115.65077546
7726880;189.42187901
7726881;130.36031463
7726882;100.044531
7726883;111.62971373
7726884;211.00957719
7726885;141.62908733
7726886;199.27813177
7726887;233.6504778
7726888;273.26404952
7726889;225.75649637
7726890;163.27204485
7726891;188.76353749
7726892;123.02673272
7726893;236.27109064
7726894;229.88105285
7726895;195.50870682
7726896;154.49794449
7726897;228.27295626
7726992;13.029331101
7726993;8.4803464492
7726994;16.192301257
7726995;13.67607348
7726996;11.558610333
7726997;9.9801000671
7726998;7.8492732731
7726999;9.6430289907
7727000;17.006758758
7727004;14.827390292
7727005;10.888649179
7727006;13.528157259
7727007;15.881194203
7727008;18.020894084
7727010;15.102708518
7727011;10.204055255
7727012;9.7794547743
7727014;11.227818345
7727015;11.227818345
7727016;14.093661467
7727018;8.846753568
7727019;12.514891449
7727021;11.227818345
7727023;11.503484962
7727024;10.888649179
7727025;10.888649179
7727026;13.199632676
7727219;58.483501533
7727220;31.389592246
7727221;41.479493045
7727222;34.671169646
7727223;17.905973465
7727228;17.905973465
7727237;14.826841874
7727238;30.638650723
7727239;29.190238563
7727241;45.956518042
7727242;51.800354902
7727243;61.72564307
7727244;35.693117255
7727245;41.815551503
7727246;44.069729137
7727247;30.815155931
7727248;30.127178259
7727249;41.783076506
7727250;34.396485723
7727251;30.127178259
7727252;23.953800876
7727253;44.069729137
7727254;58.204380571
7727255;41.79553559
7727256;30.127178259
7727257;54.967817605
7727258;61.697620792
7727259;61.697620792
7727260;64.290963832
7727261;77.098174593
7727262;75.736941072
7727263;54.8848832
7727264;43.141218303
7727265;48.935875027
7727266;39.262726861
7727267;32.565330892
7727268;77.035266878
7727269;66.131043995
7727270;42.178049563
7727271;54.8848832
7727272;66.131043995
7727273;42.178049563
7727274;46.325089268
7727275;66.131043995
7727462;123.3037977
7727463;54.131167271
7727464;58.773165288
7727465;80.044962534
7727467;80.044962534
7727468;131.15578334
7727469;80.044962534
7727470;83.074610619
7727472;102.0714977
7727473;97.263485209
7727474;118.73476977
7727475;105.6320482
7727476;121.52371378
7727478;142.16730315
7727480;86.715376078
7727481;150.39733937
7727482;98.834085343
7727483;59.033252988
7727484;118.01570035
7727485;143.96153221
7727486;128.36857117
7727487;86.702134605
7727488;128.45044237
7727490;96.532185137
7727491;145.74828462
7727493;93.061873251
7727494;131.97790623
7727495;103.62159969
7727496;117.49519277
7727497;152.47046357
7727498;119.99665978
7727499;131.73690043
7727501;103.5822034
7727502;208.13487392
7727570;44.068450624
7727571;35.024528235
7727572;42.994599003
7727573;39.828274704
7727574;35.178565669
7727575;29.945450573
7727576;21.525598536
7727577;42.969830514
7727578;25.237051995
7727579;58.772031208
7727580;33.626988921
7727581;26.233997113
7727582;42.969830514
7727583;50.382094283
7727584;50.382094283
7727585;30.470167092
7727586;41.260084977
7727587;23.502537969
7727588;24.963699801
7727589;49.625253414
7727593;46.15627626
7727594;75.855112652
7727595;215.52193259
7727596;100.72094094
7727597;113.22320569
7727598;130.85128351
7727599;160.58978107
7727600;141.53666123
7727601;89.80373267
7727602;85.012599248
7727603;98.695253842
7727604;74.4129547
7727605;66.8367917
7727606;136.32373905
7727607;89.68738292
7727608;117.2447303
7727609;130.04639507
7727610;102.15104972
7727612;80.576752752
7727613;118.86576834
7727614;104.98991016
7727615;80.551145015
7727616;138.40688929
7727618;102.6569858
7727619;80.576752752
7727620;70.696697337
7727621;93.635385954
7727622;61.54170168
7727623;141.48523668
7727624;113.22320569
7727625;100.92456097
7727627;101.68786331
7727628;163.82101371
7727629;144.88143938
7727631;89.011459663
7727632;66.035267875
7727633;66.035267875
7727634;80.416493104
7727635;59.410481512
7727636;50.518431638
7727637;76.30952776
7727638;52.207440837
7727639;120.12195005
7727641;73.901287489
7727743;35.37292153
7727744;50.398532156
7727765;168.63034158
7727766;375.54041628
7727767;273.70901109
7727768;327.87379566
7727769;298.45077813
7727770;298.21118394
7727773;302.24181841
7727774;268.58518894
7727775;282.89543994
7727776;173.42373377
7727785;272.0282123
7727786;183.0021538
7728397;153.65928815
7728398;107.02467563
7728399;151.32672834
7728400;114.60304611
7728401;146.85501815
7728402;110.26473531
7728403;224.50729404
7728404;123.75890731
7728405;146.85501815
7728406;133.12905603
7728407;130.63908163
7728408;122.70352604
7728409;241.9219721
7728410;222.10249412
7728411;159.66998865
7728412;177.24877146
7728413;179.48946663
7728414;127.35616524
7728415;229.46255932
7728416;142.89381272
7728417;179.57098848
7728418;163.17224239
7728419;145.15453514
7728420;163.24635316
7728421;213.981844
7728422;145.15453514
7728423;134.16737528
7728424;97.560276119
7728425;179.48946663
7728426;159.66998865
7728427;229.46255932
7728428;257.48936205
7728429;190.04348238
7728430;159.66998865
7728431;159.66998865
7728432;238.20044201
7728433;179.48946663
7728434;185.48544814
7728435;274.26553798
7728436;207.51626936
7728437;224.36183329
7728438;153.37940755
7728439;153.37940755
7728440;121.95034515
7728441;121.95034515
7728464;185.72819697
7728465;197.19123827
7728466;374.71181134
7728467;236.80555697
7728468;116.19677433
7728469;57.61960794
7728470;100.54292879
7728471;308.81300716
7728472;152.56114982
7728473;91.145575879
7728474;116.24243965
7728475;89.575988513
7728476;89.440837954
7728477;89.440837954
7728874;115.76945146
7728875;144.31361128
7728876;148.62950344
7728877;146.09613032
7728878;152.23700541
7728879;129.96399125
7728880;142.8315107
7728881;146.09613032
7728882;124.9407437
7728883;129.92268798
7728957;148.8971291
7728958;148.8093042
7728959;93.007138177
7728962;211.11825382
7728963;208.95605996
7728964;93.909265354
7728966;139.67227061
7728967;117.08759469
7728968;159.4651587
7728969;153.40515912
7728970;189.3121401
7728971;172.14750839
7728972;183.88005584
7728973;138.06464321
7728975;157.83626208
7728976;140.51477126
7728977;122.17716998
7728979;126.3101804
7728980;200.75445859
7728981;183.96357183
7728982;172.14750839
7729334;168.68156739
7729335;148.37838661
7729336;123.13990634
7729337;142.02921791
7729338;124.2934084
7729339;102.42741002
7729340;69.496592565
7729341;60.975149813
7729342;74.091552975
7729343;102.21726046
7729344;112.01504684
7729345;80.452210929
7729346;85.974384545
7729347;85.935353795
7729348;84.771341505
7729349;76.446251821
7729350;97.924763037
7729351;61.316838869
7729352;63.349998841
7729353;63.257485153
7729354;83.636962259
7729355;48.12421607
7729356;90.235345753
7729357;81.603802287
7729358;80.47866698
7729359;48.12421607
7729360;61.224325181
7729361;61.224325181
7729362;68.855222476
7729363;47.049797164
7729364;88.036508015
7729365;126.5765584
7729366;63.257485153
7729367;61.224325181
7729368;67.984242252
7729369;75.139837586
7729370;79.519925914
7729371;65.796009853
7729372;56.152131998
7729373;48.345480492
7729375;33.667916608
7729376;104.30315778
7729377;46.508254143
7729378;46.508254143
7729379;64.745770518
7729380;52.955672318
7729381;77.385501553
7729382;120.1633101
7729383;68.855222476
7729384;51.675837937
7729385;53.708997909
7729386;129.24899741
7729387;64.424417747
7729388;51.675837937
7729389;64.424417747
7729390;61.224325181
7729391;81.553085886
7729392;63.349998841
7729393;53.717200547
7729394;55.750360519
7729395;61.224325181
7729396;58.34324132
7729397;65.272341637
7729398;62.391257776
7729399;46.109359586
7729400;87.985791614
7729401;79.519925914
7729402;48.12421607
7729403;67.984242252
7729404;68.823963504
7729405;87.985791614
7729406;61.224325181
7729407;64.432620386
7729408;78.672002025
7729409;88.036508015
7729410;53.717200547
7729411;36.326767807
7729745;85.089912017
7729746;78.780864622
7729747;93.836373509
7729748;115.26408681
7729749;128.68779473
7729750;180.09779707
7729751;78.969255296
7729752;188.7552675
7729753;172.8321832
7729755;76.527817201
7729756;74.314293063
7729757;52.597672668
7729759;110.16776103
7729760;105.03382906
7729762;100.81877353
7729763;87.01983048
7729764;74.453673015
7729766;43.350004287
7729767;107.68099837
7729934;41.867666306
7729935;28.463149532
7729936;28.006542444
7729938;27.006491339
7729939;37.680899676
7729940;28.292355828
7729941;28.292355828
7729942;28.292355828
7729943;37.244580027
7729944;31.43595092
7729945;46.75896239
7729946;46.75896239
7729947;48.971582079
7729954;37.680899676
7729955;30.972235714
7729956;38.794048251
7729968;61.562574269
7729969;22.100143624
7729970;36.660931423
7729972;42.438506647
7729973;24.36405935
7729974;18.893248961
7729976;27.491395643
7729977;28.307066889
7729978;22.633454485
7729979;35.072400033
7729980;31.686836279
7729981;16.309526061
7729982;12.396019295
7729983;16.278157695
7729984;28.592996858
7729985;14.841430872
7729986;18.159431661
7729987;18.527651409
7729988;21.341282734
7729989;15.337518603
7729990;12.396019295
7729991;15.009554027
7729992;9.2461416605
7729993;17.991308507
7729994;9.2461416605
7729995;26.169374067
7729996;31.686836279
7729997;23.423435677
7729998;29.71825069
7729999;27.407700783
7730000;28.898336178
7730001;17.691916806
7730002;15.548760292
7730003;17.823845407
7730004;13.612943519
7730005;14.47282365
7730006;19.519632394
7730007;20.992498846
7730008;24.666930704
7730009;28.675583363
7730010;13.429480099
7730011;18.150591358
7730012;21.425373272
7730013;23.423435677
7730014;38.759004092
7730015;24.321175401
7730016;18.150591358
7730018;31.399985781
7730019;23.765127209
7730020;29.005515714
7730021;23.074160257
7730022;20.555775587
7730023;23.765127209
7730024;79.394936057
7730026;83.547744676
7730027;66.434398088
7730028;46.625410014
7730029;47.759555827
7730031;63.48122306
7730032;89.379234558
7730033;59.790958279
7730034;75.753670493
7730035;62.705666389
7730036;82.495702548
7730042;49.819551375
7730043;51.694601475
7730044;40.263267031
7730227;36.103515485
7730228;39.264745174
7730229;33.520122025
7730230;47.048137764
7730232;38.794048251
7730233;40.360779562
7730234;56.453795799
7730235;29.409995322
7730236;43.814318221
7730245;65.215369595
7730246;49.684383146
7730252;62.191834541
7730253;42.083066151
7730254;42.083066151
7730255;31.389592246
7730257;38.794048251
7730333;52.172295676
7730337;52.172295676
7730373;30.966054332
7730374;14.719212626
7730376;27.869448899
7730378;24.735223691
7730380;24.965893088
7730381;24.965893088
7730382;22.469303779
7730383;29.447734152
7730384;49.28319455
7730385;35.101361406
7730386;28.597108151
7730388;27.403144364
7730389;38.477014631
7730392;17.746170034
7730394;27.546739297
7730402;29.368068542
7730403;23.250576162
7730404;23.250576162
7730407;18.028419206
7730408;22.307374018
7730409;25.04249027
7730410;19.244705175
7730411;21.13688742
7730412;23.146952913
7730413;23.146952913
7730414;25.04249027
7730415;21.13688742
7730416;28.150958484
7730417;16.174077691
7730418;24.560930316
7730419;16.831387756
7730420;30.966054332
7730628;155.61383764
7730629;131.27028932
7730630;220.89804026
7730631;193.69407064
7730632;154.03653404
7730633;112.33827425
7730634;95.817395477
7730635;95.817395477
7730636;123.0213651
7730637;112.33827425
7730638;116.77599915
7730639;116.77599915
7730640;265.8549908
7730641;106.47660969
7730642;119.69331271
7730643;119.7476759
7730644;133.09576211
7730645;172.91092736
7730646;133.09576211
7730647;133.09576211
7730648;116.77599915
7730649;149.61664089
7730650;122.97906653
7730651;149.61664089
7730652;185.05170299
7730653;155.905494
7730654;116.77599915
7730655;122.97906653
7730656;197.71400634
7730657;85.742998466
7730658;127.91167825
7730659;118.55917338
7730660;149.68459487
7730661;186.92066294
7731121;222.57806503
7731125;90.034104025
7731189;79.403384052
7731216;106.13823025
7731218;78.653512584
7731224;28.485164355
7731225;27.912191444
7731239;46.520319073
7731240;69.339527267
7731242;85.207971966
7731244;77.365682175
7731248;49.621673678
7731250;80.924701494
7731258;61.687493274
7731262;62.802430749
7731264;107.34858695
7731268;80.924701494
7731281;75.319037325
7731287;90.332006813
7731288;93.70132317
7731300;62.352064574
7731302;69.78047861
7731313;55.824382888
7731314;78.722297094
7731319;64.409152168
7731321;70.863293855
7731322;79.270182336
7731325;64.781365791
7731326;50.749438989
7731334;87.398030144
7731336;97.302157626
7731337;113.61062929
7731344;70.609663216
7731345;92.973846401
7731346;53.317168862
7731347;101.50841795
7731348;72.175577075
7731360;86.61069249
7731361;86.61069249
7731362;75.319037325
7731364;86.61069249
7731365;107.62214769
7731370;72.970555607
7731371;35.644131961
7731385;70.089807664
7731510;182.35559761
7731512;255.09152447
7731513;212.69579233
7731514;311.61502859
7731524;127.95246696
7731528;187.28271084
7731530;144.15824095
7731531;144.15824095
7731534;229.09175522
7731535;309.71145607
7731536;153.51925447
7731537;183.13112429
7731538;344.12384008
7731539;390.33025941
7731540;136.65869044
7731541;198.59672631
7731542;216.65983744
7731543;131.82191036
7731544;162.05228044
7731546;144.15824095
7731547;308.74521472
7731548;391.75650783
7731550;419.30118188
7731551;333.55802952
7731552;211.63056573
7731553;266.23144234
7731555;318.83173837
7731556;227.59928656
7731557;398.34175237
7731558;574.20070903
7731559;521.61457353
7731560;569.93039492
7731561;91.708492364
7731563;73.260133411
7731564;60.111625906
7731565;119.99603044
7731567;73.248946559
7731568;100.9277265
7731569;140.79436466
7731570;195.32774553
7731571;117.46016617
7731572;146.43793146
7731573;149.88942433
7731574;145.01758196
7731575;105.71414955
7731577;215.30590621
7731578;248.78794761
7731579;248.78794761
7731581;292.45758638
7731582;276.25719107
7731583;179.10572649
7731584;349.39961543
7731585;331.39483038
7731586;336.00020284
7731587;439.17812163
7731588;323.33907695
7731589;349.19352693
7731590;199.00636276
7731591;332.84403862
7731592;290.91667472
7731593;310.7438202
7731594;333.99156221
7731595;276.43105289
7731596;233.31913007
7731597;372.04489922
7731598;373.61012698
7731600;210.67012579
7731601;310.98493451
7731602;310.98493451
7731603;310.98493451
7731604;458.34450615
7731605;291.42481516
7731606;209.98721706
7731607;209.98721706
7731608;191.18908109
7732670;157.58131138
7732671;122.51637256
7732672;88.691160108
7732673;122.70352604
7732674;212.81864923
7732675;179.48946663
7732676;179.48946663
7732677;122.70352604
7732678;227.86630528
7732679;170.17626982
7732680;122.70352604
7732681;199.58748582
7732682;177.95406847
7732683;233.79245949
7732739;90.141943394
7732740;147.95420868
7732741;44.268787361
7732742;120.20942829
7732743;86.289574503
7732744;71.862921855
7732745;71.331006628
7732746;118.11590017
7732747;85.414352109
7732748;81.481690591
7732749;8.4683795584
7732750;13.195481645
7732751;23.073058805
7732752;11.738418104
7732753;25.507594903
7732754;15.798581725
7732755;13.094160704
7732756;19.759842064
7732757;11.738418104
7732758;16.587932915
7732759;49.751253592
7732760;62.405960811
7732761;30.647622019
7732762;49.193986021
7732763;32.215328487
7732764;49.988927784
7732765;73.706721121
7732766;41.088329364
7732767;49.751253592
7732768;49.751253592
7732769;49.751253592
7732770;32.960158105
7732771;43.032616446
7732773;8.3879638521
7732774;10.671289185
7732775;15.344604176
7732776;11.995892404
7732777;6.5202855478
7732778;11.376851135
7732779;8.2006945793
7732780;9.5057814356
7732781;8.3879638521
7732782;8.2006945793
7732783;16.561768115
7732784;25.633182362
7732785;43.206664437
7732786;25.153753079
7732787;21.230797788
7732788;28.276032096
7732789;25.153753079
7732790;16.65026558
7732791;15.080550451
7732792;11.323092154
7732793;15.080550451
7732796;11.738418104
7732797;7.1723141026
7732798;8.450642093
7732799;9.9077056343
7732800;7.1723141026
7732801;7.5621278204
7732802;12.514536248
7732803;14.143673062
7732804;14.133949308
7732805;13.195481645
7732806;13.195481645
7732807;11.738418104
7732808;13.201474866
7732809;16.188395442
7732810;13.195481645
7732811;11.738418104
7732812;9.9077056343
7732813;9.0207640372
7732814;9.9077056343
7732815;13.191751111
7732816;24.728280513
7732817;9.4107236212
7732819;11.87593348
7732820;14.861558451
7732821;11.619308868
7732822;11.87593348
7732823;6.4550826923
7732824;10.564576293
7732825;8.9169350709
7732826;11.263082623
7732827;19.793222467
7732828;15.448638041
7732829;22.87489167
7732830;19.802212298
7732831;18.766208571
7732832;17.607627155
7732833;17.607627155
7732834;16.879064594
7732835;8.450642093
7732836;9.0207640372
7732837;13.195481645
7732838;13.195481645
7732840;12.514536248
7732841;18.539966477
7732842;20.153386316
7732843;11.738418104
7732935;40.836082364
7732936;54.387140189
7732937;80.298639322
7732938;48.381636091
7732939;62.242797061
7732941;325.68356986
7732942;53.757373435
7732946;54.411842139
7732947;48.381636091
7732949;215.76505474
7732951;151.03553832
7732952;226.29104685
7732954;268.76430671
7732955;137.33564144
7732957;89.440837954
7732958;106.79942141
7732959;78.473897674
7732960;187.60423936
7732961;152.56114982
7732962;283.28313731
7732963;100.54292879
7732964;100.54292879
7732965;78.473897674
7732966;88.214113573
7732967;81.432099013
7732968;78.461914678
7732969;54.649423606
7732970;89.440837954
7732971;89.440837954
7732972;50.910462886
7732973;42.449239596
7732974;67.987601914
7732975;42.449239596
7732976;42.449239596
7732977;51.580522457
7732978;77.139830857
7732979;64.44614476
7732980;48.381636091
7732981;56.833965447
7732986;54.387140189
7732987;54.411842139
7732989;56.874043348
7732995;50.910462886
7732996;38.029464632
7733010;42.449239596
7733011;40.836082364
7733013;48.381636091
7733014;42.449239596
7733015;42.449239596
7733019;48.381636091
7733261;70.073066057
7733262;46.41245103
7733263;45.454202606
7733264;39.242253093
7733266;86.346152337
7733272;74.289497256
7733274;43.356565017
7733275;39.302367058
7733276;38.219475522
7733277;95.112081353
7733278;65.323911001
7733279;58.292010447
7733280;53.230864693
7733281;43.356565017
7733282;76.568673763
7733283;43.290435441
7733284;51.366997817
7733285;60.827862598
7733286;45.687707731
7733287;39.415059106
7733288;46.696916459
7733289;31.33849673
7733290;60.079405418
7733291;43.290435441
7733292;36.923985175
7733293;51.289496261
7733294;80.82850984
7733295;96.419279344
7733296;76.62207533
7733297;80.82850984
7733298;98.621088978
7733299;125.46717878
7733300;141.00126443
7733301;87.403278068
7733302;105.89943748
7733303;90.325477668
7733304;122.29555315
7733305;181.11142009
7733306;144.1086647
7733307;173.05123835
7733308;151.32410852
7733309;154.80032835
7733310;181.18259687
7733311;218.29820613
7733312;85.179943879
7733313;77.268245626
7733314;136.19792405
7733315;87.653890313
7733316;128.2192169
7733317;96.272215894
7733318;87.653890313
7733319;123.81063424
7733320;114.06107162
7733321;91.499907992
7733322;87.653890313
7733323;75.669743381
7733324;127.85857697
7733325;176.20702464
7733326;112.28461715
7733327;127.85857697
7733328;167.39393637
7733329;141.00126443
7733330;118.37841883
7733331;125.46717878
7733332;141.04113859
7733333;110.08280752
7733334;57.391500367
7733335;149.23630543
7733336;90.022372197
7733337;74.794485685
7733338;53.764296103
7733339;65.524421373
7733340;65.524421373
7733341;80.437345734
7733342;125.62013777
7733343;100.55115786
7733344;115.4527511
7733345;43.410856106
7733346;140.66711661
7733347;90.516136068
7733349;91.253534947
7733350;67.21347346
7733351;56.730924374
7733352;88.056297947
7733353;87.35448271
7733354;58.971979236
7733355;92.693775075
7733356;101.29448944
7733357;105.24921931
7733359;61.204029052
7733361;58.971979236
7733362;159.52144751
7733363;106.77945389
7733364;51.65235033
7733365;41.068237588
7733366;108.44645631
7733367;177.24605279
7733368;155.31203881
7733369;101.96878862
7733370;149.11257736
7733371;91.378138915
7733372;107.38722772
7733373;172.60996762
7733374;95.688092523
7733375;104.94530216
7733376;71.772785207
7733377;107.30162944
7733378;63.034360416
7733379;53.877144611
7733380;128.52898974
7733381;86.408022606
7733382;68.004476725
7733383;128.28083455
7733384;110.06937736
7733386;45.631375097
