DIRECTORIO;FEX_C
7629417;168.80429976
7629418;242.50162914
7629419;160.30081742
7629420;65.754237623
7629422;36.944903831
7629423;38.337602132
7629424;66.471688329
7629425;59.136860027
7629426;42.928861914
7629427;48.719790552
7629428;151.77639212
7629429;173.51383657
7629430;37.965797295
7629431;56.435856565
7629432;41.185782606
7629433;60.059821158
7629434;45.435733011
7629435;33.335895439
7629436;39.324322735
7629437;46.052920224
7629438;20.756223101
7629439;30.692689336
7629440;34.982076011
7629441;53.87057464
7629443;44.333884597
7629444;61.604732824
7629445;67.30739989
7629446;54.848773786
7629447;44.333884597
7629448;67.30739989
7629449;64.550990269
7629450;41.822838689
7629451;76.201681945
7629452;50.938552077
7629453;47.461521011
7629454;59.047647197
7629455;48.33706002
7629456;74.875765203
7629457;77.428177149
7629458;54.306909426
7629459;33.116711943
7629460;59.036850516
7629461;42.536612818
7629462;44.887008552
7629463;56.190899805
7629464;55.802297755
7629466;63.905480367
7629467;46.972453055
7629468;64.018920656
7629469;51.144838347
7629471;34.948028395
7629472;45.476698814
7629473;76.59077931
7629474;44.308971685
7629475;33.110823668
7629476;47.334832921
7629491;19.331764325
7629492;25.712078247
7629493;30.18610166
7629494;25.806988449
7629495;21.401316228
7629496;30.177567657
7629497;33.150992572
7629498;15.932873525
7629499;36.075307099
7629500;37.712423567
7629501;23.560294904
7629502;15.932873525
7629503;26.85291009
7629504;29.817801002
7629505;34.885870986
7629506;30.18610166
7629507;19.331764325
7629508;26.85291009
7629509;19.331764325
7629510;29.777224617
7629542;322.07709284
7629543;276.49486742
7629544;46.762749102
7629545;43.279817648
7629546;53.587663727
7629547;42.363287163
7629548;65.17047308
7629549;51.64982428
7629550;44.628445411
7629551;48.346009638
7629552;135.63510967
7629553;269.98232995
7629554;362.30434928
7629555;329.83910263
7629556;269.98232995
7629557;280.28064145
7629558;381.48200285
7629559;471.55908762
7629560;227.48196298
7629561;354.79722315
7629562;49.441733378
7629563;56.318577107
7629564;66.260498654
7629565;59.26979985
7629566;56.318577107
7629567;80.982368532
7629568;73.381988589
7629569;40.629587644
7629570;37.096986556
7629571;48.346009638
7629572;52.399287899
7629573;70.22707694
7629574;59.595032721
7629575;42.353982091
7629576;54.289740157
7629577;42.353982091
7629578;37.94412525
7629579;48.346009638
7629580;50.60229391
7629581;68.375716034
7629582;71.877763318
7629583;85.955706057
7629584;86.033267437
7629585;77.161830564
7629586;50.82477851
7629587;60.963222703
7629588;57.927679311
7629589;97.608411397
7629590;93.464170504
7629591;51.201328338
7629592;33.946409771
7629593;68.143264858
7629594;80.349685939
7629595;69.212187159
7629596;80.349685939
7629597;66.2433303
7629598;58.302990616
7629599;64.325213287
7629600;151.0808058
7629601;120.01364568
7629602;77.425697015
7629603;220.10995452
7629604;123.60190298
7629605;113.50676926
7629606;156.71797992
7629607;167.20861764
7629608;170.26987616
7629609;106.35852313
7629610;163.66140214
7629611;143.4146665
7629612;106.62702526
7629613;158.31224416
7629615;235.33402801
7629616;302.38186031
7629617;257.17209789
7629618;329.82420594
7629619;258.91136102
7629622;323.74458385
7629624;238.37509861
7629626;265.23432557
7629627;205.63783442
7629628;228.22683272
7629629;309.39076131
7629630;279.98004542
7629631;601.75839137
7629632;374.44626923
7629633;320.91003819
7629634;249.37225816
7629635;225.4092175
7629636;441.46988707
7629637;457.94214911
7629638;324.41290901
7629640;441.46988707
7629641;412.33890042
7629642;521.11054015
7629643;412.33890042
7629644;254.44048616
7629645;274.74120716
7629646;210.21058639
7629647;280.55137952
7629648;227.3188443
7629649;274.74120716
7629650;210.21058639
7629651;294.74968582
7629652;332.05891549
7629653;282.44875747
7629654;280.55137952
7629655;270.3298875
7629657;364.86402035
7629659;212.82519236
7629660;71.568350525
7629661;54.383248747
7629662;44.295182385
7629663;64.794541096
7629664;59.553962206
7629665;35.218631148
7629671;116.34850823
7629672;117.61174592
7629673;117.63349972
7629674;76.946585685
7629675;68.450036059
7629676;146.3250719
7629677;69.754690343
7629678;79.185362846
7629679;81.179767627
7629680;91.122138241
7629681;107.28463583
7629682;73.647869102
7629683;81.834834401
7629684;89.398111408
7629685;73.647869102
7629686;69.718669763
7629687;76.348742087
7629688;122.63559278
7629689;88.060891932
7629690;53.56208662
7629691;103.13862303
7629693;87.515640111
7629694;52.707478213
7629695;81.529143406
7629696;54.725043817
7629697;83.187212915
7629698;68.622089966
7629699;47.219625078
7629700;70.368787147
7629702;52.707478213
7629703;173.20495755
7629704;401.705771
7629705;321.95263441
7629706;264.76932849
7629708;272.46516093
7629710;325.70097866
7629711;424.82219952
7629712;232.21058844
7629713;281.16908259
7629714;139.73682873
7629715;232.57327024
7629716;322.14411621
7629717;199.30706473
7629718;155.22854111
7629719;285.34573641
7629720;191.77452512
7629721;198.18771882
7629722;282.72123953
7629723;191.77452512
7629725;237.28030063
7629726;219.12250294
7629830;79.211967731
7629831;94.093346612
7629832;102.24956636
7629833;44.65950631
7629834;68.930125176
7629835;72.175577075
7629836;52.939924804
7629837;67.827316928
7629838;52.939924804
7629839;45.921339972
7629840;62.337714074
7629841;55.3296576
7629842;49.749779601
7629843;79.82590846
7629844;43.0394499
7629845;41.104610283
7629846;50.497519178
7629847;53.020638481
7629848;39.329113565
7629849;90.820519908
7629850;102.62041004
7629851;107.34858695
7629852;147.43524641
7629853;123.75566837
7629854;61.255444473
7629855;61.777150092
7629856;47.046673306
7629857;39.361148547
7629858;54.473751858
7629859;31.849785877
7629860;22.964900071
7629861;20.243910831
7629862;32.851663808
7629863;25.222860158
7629864;29.883455285
7629865;32.851663808
7629866;24.204467997
7629867;17.984108312
7629868;22.684393606
7629869;20.554836628
7629870;17.02463525
7629871;27.83359551
7629872;34.646729235
7629873;20.554836628
7629874;20.554836628
7629875;22.667685058
7629876;17.02463525
7629877;15.500583392
7629878;13.3813247
7629879;15.854551334
7629880;16.557558137
7629881;32.527470544
7629882;18.366989115
7629883;26.963930489
7629884;28.378986229
7629885;43.31833436
7629886;28.378986229
7629887;18.93286949
7629888;23.51279094
7629889;27.138948517
7629890;16.663457395
7629891;16.351793033
7629892;12.566060029
7629893;13.396032209
7629894;21.251727492
7629895;37.921417379
7629896;37.921417379
7629897;52.871003117
7629898;48.585969096
7629899;36.480326578
7629900;43.286348049
7629901;35.408375197
7629902;44.044829269
7629903;37.921417379
7629904;58.156888279
7629905;16.104045475
7629906;31.181938393
7629907;20.955654994
7629908;20.955654994
7629909;31.09494705
7629910;30.885449015
7629911;18.753890229
7629912;13.500059397
7629914;25.329894998
7629916;23.637165021
7629917;16.104045475
7629918;25.280944919
7629919;25.280944919
7629920;41.408783943
7629921;17.096479464
7629922;40.466628574
7629923;39.761151577
7629924;25.277084509
7629925;25.280944919
7629926;20.743597271
7629927;17.096479464
7629928;24.845712225
7629929;27.579321934
7629930;25.73040502
7629931;25.73040502
7629932;29.729178571
7629933;23.325485057
7629934;24.085598641
7629935;32.913172861
7629936;25.381881318
7629937;20.842730978
7629938;34.834713707
7629939;23.803077751
7629940;40.230119861
7629941;31.564513544
7629942;36.866257499
7629943;18.925575432
7629944;45.651184072
7629945;30.974147827
7629946;34.818899404
7629947;35.863314633
7629948;19.944332602
7629949;41.284378844
7629950;34.809055649
7629951;28.748362892
7629953;19.475245433
7629954;25.380778625
7629955;29.816194798
7629956;16.367833636
7629957;32.308011126
7629958;25.342484585
7629959;15.484561717
7629960;16.367833636
7629961;19.475245433
7629962;22.231677484
7629963;15.484561717
7629964;32.049552578
7629965;18.37816379
7629966;44.513106646
7629967;23.921814215
7629968;30.974147827
7629969;34.394073976
7629970;26.143449333
7629971;23.803077751
7629972;34.818899404
7629973;34.809055649
7629974;52.217242456
7629975;31.020951652
7629976;26.143449333
7629977;19.954176357
7629978;26.143449333
7629979;31.564513544
7629980;23.803077751
7629981;41.258720786
7629982;29.229252108
7629983;34.809055649
7630171;118.0201896
7630172;62.018826478
7630173;148.20958896
7630174;66.698497029
7630175;84.601385442
7630176;110.21956351
7630177;100.67712143
7630178;99.931929159
7630179;114.23096456
7630180;62.018826478
7630181;83.146743571
7630182;119.93215417
7630183;90.423113452
7630184;102.87695557
7630185;112.6231726
7630186;75.801284669
7630187;61.240580609
7630188;63.067546437
7630189;54.784955945
7630190;32.54890576
7630191;64.322391352
7630192;54.493716115
7630193;59.906367066
7630194;63.050228033
7630195;47.811876545
7630196;76.892047498
7630197;148.95478123
7630198;126.01529723
7630199;83.146743571
7630662;43.48282712
7630663;62.640322428
7630677;45.849786285
7630678;26.623217909
7630679;43.572333645
7630680;33.484557876
7630681;38.229637938
7630682;31.368297972
7630683;36.532494258
7630684;40.507090578
7630685;33.484557876
7630686;61.19330444
7630687;60.618262644
7630688;42.470889175
7630689;67.952456024
7630690;54.423188672
7630691;56.01554267
7630692;42.477375487
7630693;34.853664413
7630694;48.41370405
7630695;34.853664413
7630696;40.863149034
7630766;133.09576211
7630767;81.323105308
7630768;265.8549908
7630769;196.16291526
7630770;116.77599915
7630771;133.09576211
7630772;214.63484257
7630773;141.89575842
7630774;102.28170898
7630775;149.61664089
7630776;71.073792139
7630777;81.569980455
7630778;86.235655929
7630779;128.16537158
7630780;119.7861859
7630781;119.96719013
7630782;110.68115988
7630783;134.6549768
7630784;131.745245
7630785;127.70618257
7630786;133.09576211
7630787;154.03653404
7630788;112.33827425
7630789;116.77599915
7630790;177.28852195
7630791;172.91092736
7630792;234.72956931
7630793;149.61664089
7630794;160.25743317
7630877;331.40692414
7630879;20.168701482
7631161;45.87335913
7631162;101.54978324
7631163;60.336012941
7631164;93.409239072
7631165;60.666891298
7631166;76.094821479
7631167;76.094821479
7631168;72.302539223
7631169;74.467673928
7631170;49.57296751
7631171;45.87335913
7631172;85.46892384
7631177;97.499329786
7631178;109.93422034
7631179;78.072824182
7631180;103.91817587
7631181;84.57387948
7631182;128.26872797
7631183;91.684793153
7631184;84.57387948
7631185;127.65886959
7631186;159.78774688
7631448;181.16140268
7631450;103.26701164
7631452;165.677071
7631455;92.903821716
7631456;76.449563237
7631457;54.521280734
7631458;71.562553911
7631459;88.330623453
7631460;88.352236737
7631461;88.386959161
7631462;56.779712012
7631464;99.006514692
7631467;63.120886199
7631468;94.396002544
7631469;71.751811416
7631470;57.588126929
7631471;122.22291155
7631472;85.009869406
7631473;85.009869406
7631474;81.698732485
7631475;146.02166483
7631476;70.974640015
7631477;54.765087832
7631478;85.009869406
7631479;89.453192389
7631480;71.751811416
7631482;133.10087347
7631483;74.586239862
7631484;65.32856182
7631485;122.2385388
7631486;99.649140053
7631487;95.561954046
7631488;74.586239862
7631489;74.586239862
7631490;71.751811416
7631491;65.643049758
7631492;106.76579326
7631493;134.19640534
7631494;85.009869406
7631495;99.578720419
7631496;90.63053324
7631497;78.575230462
7631498;91.561574098
7631499;104.90643815
7631500;113.30673805
7631501;119.45890274
7631502;95.605357076
7631503;122.28194183
7631504;85.009869406
7631505;110.48369895
7631506;86.630153292
7631507;78.901107749
7631508;102.42877612
7631509;95.605357076
7631510;90.63053324
7631511;102.40175952
7631512;122.16811917
7631513;77.409278959
7631514;116.12977715
7631515;76.078068651
7631516;74.586239862
7631517;74.586239862
7632062;449.98133357
7632063;616.89964554
7632064;778.16205017
7632065;825.68552252
7632066;654.20570313
7632067;610.4945375
7632068;357.93104323
7632069;544.58703768
7632070;545.76605072
7632071;572.61289284
7632072;132.06630713
7632073;82.506528312
7632074;130.52485403
7632075;117.72391922
7632076;156.67342944
7632077;125.37821493
7632078;108.64888565
7632079;125.37821493
7632080;137.69119027
7632081;96.298553451
7632082;195.14073319
7632084;165.18025575
7632085;202.00694399
7632086;99.814554678
7632087;211.3158444
7632088;116.29954874
7632089;123.22784528
7632090;323.47725115
7632091;414.63624067
7632092;517.47720831
7632093;311.18445929
7632094;335.7206479
7632096;335.6712528
7632097;455.1552514
7632098;218.75456788
7632099;633.28955628
7632100;410.96027552
7632101;363.57799969
7632102;414.44800363
7632103;375.71117548
7632104;414.63624067
7632105;328.72216871
7632106;368.68407533
7632107;237.51378409
7632108;414.63624067
7632109;323.47725115
7632110;323.47725115
7632111;520.88205293
7632112;323.47725115
7632113;218.75456788
7632116;278.27042696
7632117;375.71117548
7632118;265.42053099
7632119;323.47725115
7632120;283.3271075
7632121;536.2399962
7632122;369.24117945
7632123;414.44800363
7632124;633.28955628
7632125;225.27038733
7632127;369.24117945
7632128;295.57050425
7632129;330.61457226
7632143;140.39774771
7632146;94.376897364
7632149;175.57720647
7632326;261.48396893
7632327;232.36660239
7632328;148.33089361
7632329;265.08663912
7632330;265.04070673
7632331;177.32683124
7632332;177.32683124
7632333;213.12455036
7632334;213.12455036
7632335;223.69302702
7632336;118.53975091
7632337;209.75111136
7632338;209.75111136
7632339;92.096094463
7632340;173.72587732
7632341;222.63600681
7632342;129.5484472
7632343;145.28829119
7632344;218.86306744
7632345;136.65621511
7632346;138.66040328
7632347;188.89492402
7632348;214.52960849
7632349;193.61433829
7632351;320.15833254
7632352;181.13730894
7632354;151.71565411
7632355;196.26401101
7632356;232.9420666
7632357;126.44240097
7632358;279.72850692
7632359;750.81035292
7632360;403.77700243
7632361;414.39011669
7632362;518.83766771
7632363;686.85045972
7632364;569.29610115
7632365;719.00636717
7632366;397.3955797
7632536;123.43911164
7632538;86.024072519
7632539;97.581826951
7632540;93.236239679
7632541;72.498291042
7632542;91.728890447
7632543;61.83642637
7632544;139.4972392
7632545;111.19870662
7632546;89.443131285
7632547;135.6271368
7632548;55.652783733
7632549;154.35020303
7632550;78.203108971
7632551;61.039661722
7632552;99.381256984
7632558;51.285143123
7632561;64.688835334
7632562;109.43166218
7632564;77.304852921
7632565;110.12578175
7632566;91.617274768
7632567;93.247747518
7632568;99.381256984
7632569;130.19500281
7632570;106.67478455
7632571;144.58996197
7632573;114.48553995
7632574;139.77665405
7632575;127.47486936
7632576;101.73898059
7632577;130.35079669
7632777;15.235519987
7632778;17.824877928
7632779;10.719115329
7632780;8.7545301678
7632781;8.4104003343
7632782;7.9799813977
7632783;6.8066853882
7632784;20.938769514
7632785;14.701344991
7632786;11.896565197
7632787;12.874646061
7632788;11.42663999
7632790;7.3888716645
7632791;6.8204969211
7632793;8.9810087752
7632795;16.890221966
7632796;13.478393328
7632797;7.8628754256
7632798;11.727363117
7632799;13.2529532
7632800;9.0860854813
7632801;15.34963489
7632802;11.458009552
7632803;15.528601135
7632804;9.3402491262
7632805;11.051472663
7632806;17.509942311
7632807;10.218902157
7632808;6.8704569075
7632809;12.190960947
7632810;12.83620257
7632811;10.706908677
7632812;9.351733033
7632813;10.204055255
7632814;17.222486181
7632816;9.351733033
7632817;16.100921735
7632819;11.17825422
7632820;12.71347945
7632821;8.1078037612
7632822;9.6430289907
7632823;9.351733033
7632824;15.466109165
7632825;9.316950702
7632826;26.81209951
7632827;11.503289069
7632828;12.140844606
7632829;6.3309435372
7632830;9.8630617138
7632831;8.4703735257
7632832;9.7224623971
7632833;5.7760552259
7632834;9.351733033
7632835;11.17825422
7632836;9.351733033
7632838;14.670447381
7632839;17.950857967
7632840;10.225620906
7632841;9.5930228234
7632842;8.4050302512
7632843;12.245325842
7632844;5.3781382328
7632846;11.227818345
7632847;13.651935565
7632848;12.877049207
7632849;9.4402856086
7632850;14.763539353
7632851;16.959504589
7632852;10.347798768
7632853;10.888649179
7632854;11.56698751
7632855;10.683616197
7632856;19.425375657
7632857;11.227818345
7632858;8.3686402649
7632859;9.316950702
7632860;11.227818345
7632861;10.888649179
7632863;11.227818345
7632864;16.959504589
7632865;10.526876951
7632867;10.888649179
7632868;11.227818345
7632869;12.704955362
7632870;11.842307053
7632871;11.56698751
7632872;14.085788867
7632873;11.48917795
7632874;12.692963731
7632875;18.020894084
7632877;10.140945532
7632878;8.7109193431
7632879;10.683616197
7632880;8.7109193431
7632881;10.224574439
7632882;8.9822546756
7632883;15.16754694
7632884;12.922096498
7632885;9.351733033
7632886;9.351733033
7632887;6.2055441148
7632888;13.923617668
7632889;9.6430289907
7632890;9.6430289907
7632891;7.4459820064
7632892;8.5567326467
7632893;11.309139809
7632894;11.183972105
7632895;7.8137519536
7632896;37.954459871
7632897;32.67777258
7632898;22.756884635
7632899;29.275393586
7632900;27.609306607
7632901;23.31052134
7632902;18.185635085
7632903;18.216955038
7632904;12.664522915
7632905;23.299938802
7632906;58.351391873
7632910;18.871172208
7632911;13.352836992
7632912;23.299938802
7632913;41.384675539
7632914;22.785872663
7632915;24.984791563
7632916;35.969378576
7632918;53.688284596
7632919;29.347176857
7632920;17.746170034
7632921;37.088856597
7632922;23.250576162
7632923;27.546739297
7632924;24.560930316
7632925;21.652590372
7632926;27.861569844
7632927;24.792065367
7632928;23.730908379
7632929;27.869448899
7632930;14.710094385
7632931;35.649341254
7632934;65.36481863
7632935;53.983186408
7632937;26.241826726
7632938;29.715310361
7632939;38.086807481
7632940;37.730898169
7632941;21.050618783
7632942;24.894657801
7632943;30.802849751
7632944;37.818402905
7632945;23.948610295
7632946;28.416628297
7632947;31.910210955
7632948;30.2407461
7632949;23.244895491
7632950;24.894657801
7632951;24.894657801
7632952;23.948610295
7632953;25.800698989
7632954;32.554069595
7632955;21.050618783
7632956;21.050618783
7632957;31.485231924
7632958;21.027446609
7632959;49.294242387
7632960;30.199224751
7632961;25.166152987
7632962;31.091878897
7632963;40.853011644
7632964;40.395413957
7632965;56.16787113
7632966;45.843348445
7632967;23.085704613
7632968;36.015104943
7632969;48.859185928
7632970;27.065081292
7632971;31.65904313
7632972;19.49093847
7632973;20.091039658
7632974;31.274820159
7632975;22.416373342
7632976;18.117258969
7632977;22.913269268
7632978;26.761496926
7632979;22.767614736
7632980;15.615705915
7632981;17.567669155
7632982;31.797348936
7632983;34.806618856
7632984;23.756139438
7632985;29.915016682
7632986;26.409569086
7632987;22.475207824
7632988;17.81270603
7632989;25.060981125
7632990;30.235841018
7632991;28.381202046
7632992;29.34709634
7632994;19.451125748
7632995;25.814447407
7632996;17.030637354
7632997;20.731680389
7632998;25.718986643
7632999;28.486238469
7633000;15.744374134
7633001;20.555775587
7633003;33.051419191
7633004;15.744374134
7633005;26.210247119
7633092;76.250367847
7633093;82.982522891
7633094;76.867131002
7633096;48.761361571
7633098;36.253076531
7633099;60.003984939
7633100;50.935698893
7633101;36.701904242
7633102;49.206346034
7633103;94.47405534
7633104;67.854031027
7633105;75.958511663
7633106;47.321795668
7633107;52.139909168
7633108;53.655828113
7633109;48.78472785
7633110;66.650006459
7633111;36.441567748
7633112;27.508071366
7633113;40.676797729
7633114;40.670586366
7633115;52.116238632
7633116;49.426809496
7633117;66.664740397
7633118;48.790939213
7633119;79.658918742
7633120;65.072012505
7633121;40.670586366
7633122;39.130996884
7633123;50.966398977
7633124;52.116238632
7633125;40.676797729
7633126;60.230380116
7633127;33.376248913
7633128;49.426809496
7633129;41.336338547
7633131;44.919758623
7633133;39.012002842
7633134;43.40442322
7633135;36.803540757
7633136;51.932152851
7633137;53.258429648
7633138;42.752909143
7633139;21.900717316
7633141;42.549638867
7633142;56.242988924
7633143;78.365810907
7633144;54.668988
7633145;54.64416931
7633147;38.888226958
7633148;54.582696864
7633149;34.802326141
7633150;23.761172602
7633151;46.824386697
7633152;69.882906616
7633153;81.868288772
7633155;83.498005618
7633156;54.371578206
7633157;44.257606768
7633158;48.610283698
7633159;56.28325623
7633160;42.643338538
7633161;48.610283698
7633162;58.55530206
7633164;46.545101215
7633165;49.536793289
7633166;51.849106425
7633167;38.209188733
7633168;28.594284528
7633169;41.092992898
7633170;28.585197107
7633171;58.065837785
7633172;22.475993372
7633173;32.158228235
7633174;28.594284528
7633175;25.084316787
7633176;20.585402762
7633177;32.134541585
7633178;24.13474724
7633179;21.974195438
7633180;34.4296961
7633181;31.434444685
7633182;34.4296961
7633183;24.13474724
7633185;98.663301987
7633186;78.656315735
7633187;64.378106407
7633188;68.034206613
7633189;84.608356796
7633190;52.109734236
7633191;79.493951367
7633192;81.466975971
7633194;48.45363403
7633195;42.069904903
7633196;53.075423673
7633197;53.114546031
7633198;54.658801629
7633199;37.122759868
7633200;43.653282859
7633201;74.608334182
7633202;50.53177564
7633203;41.437157829
7633204;37.122759868
7633206;30.425311588
7633207;37.122759868
7633208;42.109027261
7633209;64.806307072
7633210;47.36936874
7633212;38.438336088
7633213;53.964014486
7633214;83.445961988
7633215;47.228113149
7633217;53.114546031
7633218;51.282443502
7633219;41.437157829
7633220;66.416706182
7633221;63.206960301
7633222;36.293958938
7633223;52.215051786
7633397;135.82785782
7633398;125.92523102
7633399;128.34818213
7633400;106.2703319
7633402;94.535813194
7633403;144.94687984
7633404;118.04476432
7633406;171.94233918
7633407;92.160159856
7633408;189.67667966
7633409;353.5510139
7633410;191.06039021
7633411;35.587205889
7633413;78.636281562
7633414;35.587205889
7633415;77.901012025
7633416;81.390397024
7633417;536.1345584
7633418;484.64074467
7633419;298.75189357
7633420;69.502738003
7633421;295.16960922
7633422;122.28211117
7633423;211.71022962
7633424;206.75858032
7633425;166.97905033
7633426;139.77249637
7633427;207.79615152
7633428;389.30841518
7633429;307.50832326
7633430;196.62936366
7633431;206.2391034
7633432;280.97944673
7633433;209.57435448
7633434;347.29327998
7633436;248.82371568
7633437;299.87762394
7633438;259.38517362
7633439;172.72887701
7633440;176.07365145
7633441;151.35485886
7633442;264.08076196
7633443;217.88741252
7633444;238.5554672
7633445;187.49422995
7633446;260.66970972
7633447;151.35485886
7633448;191.2669122
7633449;219.49245904
7633450;371.93623623
7633451;146.49789362
7633452;314.06581824
7633453;146.49789362
7633454;146.49789362
7633455;180.00585957
7633518;228.33411675
7633519;249.49411098
7633520;208.74308664
7633521;108.54677884
7633522;311.67864642
7633523;272.38282544
7633525;238.59253641
7633526;173.16006766
7633527;290.922549
7633528;151.69052445
7633529;230.88518701
7633530;181.0368347
7633531;203.16514403
7633532;155.86786198
7633534;177.65081892
7633535;177.65081892
7633537;305.151255
7633538;299.25176108
7633539;199.79291929
7633540;199.79291929
7633554;80.177128081
7633555;69.277305102
7633556;140.98227268
7633558;101.84662149
7633561;85.639977579
7633567;85.66419596
7633569;79.181845037
7633570;84.125696623
7633572;77.922913456
7633576;80.188144733
7633578;109.61668095
7633579;44.529349214
7633580;62.070587159
7633581;52.294885648
7633582;52.757332347
7633682;203.5029907
7633684;383.31865553
7633685;266.70781264
7633686;193.74533806
7633687;193.74533806
7633688;427.73231071
7633689;253.833111
7633690;292.48361168
7633691;331.77120384
7633692;372.62071859
7633695;360.7460411
7633696;193.29880282
7633697;344.27961936
7633699;388.28794669
7633700;384.64000736
7633701;273.03207835
7633703;245.93645523
7633704;300.80934395
7633705;300.80934395
7633706;290.2325415
7633707;138.15514399
7633708;162.58035298
7633710;252.34012284
7633711;263.98836605
7633712;253.97149508
7633713;170.03735249
7633714;200.48978892
7633715;181.60699558
7633716;139.89873472
7633717;177.81381918
7633718;176.5634562
7633719;206.18538967
7633720;134.61403313
7633721;190.1057578
7633722;254.74014189
7633723;162.58035298
7633724;467.99427293
7633725;221.621673
7633726;363.04882833
7633727;178.97547587
7633728;229.48834747
7633729;304.7767341
7633730;160.24764159
7633731;163.21041951
7633732;165.68468813
7633733;259.82560329
7633734;218.60192502
7633735;206.31406076
7633736;195.8517031
7633737;262.85268204
7633788;228.22683272
7633789;362.51936209
7633791;211.32114141
7633792;211.32114141
7633793;211.54298788
7633802;310.16581722
7633805;412.78082508
7633806;257.17209789
7633808;251.801343
7633809;172.19695346
7633810;207.91253647
7633811;238.22481812
7633812;173.02021814
7633813;214.31008158
7633820;75.020063707
7633830;96.075996049
7633831;107.97116072
7634003;184.27376047
7634004;178.49276999
7634005;172.5812249
7634006;101.61696138
7634007;110.77452645
7634008;119.13308978
7634009;147.18099877
7634010;157.10789245
7634011;238.41030115
7634012;271.20059812
7634013;254.98967141
7634014;170.19012826
7634015;76.585557719
7634016;99.9897185
7634019;93.867118207
7634020;151.60966353
7634022;118.43697336
7634023;158.93718145
7634024;86.006440193
7634025;80.119434078
7634028;115.60100808
7634030;112.23992882
7634031;59.500975023
7634166;224.99220117
7634167;323.27292407
7634168;317.08785007
7634169;100.77298708
7634170;184.60850528
7634171;107.27377604
7634172;82.432635161
7634173;84.928196636
7634174;153.63275056
7634175;75.491730343
7634176;89.440837954
7634177;100.58859412
7634178;91.145575879
7634179;89.575988513
7634180;94.115760214
7634181;64.389639504
7634182;89.575988513
7634183;100.54292879
7634184;78.473897674
7634185;84.387527311
7634186;83.013669375
7634187;104.76906104
7634188;78.473897674
7634189;81.432099013
7634190;53.068719716
7634191;196.32508584
7634192;70.303269141
7634193;100.58859412
7634194;163.7345026
7634195;186.5943494
7634196;242.48078579
7634197;186.5943494
7634198;188.28180145
7634199;232.95991751
7634200;289.90808896
7634201;218.7964591
7634202;316.48166835
7634212;56.635165408
7634213;95.333420064
7634214;44.128351788
7634215;64.550502999
7634216;57.422746163
7634218;50.381758598
7634219;64.550502999
7634220;64.550502999
7634221;58.517220851
7634535;408.67362378
7634536;625.63596048
7634537;704.31053385
7634538;658.11605066
7634539;882.27457524
7634540;146.27335301
7634631;46.972305734
7634632;34.427903889
7634633;25.086916322
7634634;39.698691506
7634635;119.00231261
7634636;98.984113259
7634637;55.113716725
7634638;72.208576037
7634639;84.377659626
7634640;75.061048162
7634661;166.14546055
7634662;108.87945363
7634663;183.22069154
7634664;107.92718355
7634665;156.31215748
7634666;129.76206294
7634667;139.23692649
7634668;150.75167248
7634669;136.92654791
7634670;110.37645337
7634671;76.433180509
7634672;144.57833606
7634673;106.65120964
7634674;157.37973674
7634675;191.57674464
7634676;231.88385284
7634677;124.88010494
7634678;83.91479292
7634679;156.76929526
7634680;90.601289693
7634681;139.09207848
7634682;119.48858626
7634683;153.18948953
7634684;87.69294797
7634685;104.14827206
7634686;94.393465214
7634687;92.943216036
7634688;58.382520369
7634690;97.825098828
7634691;99.710975714
7634692;110.94494454
7634693;95.462750736
7634694;126.57902408
7634695;117.67855923
7634696;102.76842859
7634697;152.07638251
7634698;115.31073234
7634699;122.46606287
7634700;172.09987089
7634701;110.09143476
7634702;98.655467384
7634703;141.54752608
7634704;97.548648856
7634706;108.5141982
7634707;124.81350969
7634708;123.97615399
7634710;114.01403291
7634712;82.893876987
7634713;135.17900668
7634714;190.45286248
7634715;147.56429313
7634717;110.35806739
7634718;176.159969
7634719;138.45455045
7634720;140.88809826
7634721;126.51374217
7634722;81.860215623
7634723;122.53323392
7634724;112.55925722
7634725;100.34223033
7634726;61.146544407
7634727;73.181652523
7634728;117.91876969
7634729;133.2129347
7634730;78.703621313
7634731;123.76615688
7634732;107.64495843
7634733;73.181652523
7634734;73.181652523
7634735;78.703621313
7634737;129.75189891
7634738;68.60779924
7634739;112.85795682
7634740;203.10687733
7634741;207.38745945
7634742;225.51843063
7634743;102.58670606
7634744;132.50831816
7634745;94.46025044
7634746;160.70640281
7634748;151.08253092
7634749;147.39846211
7634752;105.85262524
7634753;148.49761226
7634754;185.87113418
7634755;91.477065654
7634756;165.6229925
7634757;91.477065654
7634758;145.73583532
7634759;89.352989
7634760;136.09931704
7634761;102.91169886
7634762;110.67696747
7634764;136.73402279
7634765;102.91169886
7634766;111.37320919
7634767;85.061173478
7634768;102.91169886
7634770;147.39846211
7634772;174.84139428
7634773;119.47172402
7634774;119.47172402
7634776;155.41514543
7634777;94.9907045
7634778;155.69946934
7634779;165.74352401
7634787;206.58883075
7634789;165.82289871
7634790;155.46455292
7634791;138.48486677
7634792;278.04556246
7634793;165.82289871
7634794;155.46455292
7634795;112.15589958
7634796;205.21084426
7634797;143.07632673
7634798;260.3379906
7634799;319.35384037
7634800;198.01949851
7634801;212.77013912
7634802;226.32528511
7634803;236.8898553
7634805;177.76448871
7634806;242.71553424
7634807;133.75348558
7634808;167.63539859
7634809;169.31283255
7634810;177.67377477
