,y_real,y_predict,error,fun_error
0,0.00222222222222222,0.00717694022235017,0.00495471800012795,2.4549230460791914e-05
1,0.0134008338298201,0.006231222862893885,-0.007169610966926216,0.007169610966926216
2,0.00261904761904762,0.007402876368442916,0.004783828749395296,2.2885017503540963e-05
3,0.0040272614622057,0.00837525977997449,0.004347998317768791,1.8905089371320236e-05
4,0.00865800865800866,0.010726675768287036,0.0020686671102783764,4.2793836131474886e-06
5,0.00275229357796611,0.014476326247469796,0.011724032669503686,0.0001374529420355897
6,0.039906103286385,0.016706973194150872,-0.023199130092234125,0.023199130092234125
7,0.0602386451116243,0.008695118674220223,-0.05154352643740408,0.05154352643740408
8,0.0393939393939394,0.010104658460246533,-0.029289280933692867,0.029289280933692867
9,0.00927508835058496,0.006368950041511578,-0.0029061383090733814,0.0029061383090733814
10,0.00852496023106052,0.007619729795466849,-0.0009052304355936704,0.0009052304355936704
11,0.008131842538904359,0.008643906819073404,0.0005120642801690455,2.6220982702504277e-07
12,0.00593220338985062,0.007533235815391139,0.0016010324255405191,2.563304827632158e-06
13,0.00492113564681189,0.012261397598642775,0.007340261951830885,5.387944552149615e-05
14,0.0037535139279565102,0.008270202545126854,0.004516688617170344,2.0400476064476155e-05
15,0.00635930047714974,0.013229059154813323,0.006869758677663583,4.7193584289334106e-05
16,0.007958801498127341,0.01626549545156315,0.008306693953435808,6.900116443604701e-05
17,0.0224111282850823,0.012324490127113723,-0.010086638157968578,0.010086638157968578
18,0.004629629629629629,0.015056170608532187,0.010426540978902558,0.00010871275678473431
19,0.00502283105022831,0.012139492362519613,0.007116661312291303,5.064686823386377e-05
20,0.00209643605870021,0.00966997249698854,0.00757353643828833,5.735845418208108e-05
21,0.0122249382775091,0.009529442074178645,-0.0026954962033304553,0.0026954962033304553
22,0.00476190476190476,0.009898869326390423,0.005136964564485663,2.6388404936781377e-05
23,0.00348148148148148,0.013621325125994512,0.010139843644513032,0.00010281642913517133
24,0.00567022000453618,0.007622681994029578,0.0019524619894933986,3.8121078204165203e-06
25,0.0113378684807256,0.011852842615463165,0.0005149741347375662,2.65198359448705e-07
26,0.0125,0.012739874966427242,0.00023987496642724135,5.7539999518470165e-08
27,0.235,0.02261591914404636,-0.21238408085595362,0.21238408085595362
28,0.00334672021419009,0.011947305780685962,0.008600585566495872,7.397007208661712e-05
29,0.007974719500071009,0.006277822694170752,-0.001696896805900257,0.001696896805900257
30,0.00527936647604146,0.00705271317007072,0.0017733466940292597,3.144758497224505e-06
31,0.00229298918488204,0.007901571011325517,0.005608581826443477,3.145619010391204e-05
32,0.00622294372294372,0.008798782099980538,0.002575838377036817,6.634943344615664e-06
33,0.00595238095238095,0.009524981831525956,0.0035726008791450055,1.2763477041667666e-05
34,0.00789889415481832,0.008634899884238594,0.0007360057294202738,5.417044337394693e-07
35,0.0403690888119954,0.01471685542196171,-0.02565223339003369,0.02565223339003369
36,0.0317647058825024,0.015449780839472033,-0.01631492504303037,0.01631492504303037
37,0.0123456790123457,0.008393373164011099,-0.0039523058483346,0.0039523058483346
38,0.016405395552315,0.00872362354231963,-0.007681772009995369,0.007681772009995369
39,0.0057672271144111,0.0069864316228289884,0.0012192045084178883,1.4864596333465047e-06
40,0.00213946651632208,0.008135834360300527,0.005996367843978447,3.595642732029873e-05
