,y_real,y_predict,error,fun_error
0,0.00222222222222222,0.006412009428683706,0.004189787206461486,1.7554316835428345e-05
1,0.0134008338298201,0.0047777965668749905,-0.00862303726294511,0.00862303726294511
2,0.00261904761904762,0.006412009428683706,0.0037929618096360865,1.4386559289357856e-05
3,0.0040272614622057,0.007259238048725149,0.0032319765865194494,1.0445672655809912e-05
4,0.00865800865800866,0.019657134176793784,0.010999125518785124,0.00012098076217799014
5,0.00275229357796611,0.024711868424330447,0.021959574846364335,0.0004822229274330772
6,0.039906103286385,0.014216962965168122,-0.025689140321216875,0.025689140321216875
7,0.0602386451116243,0.0047777965668749905,-0.05546084854474931,0.05546084854474931
8,0.0393939393939394,0.01698924619274985,-0.022404693201189547,0.022404693201189547
9,0.00927508835058496,0.006412009428683706,-0.002863078921901253,0.002863078921901253
10,0.00852496023106052,0.006412009428683706,-0.002112950802376813,0.002112950802376813
11,0.008131842538904359,0.006412009428683706,-0.0017198331102206525,0.0017198331102206525
12,0.00593220338985062,0.009566154553766795,0.0036339511639161748,1.3205601061727721e-05
13,0.00492113564681189,0.006412009428683706,0.0014908737818718166,2.2227046334727732e-06
14,0.0037535139279565102,0.006412009428683706,0.002658495500727196,7.067598327386745e-06
15,0.00635930047714974,0.02829567787337269,0.02193637739622295,0.00048120465326952116
16,0.007958801498127341,0.03522277437420503,0.027263972876077694,0.0007433242169875002
17,0.0224111282850823,0.019657134176793784,-0.0027539941082885162,0.0027539941082885162
18,0.004629629629629629,0.01698924619274985,0.012359616563120221,0.0001527601215873557
19,0.00502283105022831,0.009566154553766795,0.0045433235035384845,2.064178845780521e-05
20,0.00209643605870021,0.009566154553766795,0.007469718495066585,5.5796694395539806e-05
21,0.0122249382775091,0.009566154553766795,-0.0026587837237423053,0.0026587837237423053
22,0.00476190476190476,0.004630582005001182,-0.0001313227569035777,0.0001313227569035777
23,0.00348148148148148,0.017367619979726082,0.013886138498244603,0.00019282484239243087
24,0.00567022000453618,0.006412009428683706,0.0007417894241475266,5.502515497771192e-07
