,y_real,y_predict,error,fun_error
0,0.00222222222222222,0.004393707225128807,0.002171485002906587,4.7153471178482215e-06
1,0.0134008338298201,0.006140154066195245,-0.007260679763624856,0.007260679763624856
2,0.00261904761904762,0.005768325402947436,0.0031492777838998164,9.917950560164938e-06
3,0.0040272614622057,0.007183277051775428,0.003156015589569728,9.960434401607158e-06
4,0.00865800865800866,0.014438249271331229,0.005780240613322569,3.3411181547903666e-05
5,0.00275229357796611,0.015905129277911295,0.013152835699945185,0.00017299708694975256
6,0.039906103286385,0.01613754385237667,-0.023768559434008327,0.023768559434008327
7,0.0602386451116243,0.009954326070211498,-0.050284319041412805,0.050284319041412805
8,0.0393939393939394,0.012422201199614631,-0.026971738194324767,0.026971738194324767
9,0.00927508835058496,0.006693938915965304,-0.002581149434619656,0.002581149434619656
10,0.00852496023106052,0.005212035030584135,-0.003312925200476384,0.003312925200476384
11,0.008131842538904359,0.0074249332090276544,-0.0007069093298767044,0.0007069093298767044
12,0.00593220338985062,0.008599796240993314,0.0026675928511426935,7.116051619467605e-06
13,0.00492113564681189,0.013063465283600743,0.008142329636788855,6.629753191413013e-05
14,0.0037535139279565102,0.006416301691080931,0.002662787763124421,7.090438671445158e-06
15,0.00635930047714974,0.017152956454957836,0.010793655977808096,0.00011650300936727244
16,0.007958801498127341,0.02149794543475439,0.013539143936627049,0.00018330841853670497
17,0.0224111282850823,0.018188419670306877,-0.004222708614775424,0.004222708614775424
18,0.004629629629629629,0.018923971720622886,0.014294342090993256,0.00020432821581434145
19,0.00502283105022831,0.013581518530871249,0.008558687480642937,7.325113139131415e-05
20,0.00209643605870021,0.010245059953525508,0.008148623894825298,6.640007137931781e-05
21,0.0122249382775091,0.0076576807204232385,-0.004567257557085862,0.004567257557085862
22,0.00476190476190476,0.008207591650581438,0.003445686888676678,1.1872758134798366e-05
23,0.00348148148148148,0.020003308953046854,0.016521827471565373,0.0002729707830001722
24,0.00567022000453618,0.005849631645739855,0.0001794116412036752,3.218853699939629e-08
25,0.0113378684807256,0.006057688350725029,-0.00528018013000057,0.00528018013000057
26,0.0125,0.01734926060430261,0.004849260604302609,2.3515328408441305e-05
27,0.235,0.03895755086904965,-0.19604244913095034,0.19604244913095034
28,0.00334672021419009,0.009892077591661831,0.006545357377471741,4.284170319882375e-05
29,0.007974719500071009,0.0037352528306281154,-0.004239466669442893,0.004239466669442893
30,0.00527936647604146,0.0057861489500373574,0.0005067824739958971,2.5682847594940215e-07
31,0.00229298918488204,0.008756237547971286,0.006463248363089247,4.177357940297583e-05
32,0.00622294372294372,0.0071076981584311015,0.0008847544354873811,7.827904111145944e-07
33,0.00595238095238095,0.01077719859714821,0.004824817644767259,2.327886530525748e-05
34,0.00789889415481832,0.008247149254075832,0.00034825509925751237,1.212816141588598e-07
35,0.0403690888119954,0.01580891854992982,-0.02456017026206558,0.02456017026206558
36,0.0317647058825024,0.0200342183100472,-0.011730487572455203,0.011730487572455203
37,0.0123456790123457,0.006335973543762731,-0.006009705468582968,0.006009705468582968
38,0.016405395552315,0.0075458256044636665,-0.008859569947851333,0.008859569947851333
39,0.0057672271144111,0.00750241127023974,0.0017351841558286398,3.0108640546387493e-06
40,0.00213946651632208,0.005994721485439981,0.003855254969117901,1.486299087690827e-05
41,0.0090037527641521,0.010155002009862028,0.0011512492457099281,1.3253748257476784e-06
42,0.0180635890357194,0.006577605617467957,-0.011485983418251444,0.011485983418251444
43,0.0196261682242257,0.011515575827785063,-0.008110592396440637,0.008110592396440637
44,0.175925925925926,0.014066979829439552,-0.16185894609648646,0.16185894609648646
45,0.0138888888888889,0.01653376538476821,0.002644876495879309,6.995371678454813e-06
46,0.0264550264550265,0.015150929116607743,-0.011304097338418756,0.011304097338418756
47,0.0296616823407267,0.014475569085894468,-0.015186113254832231,0.015186113254832231
48,0.0117596932255945,0.005664160888926403,-0.006095532336668097,0.006095532336668097
49,0.0272058832943212,0.009090888450112397,-0.018114994844208802,0.018114994844208802
50,0.00934928945403646,0.01120002431925483,0.0018507348652183706,3.4252195413348604e-06
51,0.0105263157894737,0.014286490222586748,0.0037601744331130487,1.4138911767437037e-05
52,0.0416666666666667,0.024474667313947738,-0.01719199935271896,0.01719199935271896
53,5.796624888810201e-06,0.0003942346991250166,0.0003884380742362064,1.5088413751633258e-07
54,0.00151975683890578,0.005747263562028197,0.004227506723122417,1.7871813094045234e-05
