"","DIRECTORIO","SECUENCIA_P","moda_estado","madres_jovenes"
"52567",7730952,1,1,0
"52568",7730953,1,2,2
"52569",7730954,1,2,0
"52570",7730957,1,2,0
"52571",7730958,1,2,0
"52572",7730962,1,3,0
"52573",7730963,1,2,0
"52574",7730964,1,2,0
"52575",7730965,1,3,0
"52576",7730966,1,2,2
"52577",7730967,1,2,0
"52578",7730968,1,2,1
"52579",7730969,1,2,0
"52580",7730970,1,2,1
"52581",7730971,1,2,0
"52582",7730972,1,2,1
"52583",7730973,1,2,0
"52584",7730974,1,3,0
"52585",7730975,1,2,1
"52586",7730976,1,2,1
"52587",7730977,1,2,0
"52588",7730978,1,1,1
"52589",7730979,1,2,0
"52590",7730980,1,2,1
"52591",7730982,1,2,0
"52592",7730983,1,2,0
"52593",7730985,1,3,0
"52594",7730986,1,2,0
"52595",7730987,1,2,1
"52596",7730989,1,2,0
"52597",7730990,1,3,1
"52598",7730991,1,2,0
"52599",7730992,1,2,1
"52600",7730993,1,1,0
"52601",7730993,2,2,0
"52602",7730994,1,2,1
"52603",7730995,1,2,0
"52604",7730996,1,2,0
"52605",7730997,1,2,1
"52606",7730998,1,2,0
"52607",7730999,1,2,1
"52608",7731000,1,1,2
"52609",7731001,1,1,0
"52610",7731002,1,2,0
"52611",7731003,1,2,1
"52612",7731004,1,2,0
"52613",7731005,1,2,0
"52614",7731006,1,2,1
"52615",7731008,1,2,1
"52616",7731009,1,2,0
"52617",7731014,1,2,1
"52618",7731015,1,2,0
"52619",7731016,1,2,0
"52620",7731017,1,2,0
"52621",7731018,1,2,0
"52622",7731021,1,1,0
"52623",7731022,1,2,0
"52624",7731023,1,2,0
"52625",7731024,1,2,0
"52626",7731025,1,1,1
"52627",7731026,1,2,0
"52628",7731029,1,2,0
"52629",7731030,1,2,1
"52630",7731031,1,2,0
"52631",7731032,1,2,0
"52632",7731033,1,2,1
"52633",7731034,1,2,0
"52634",7731036,1,2,1
"52635",7731037,1,2,1
"52636",7731038,1,2,0
"52637",7731039,1,2,0
"52638",7731040,1,2,1
"52639",7731045,1,2,0
"52640",7731046,1,3,1
"52641",7731047,1,2,0
"52642",7731048,1,2,0
"52643",7731049,1,2,0
"52644",7731050,1,2,1
"52645",7731053,1,2,1
"52646",7731054,1,2,0
"52647",7731055,1,2,0
"52648",7731056,1,3,1
"52649",7731057,1,3,0
"52650",7731058,1,2,0
"52651",7731059,1,2,0
"52652",7731060,1,2,0
"52653",7731070,1,3,0
"52654",7731071,1,2,0
"52655",7731075,1,2,0
"52656",7731076,1,2,0
"52657",7731077,1,2,0
"52658",7731078,1,2,0
"52659",7731079,1,2,0
"52660",7731080,1,2,0
"52661",7731081,1,2,1
"52662",7731082,1,2,0
"52663",7731083,1,2,1
"52664",7731084,1,2,0
"52665",7731085,1,2,1
"52666",7731086,1,2,0
"52667",7731087,1,2,0
"52668",7731088,1,2,0
"52669",7731089,1,3,0
"52670",7731091,1,2,0
"52671",7731094,1,2,0
"52672",7731095,1,2,1
"52673",7731096,1,2,0
"52674",7731098,1,2,1
"52675",7731099,1,2,0
"52676",7731100,1,2,0
"52677",7731101,1,3,0
"52678",7731102,1,2,1
"52679",7731104,1,2,0
"52680",7731105,1,2,0
"52681",7731106,1,2,1
"52682",7731107,1,2,0
"52683",7731108,1,2,0
"52684",7731109,1,3,0
"52685",7731110,1,2,1
"52686",7731111,1,2,1
"52687",7731112,1,2,0
"52688",7731113,1,2,0
"52689",7731114,1,2,0
"52690",7731115,1,2,0
"52691",7731116,1,2,1
"52692",7731117,1,2,0
"52693",7731118,1,2,0
"52694",7731121,1,2,0
"52695",7731125,1,2,0
"52696",7731126,1,3,0
"52697",7731127,1,4,0
"52698",7731136,1,1,0
"52699",7731137,1,2,1
"52700",7731138,1,3,0
"52701",7731139,1,2,0
"52702",7731140,1,1,0
"52703",7731141,1,2,0
"52704",7731142,1,2,1
"52705",7731145,1,2,1
"52706",7731146,1,1,0
"52707",7731149,1,2,1
"52708",7731152,1,2,0
"52709",7731153,1,2,0
"52710",7731154,1,2,1
"52711",7731155,1,2,0
"52712",7731156,1,2,0
"52713",7731157,1,1,1
"52714",7731158,1,1,0
"52715",7731159,1,1,1
"52716",7731159,2,1,1
"52717",7731160,1,2,0
"52718",7731161,1,3,0
"52719",7731162,1,1,2
"52720",7731163,1,1,1
"52721",7731164,1,2,0
"52722",7731165,1,1,0
"52723",7731166,1,1,1
"52724",7731167,1,1,1
"52725",7731168,1,2,2
"52726",7731169,1,2,1
"52727",7731170,1,2,0
"52728",7731171,1,3,1
"52729",7731172,1,2,0
"52730",7731173,1,3,0
"52731",7731174,1,2,0
"52732",7731175,1,2,1
"52733",7731176,1,2,1
"52734",7731177,1,2,1
"52735",7731178,1,1,1
"52736",7731179,1,2,0
"52737",7731180,1,2,1
"52738",7731181,1,1,0
"52739",7731182,1,2,0
"52740",7731183,1,2,0
"52741",7731184,1,2,0
"52742",7731185,1,1,0
"52743",7731186,1,2,1
"52744",7731187,1,1,2
"52745",7731188,1,2,1
"52746",7731189,1,2,0
"52747",7731193,1,2,0
"52748",7731194,1,1,1
"52749",7731195,1,1,2
"52750",7731196,1,3,0
"52751",7731216,1,2,0
"52752",7731218,1,2,0
"52753",7731224,1,2,1
"52754",7731225,1,2,1
"52755",7731239,1,2,0
"52756",7731240,1,2,0
"52757",7731242,1,2,1
"52758",7731244,1,2,1
"52759",7731248,1,2,0
"52760",7731250,1,1,0
"52761",7731258,1,1,1
"52762",7731262,1,2,0
"52763",7731264,1,3,0
"52764",7731268,1,2,0
"52765",7731281,1,3,0
"52766",7731287,1,2,0
"52767",7731288,1,2,0
"52768",7731300,1,2,0
"52769",7731302,1,2,1
"52770",7731313,1,2,1
"52771",7731314,1,2,0
"52772",7731319,1,2,0
"52773",7731321,1,2,0
"52774",7731322,1,2,1
"52775",7731325,1,2,1
"52776",7731326,1,2,0
"52777",7731334,1,2,0
"52778",7731336,1,2,1
"52779",7731337,1,2,0
"52780",7731344,1,2,2
"52781",7731345,1,2,1
"52782",7731346,1,2,0
"52783",7731347,1,2,1
"52784",7731348,1,2,0
"52785",7731360,1,2,0
"52786",7731361,1,2,0
"52787",7731362,1,2,1
"52788",7731364,1,2,0
"52789",7731365,1,2,1
"52790",7731370,1,1,1
"52791",7731371,1,2,1
"52792",7731385,1,2,0
"52793",7731412,1,2,0
"52794",7731413,1,2,1
"52795",7731414,1,2,1
"52796",7731415,1,2,1
"52797",7731416,1,2,1
"52798",7731417,1,2,0
"52799",7731419,1,2,1
"52800",7731419,2,2,1
"52801",7731420,1,2,1
"52802",7731421,1,2,0
"52803",7731422,1,2,0
"52804",7731423,1,2,0
"52805",7731424,1,2,2
"52806",7731424,2,2,1
"52807",7731425,1,2,0
"52808",7731426,1,2,0
"52809",7731427,1,2,1
"52810",7731428,1,2,0
"52811",7731429,1,2,0
"52812",7731430,1,2,1
"52813",7731431,1,2,0
"52814",7731432,1,2,0
"52815",7731433,1,2,1
"52816",7731434,1,2,1
"52817",7731435,1,2,0
"52818",7731436,1,2,0
"52819",7731437,1,2,4
"52820",7731438,1,2,1
"52821",7731439,1,2,0
"52822",7731440,1,2,1
"52823",7731441,1,2,0
"52824",7731442,1,2,0
"52825",7731443,1,2,2
"52826",7731444,1,2,2
"52827",7731445,1,2,0
"52828",7731446,1,2,1
"52829",7731447,1,2,0
"52830",7731448,1,2,0
"52831",7731449,1,2,1
"52832",7731450,1,2,0
"52833",7731452,1,2,1
"52834",7731453,1,1,0
"52835",7731454,1,2,0
"52836",7731455,1,2,0
"52837",7731456,1,2,0
"52838",7731457,1,2,0
"52839",7731458,1,2,1
"52840",7731460,1,2,0
"52841",7731461,1,2,0
"52842",7731462,1,2,0
"52843",7731463,1,2,1
"52844",7731464,1,2,0
"52845",7731465,1,2,2
"52846",7731466,1,2,1
"52847",7731467,1,2,0
"52848",7731468,1,2,0
"52849",7731469,1,2,2
"52850",7731470,1,2,0
"52851",7731471,1,2,0
"52852",7731472,1,2,0
"52853",7731474,1,2,0
"52854",7731475,1,2,0
"52855",7731476,1,2,0
"52856",7731477,1,2,0
"52857",7731479,1,2,1
"52858",7731481,1,2,0
"52859",7731482,1,2,0
"52860",7731483,1,2,0
"52861",7731485,1,2,0
"52862",7731487,1,2,0
"52863",7731489,1,2,0
"52864",7731490,1,2,0
"52865",7731491,1,2,0
"52866",7731492,1,2,0
"52867",7731493,1,2,0
"52868",7731494,1,2,0
"52869",7731495,1,2,0
"52870",7731496,1,2,0
"52871",7731497,1,2,0
"52872",7731498,1,2,0
"52873",7731499,1,2,0
"52874",7731500,1,2,0
"52875",7731501,1,2,0
"52876",7731502,1,2,0
"52877",7731503,1,2,0
"52878",7731504,1,2,1
"52879",7731505,1,2,0
"52880",7731506,1,2,0
"52881",7731508,1,1,0
"52882",7731509,1,2,0
"52883",7731510,1,3,0
"52884",7731512,1,2,1
"52885",7731513,1,2,0
"52886",7731514,1,2,1
"52887",7731515,1,2,0
"52888",7731516,1,2,1
"52889",7731517,1,2,0
"52890",7731518,1,2,1
"52891",7731521,1,1,0
"52892",7731522,1,1,0
"52893",7731523,1,2,0
"52894",7731524,1,2,1
"52895",7731525,1,4,0
"52896",7731528,1,1,0
"52897",7731530,1,3,0
"52898",7731531,1,2,0
"52899",7731534,1,2,1
"52900",7731535,1,2,1
"52901",7731536,1,1,1
"52902",7731537,1,3,1
"52903",7731538,1,1,1
"52904",7731539,1,1,0
"52905",7731540,1,1,1
"52906",7731541,1,1,0
"52907",7731542,1,1,1
"52908",7731543,1,2,2
"52909",7731544,1,2,0
"52910",7731546,1,2,0
"52911",7731547,1,2,0
"52912",7731548,1,2,0
"52913",7731550,1,1,0
"52914",7731551,1,1,1
"52915",7731552,1,2,1
"52916",7731553,1,1,1
"52917",7731555,1,2,2
"52918",7731556,1,3,0
"52919",7731557,1,2,1
"52920",7731558,1,2,1
"52921",7731559,1,2,1
"52922",7731560,1,2,1
"52923",7731561,1,2,1
"52924",7731563,1,3,1
"52925",7731564,1,2,0
"52926",7731565,1,2,1
"52927",7731567,1,2,1
"52928",7731568,1,2,1
"52929",7731569,1,2,0
"52930",7731570,1,2,1
"52931",7731571,1,2,1
"52932",7731572,1,2,1
"52933",7731573,1,2,1
"52934",7731574,1,2,1
"52935",7731575,1,2,1
"52936",7731577,1,2,1
"52937",7731578,1,2,0
"52938",7731579,1,3,0
"52939",7731581,1,2,0
"52940",7731582,1,2,1
"52941",7731583,1,2,1
"52942",7731584,1,2,0
"52943",7731585,1,1,1
"52944",7731586,1,2,1
"52945",7731587,1,1,1
"52946",7731588,1,2,1
"52947",7731589,1,2,0
"52948",7731590,1,2,0
"52949",7731591,1,1,1
"52950",7731592,1,2,1
"52951",7731593,1,2,0
"52952",7731594,1,1,0
"52953",7731595,1,3,0
"52954",7731596,1,2,1
"52955",7731597,1,2,0
"52956",7731598,1,2,0
"52957",7731600,1,2,0
"52958",7731601,1,2,0
"52959",7731602,1,3,0
"52960",7731603,1,2,0
"52961",7731604,1,2,0
"52962",7731605,1,1,1
"52963",7731606,1,1,0
"52964",7731607,1,2,1
"52965",7731608,1,3,0
"52966",7731611,1,3,0
"52967",7731612,1,2,0
"52968",7731671,1,2,0
"52969",7731678,1,2,0
"52970",7731679,1,2,0
"52971",7731680,1,2,1
"52972",7731681,1,2,1
"52973",7731682,1,2,0
"52974",7731691,1,3,0
"52975",7731694,1,2,0
"52976",7731696,1,2,0
"52977",7731698,1,2,0
"52978",7731708,1,2,0
"52979",7731724,1,2,1
"52980",7731727,1,2,0
"52981",7731730,1,2,1
"52982",7731731,1,1,1
"52983",7731733,1,2,0
"52984",7731735,1,2,0
"52985",7731736,1,2,0
"52986",7731737,1,2,1
"52987",7731738,1,2,0
"52988",7731739,1,2,1
"52989",7731749,1,2,1
"52990",7731750,1,2,0
"52991",7731754,1,2,1
"52992",7731758,1,2,0
"52993",7731759,1,3,1
"52994",7731760,1,1,1
"52995",7731761,1,2,0
"52996",7731762,1,2,0
"52997",7731763,1,2,0
"52998",7731767,1,1,1
"52999",7731768,1,2,1
"53000",7731769,1,2,1
"53001",7731770,1,2,1
"53002",7731771,1,2,0
"53003",7732200,1,2,0
"53004",7732202,1,2,0
"53005",7732215,1,2,1
"53006",7732229,1,2,0
"53007",7732240,1,2,1
"53008",7732253,1,2,0
"53009",7732281,1,2,0
"53010",7732291,1,2,0
"53011",7732299,1,2,0
"53012",7732301,1,2,0
"53013",7732304,1,2,0
"53014",7732313,1,2,0
"53015",7732317,1,2,0
"53016",7732318,1,2,1
"53017",7732320,1,2,1
"53018",7732326,1,2,1
"53019",7732328,1,2,1
"53020",7732329,1,2,0
"53021",7732330,1,2,0
"53022",7732331,1,2,1
"53023",7732332,1,2,0
"53024",7732333,1,2,0
"53025",7732334,1,1,0
"53026",7732339,1,2,0
"53027",7732346,1,2,0
"53028",7732359,1,2,0
"53029",7732363,1,2,0
"53030",7732364,1,2,3
"53031",7732369,1,2,0
"53032",7732371,1,3,0
"53033",7732372,1,2,2
"53034",7732372,2,2,0
"53035",7732373,1,2,0
"53036",7732374,1,2,1
"53037",7732375,1,2,2
"53038",7732376,1,2,1
"53039",7732379,1,2,1
"53040",7732380,1,2,0
"53041",7732382,1,2,1
"53042",7732383,1,2,1
"53043",7732386,1,2,0
"53044",7732388,1,2,0
"53045",7732389,1,2,0
"53046",7732391,1,1,0
"53047",7732392,1,2,0
"53048",7732393,1,1,0
"53049",7732397,1,2,1
"53050",7732399,1,2,0
"53051",7732401,1,2,2
"53052",7732402,1,2,0
"53053",7732403,1,2,1
"53054",7732404,1,2,1
"53055",7732408,1,2,1
"53056",7732409,1,3,0
"53057",7732410,1,2,0
"53058",7732411,1,2,1
"53059",7732412,1,2,1
"53060",7732413,1,2,1
"53061",7732414,1,2,0
"53062",7732415,1,2,0
"53063",7732416,1,2,0
"53064",7732417,1,2,1
"53065",7732418,1,1,1
"53066",7732419,1,2,1
"53067",7732420,1,2,1
"53068",7732422,1,2,0
"53069",7732425,1,2,0
"53070",7732426,1,2,1
"53071",7732427,1,2,0
"53072",7732428,1,2,0
"53073",7732429,1,2,0
"53074",7732430,1,2,2
"53075",7732431,1,2,0
"53076",7732432,1,2,0
"53077",7732433,1,2,0
"53078",7732434,1,2,1
"53079",7732435,1,2,0
"53080",7732436,1,2,0
"53081",7732438,1,3,1
"53082",7732439,1,2,0
"53083",7732440,1,2,0
"53084",7732441,1,2,0
"53085",7732442,1,2,0
"53086",7732443,1,2,0
"53087",7732445,1,2,0
"53088",7732446,1,2,0
"53089",7732447,1,2,1
"53090",7732448,1,2,1
"53091",7732450,1,2,2
"53092",7732451,1,2,0
"53093",7732453,1,2,0
"53094",7732455,1,2,0
"53095",7732456,1,2,1
"53096",7732457,1,2,0
"53097",7732460,1,2,2
"53098",7732461,1,3,0
"53099",7732462,1,2,0
"53100",7732463,1,2,0
"53101",7732464,1,2,1
"53102",7732465,1,2,0
"53103",7732468,1,2,1
"53104",7732469,1,2,1
"53105",7732471,1,2,0
"53106",7732474,1,2,0
"53107",7732480,1,2,0
"53108",7732481,1,2,0
"53109",7732482,1,3,0
"53110",7732483,1,2,0
"53111",7732484,1,1,0
"53112",7732492,1,2,0
"53113",7732493,1,2,1
"53114",7732501,1,2,1
"53115",7732523,1,2,0
"53116",7732529,1,2,0
"53117",7732533,1,2,1
"53118",7732534,1,2,1
"53119",7732535,1,2,0
"53120",7732536,1,2,0
"53121",7732537,1,2,0
"53122",7732552,1,2,0
"53123",7732556,1,2,0
"53124",7732563,1,2,0
"53125",7732564,1,2,0
"53126",7732567,1,2,0
"53127",7732569,1,1,0
"53128",7732570,1,2,0
"53129",7732573,1,2,0
"53130",7732577,1,2,0
"53131",7732579,1,2,0
"53132",7732580,1,2,0
"53133",7732581,1,2,1
"53134",7732583,1,2,1
"53135",7732598,1,1,0
"53136",7732599,1,2,1
"53137",7732603,1,2,0
"53138",7732604,1,2,0
"53139",7732606,1,2,1
"53140",7732607,1,2,0
"53141",7732609,1,2,0
"53142",7732611,1,2,0
"53143",7732616,1,1,1
"53144",7732617,1,2,0
"53145",7732618,1,2,0
"53146",7732618,2,2,1
"53147",7732619,1,1,0
"53148",7732620,1,2,0
"53149",7732634,1,2,1
"53150",7732635,1,2,0
"53151",7732636,1,1,1
"53152",7732640,1,4,0
"53153",7732647,1,2,0
"53154",7732650,1,3,1
"53155",7732651,1,1,0
"53156",7732654,1,2,1
"53157",7732670,1,1,1
"53158",7732671,1,2,1
"53159",7732672,1,1,1
"53160",7732673,1,3,1
"53161",7732674,1,1,1
"53162",7732675,1,1,0
"53163",7732676,1,1,0
"53164",7732677,1,2,1
"53165",7732678,1,1,1
"53166",7732679,1,1,1
"53167",7732680,1,3,0
"53168",7732681,1,1,0
"53169",7732682,1,2,0
"53170",7732683,1,1,1
"53171",7732739,1,1,1
"53172",7732740,1,2,1
"53173",7732741,1,2,1
"53174",7732742,1,2,1
"53175",7732743,1,2,1
"53176",7732744,1,2,0
"53177",7732745,1,2,0
"53178",7732746,1,1,0
"53179",7732747,1,1,0
"53180",7732748,1,1,1
"53181",7732749,1,2,1
"53182",7732750,1,2,0
"53183",7732751,1,1,1
"53184",7732752,1,3,0
"53185",7732753,1,2,1
"53186",7732754,1,2,0
"53187",7732755,1,2,0
"53188",7732756,1,2,0
"53189",7732757,1,2,0
"53190",7732758,1,2,1
"53191",7732759,1,1,0
"53192",7732760,1,2,1
"53193",7732761,1,1,1
"53194",7732762,1,2,0
"53195",7732763,1,2,0
"53196",7732763,2,2,0
"53197",7732764,1,1,1
"53198",7732765,1,2,1
"53199",7732766,1,1,0
"53200",7732767,1,2,0
"53201",7732768,1,2,0
"53202",7732769,1,2,0
"53203",7732770,1,3,0
"53204",7732771,1,2,1
"53205",7732773,1,2,0
"53206",7732774,1,2,0
"53207",7732775,1,2,0
"53208",7732776,1,2,0
"53209",7732777,1,2,1
"53210",7732778,1,2,0
"53211",7732779,1,2,1
"53212",7732780,1,2,1
"53213",7732781,1,2,0
"53214",7732782,1,2,1
"53215",7732783,1,1,0
"53216",7732784,1,2,0
"53217",7732785,1,2,1
"53218",7732786,1,2,0
"53219",7732787,1,2,0
"53220",7732788,1,2,0
"53221",7732789,1,2,0
"53222",7732790,1,1,0
"53223",7732791,1,2,0
"53224",7732792,1,2,0
"53225",7732793,1,2,0
"53226",7732796,1,2,0
"53227",7732797,1,2,0
"53228",7732798,1,2,1
"53229",7732799,1,2,0
"53230",7732800,1,1,1
"53231",7732801,1,2,1
"53232",7732802,1,1,0
"53233",7732803,1,2,1
"53234",7732804,1,2,1
"53235",7732805,1,2,0
"53236",7732806,1,2,0
"53237",7732807,1,2,0
"53238",7732808,1,2,1
"53239",7732809,1,2,1
"53240",7732810,1,2,0
"53241",7732811,1,2,0
"53242",7732812,1,2,0
"53243",7732813,1,2,1
"53244",7732814,1,2,0
"53245",7732815,1,2,0
"53246",7732816,1,2,1
"53247",7732817,1,2,0
"53248",7732819,1,2,0
"53249",7732820,1,1,1
"53250",7732821,1,2,1
"53251",7732822,1,2,0
"53252",7732823,1,3,0
"53253",7732824,1,2,0
"53254",7732825,1,2,1
"53255",7732826,1,2,0
"53256",7732827,1,2,0
"53257",7732828,1,1,0
"53258",7732829,1,2,0
"53259",7732830,1,2,0
"53260",7732831,1,2,1
"53261",7732832,1,4,0
"53262",7732833,1,3,0
"53263",7732834,1,2,1
"53264",7732835,1,1,1
"53265",7732836,1,2,1
"53266",7732837,1,2,0
"53267",7732838,1,2,0
"53268",7732840,1,2,0
"53269",7732841,1,2,1
"53270",7732842,1,2,1
"53271",7732843,1,2,0
"53272",7732866,1,2,0
"53273",7732879,1,2,1
"53274",7732880,1,2,0
"53275",7732881,1,2,0
"53276",7732882,1,2,0
"53277",7732883,1,2,0
"53278",7732884,1,2,0
"53279",7732885,1,2,0
"53280",7732886,1,2,0
"53281",7732887,1,2,1
"53282",7732888,1,2,1
"53283",7732889,1,2,0
"53284",7732890,1,2,1
"53285",7732891,1,2,0
"53286",7732892,1,2,1
"53287",7732893,1,2,1
"53288",7732894,1,2,0
"53289",7732895,1,2,0
"53290",7732896,1,2,1
"53291",7732897,1,2,0
"53292",7732898,1,2,0
"53293",7732899,1,2,0
"53294",7732900,1,2,1
"53295",7732901,1,2,0
"53296",7732902,1,2,1
"53297",7732903,1,2,0
"53298",7732904,1,2,0
"53299",7732906,1,1,0
"53300",7732907,1,2,0
"53301",7732908,1,2,0
"53302",7732909,1,2,1
"53303",7732910,1,1,0
"53304",7732911,1,2,0
"53305",7732912,1,2,0
"53306",7732913,1,2,0
"53307",7732914,1,2,0
"53308",7732915,1,2,1
"53309",7732916,1,2,0
"53310",7732917,1,2,0
"53311",7732918,1,2,1
"53312",7732919,1,2,0
"53313",7732920,1,2,1
"53314",7732921,1,2,0
"53315",7732922,1,2,1
"53316",7732923,1,2,0
"53317",7732924,1,2,0
"53318",7732925,1,2,1
"53319",7732926,1,2,0
"53320",7732927,1,1,0
"53321",7732928,1,2,0
"53322",7732929,1,2,1
"53323",7732930,1,2,0
"53324",7732931,1,2,0
"53325",7732933,1,2,0
"53326",7732934,1,1,0
"53327",7732935,1,2,0
"53328",7732936,1,2,0
"53329",7732937,1,2,1
"53330",7732938,1,2,0
"53331",7732939,1,3,0
"53332",7732941,1,3,0
"53333",7732942,1,2,0
"53334",7732946,1,3,0
"53335",7732947,1,2,0
"53336",7732949,1,2,0
"53337",7732951,1,2,1
"53338",7732952,1,2,0
"53339",7732954,1,2,0
"53340",7732955,1,2,2
"53341",7732957,1,3,0
"53342",7732958,1,2,0
"53343",7732959,1,2,0
"53344",7732960,1,2,1
"53345",7732961,1,2,1
"53346",7732962,1,2,2
"53347",7732963,1,2,0
"53348",7732964,1,2,0
"53349",7732965,1,2,1
"53350",7732966,1,2,1
"53351",7732967,1,2,1
"53352",7732968,1,2,1
"53353",7732969,1,2,0
"53354",7732970,1,3,0
"53355",7732971,1,2,0
"53356",7732972,1,2,1
"53357",7732973,1,2,1
"53358",7732974,1,2,1
"53359",7732975,1,2,0
"53360",7732976,1,2,1
"53361",7732977,1,2,0
"53362",7732978,1,2,1
"53363",7732979,1,2,0
"53364",7732980,1,2,0
"53365",7732981,1,2,1
"53366",7732983,1,2,1
"53367",7732984,1,2,0
"53368",7732986,1,2,0
"53369",7732987,1,2,0
"53370",7732988,1,1,0
"53371",7732989,1,2,1
"53372",7732991,1,2,0
"53373",7732994,1,2,0
"53374",7732995,1,2,0
"53375",7732996,1,2,0
"53376",7732997,1,2,1
"53377",7732999,1,2,1
"53378",7733002,1,2,2
"53379",7733004,1,3,1
"53380",7733005,1,2,0
"53381",7733006,1,2,0
"53382",7733007,1,2,0
"53383",7733008,1,2,0
"53384",7733010,1,2,0
"53385",7733011,1,2,0
"53386",7733012,1,2,1
"53387",7733013,1,3,0
"53388",7733014,1,2,1
"53389",7733015,1,2,1
"53390",7733017,1,3,0
"53391",7733018,1,1,0
"53392",7733019,1,2,0
"53393",7733022,1,2,1
"53394",7733023,1,2,0
"53395",7733030,1,2,1
"53396",7733031,1,3,0
"53397",7733032,1,2,0
"53398",7733033,1,2,0
"53399",7733035,1,1,0
"53400",7733036,1,2,1
"53401",7733037,1,2,0
"53402",7733038,1,2,1
"53403",7733039,1,2,0
"53404",7733040,1,2,1
"53405",7733041,1,2,0
"53406",7733042,1,2,1
"53407",7733043,1,2,0
"53408",7733044,1,2,0
"53409",7733045,1,2,1
"53410",7733046,1,3,1
"53411",7733047,1,3,1
"53412",7733048,1,2,0
"53413",7733049,1,2,0
"53414",7733050,1,1,0
"53415",7733051,1,2,1
"53416",7733052,1,2,0
"53417",7733053,1,1,0
"53418",7733054,1,2,0
"53419",7733055,1,2,0
"53420",7733056,1,2,1
"53421",7733058,1,2,1
"53422",7733059,1,2,1
"53423",7733060,1,2,0
"53424",7733061,1,2,0
"53425",7733062,1,2,1
"53426",7733063,1,2,0
"53427",7733064,1,2,1
"53428",7733065,1,3,0
"53429",7733066,1,2,2
"53430",7733067,1,2,0
"53431",7733068,1,2,1
"53432",7733069,1,2,1
"53433",7733070,1,2,0
"53434",7733073,1,2,1
"53435",7733074,1,2,1
"53436",7733075,1,2,1
"53437",7733076,1,2,1
"53438",7733077,1,2,0
"53439",7733078,1,2,1
"53440",7733080,1,2,1
"53441",7733081,1,2,0
"53442",7733083,1,2,0
"53443",7733084,1,2,2
"53444",7733085,1,1,1
"53445",7733087,1,2,1
"53446",7733088,1,3,0
"53447",7733089,1,2,0
"53448",7733090,1,2,0
"53449",7733091,1,2,0
"53450",7733092,1,2,0
"53451",7733094,1,2,1
"53452",7733095,1,1,1
"53453",7733096,1,2,0
"53454",7733097,1,3,0
"53455",7733098,1,2,1
"53456",7733099,1,2,1
"53457",7733100,1,2,1
"53458",7733101,1,2,0
"53459",7733102,1,1,1
"53460",7733103,1,2,1
"53461",7733104,1,2,1
"53462",7733105,1,2,1
"53463",7733106,1,2,0
"53464",7733107,1,2,0
"53465",7733108,1,2,0
"53466",7733109,1,2,1
"53467",7733110,1,3,1
"53468",7733111,1,2,0
"53469",7733112,1,2,0
"53470",7733113,1,2,1
"53471",7733115,1,1,0
"53472",7733117,1,1,0
"53473",7733118,1,2,0
"53474",7733119,1,2,0
"53475",7733120,1,2,1
"53476",7733121,1,2,0
"53477",7733122,1,2,0
"53478",7733123,1,2,1
"53479",7733124,1,3,1
"53480",7733125,1,2,1
"53481",7733126,1,3,1
"53482",7733127,1,1,0
"53483",7733128,1,2,0
"53484",7733129,1,2,0
"53485",7733130,1,1,1
"53486",7733131,1,2,0
"53487",7733132,1,2,1
"53488",7733133,1,2,1
"53489",7733141,1,2,1
"53490",7733153,1,2,0
"53491",7733156,1,2,1
"53492",7733157,1,2,1
"53493",7733158,1,2,1
"53494",7733159,1,2,1
"53495",7733160,1,2,1
"53496",7733161,1,2,1
"53497",7733161,2,2,1
"53498",7733162,1,2,1
"53499",7733163,1,2,1
"53500",7733164,1,2,1
"53501",7733166,1,2,1
"53502",7733167,1,2,1
"53503",7733169,1,2,0
"53504",7733170,1,2,1
"53505",7733171,1,2,1
"53506",7733172,1,2,0
"53507",7733173,1,2,0
"53508",7733174,1,2,0
"53509",7733176,1,2,0
"53510",7733177,1,2,1
"53511",7733178,1,2,0
"53512",7733179,1,2,1
"53513",7733182,1,2,0
"53514",7733183,1,2,0
"53515",7733184,1,2,0
"53516",7733185,1,2,0
"53517",7733186,1,2,0
"53518",7733187,1,2,0
"53519",7733191,1,1,1
"53520",7733193,1,1,0
"53521",7733197,1,2,0
"53522",7733213,1,2,0
"53523",7733220,1,1,0
"53524",7733221,1,2,1
"53525",7733222,1,3,1
"53526",7733223,1,2,1
"53527",7733224,1,2,0
"53528",7733225,1,2,1
"53529",7733226,1,2,0
"53530",7733227,1,2,1
"53531",7733228,1,3,1
"53532",7733229,1,2,1
"53533",7733230,1,2,1
"53534",7733231,1,2,0
"53535",7733232,1,2,0
"53536",7733233,1,2,0
"53537",7733234,1,2,0
"53538",7733235,1,2,0
"53539",7733236,1,2,0
"53540",7733237,1,2,0
"53541",7733238,1,2,1
"53542",7733239,1,2,0
"53543",7733240,1,2,1
"53544",7733241,1,2,1
"53545",7733242,1,2,1
"53546",7733243,1,1,1
"53547",7733261,1,2,1
"53548",7733262,1,1,0
"53549",7733263,1,2,0
"53550",7733264,1,2,0
"53551",7733266,1,2,0
"53552",7733272,1,2,1
"53553",7733274,1,3,0
"53554",7733275,1,1,1
"53555",7733276,1,2,1
"53556",7733277,1,2,1
"53557",7733278,1,1,1
"53558",7733279,1,2,0
"53559",7733280,1,1,1
"53560",7733281,1,2,1
"53561",7733282,1,2,0
"53562",7733283,1,3,1
"53563",7733284,1,2,0
