"","DIRECTORIO","SECUENCIA_P","moda_estado","madres_jovenes"
"15307",7613623,1,2,0
"15308",7613624,1,2,2
"15309",7613625,1,1,0
"15310",7613626,1,2,0
"15311",7613627,1,2,0
"15312",7613628,1,2,0
"15313",7613629,1,2,1
"15314",7613630,1,2,0
"15315",7613631,1,2,0
"15316",7613632,1,2,1
"15317",7613633,1,2,0
"15318",7613634,1,3,1
"15319",7613635,1,2,0
"15320",7613636,1,2,0
"15321",7613637,1,2,1
"15322",7613638,1,2,0
"15323",7613639,1,2,0
"15324",7613640,1,1,0
"15325",7613641,1,2,0
"15326",7613642,1,2,1
"15327",7613643,1,2,1
"15328",7613644,1,2,0
"15329",7613645,1,2,0
"15330",7613646,1,2,0
"15331",7613647,1,2,1
"15332",7613648,1,2,0
"15333",7613649,1,2,0
"15334",7613650,1,2,1
"15335",7613651,1,2,1
"15336",7613652,1,2,0
"15337",7613653,1,2,1
"15338",7613654,1,2,0
"15339",7613657,1,2,1
"15340",7613658,1,2,1
"15341",7613659,1,2,0
"15342",7613660,1,2,1
"15343",7613661,1,2,0
"15344",7613663,1,2,1
"15345",7613664,1,2,0
"15346",7613665,1,2,0
"15347",7613666,1,2,0
"15348",7613667,1,2,0
"15349",7613668,1,2,1
"15350",7613669,1,2,1
"15351",7613670,1,2,1
"15352",7613671,1,3,1
"15353",7613672,1,1,0
"15354",7613673,1,2,1
"15355",7613674,1,2,1
"15356",7613675,1,3,0
"15357",7613676,1,2,1
"15358",7613677,1,2,0
"15359",7613678,1,2,0
"15360",7613679,1,2,1
"15361",7613680,1,1,1
"15362",7613681,1,2,1
"15363",7613682,1,2,1
"15364",7613683,1,1,1
"15365",7613684,1,3,0
"15366",7613685,1,2,0
"15367",7613686,1,1,1
"15368",7613687,1,2,1
"15369",7613688,1,2,0
"15370",7613689,1,2,0
"15371",7613690,1,2,0
"15372",7613691,1,2,0
"15373",7613692,1,2,1
"15374",7613693,1,2,1
"15375",7613694,1,1,0
"15376",7613695,1,2,0
"15377",7613697,1,3,0
"15378",7613703,1,2,0
"15379",7613705,1,2,0
"15380",7613706,1,2,0
"15381",7613707,1,2,0
"15382",7613708,1,4,0
"15383",7613709,1,2,0
"15384",7613710,1,2,1
"15385",7613711,1,2,0
"15386",7613712,1,2,1
"15387",7613713,1,2,0
"15388",7613714,1,1,1
"15389",7613715,1,2,1
"15390",7613716,1,2,0
"15391",7613717,1,2,0
"15392",7613718,1,2,0
"15393",7613719,1,2,0
"15394",7613720,1,1,1
"15395",7613723,1,2,0
"15396",7613724,1,2,0
"15397",7613725,1,2,0
"15398",7613726,1,2,0
"15399",7613727,1,2,1
"15400",7613728,1,1,1
"15401",7613730,1,2,0
"15402",7613731,1,2,1
"15403",7613732,1,2,0
"15404",7613734,1,2,0
"15405",7613735,1,2,0
"15406",7613736,1,2,1
"15407",7613737,1,2,1
"15408",7613738,1,2,1
"15409",7613739,1,2,0
"15410",7613740,1,1,0
"15411",7613741,1,2,1
"15412",7613742,1,2,0
"15413",7613743,1,1,0
"15414",7613745,1,2,0
"15415",7613746,1,2,1
"15416",7613747,1,2,0
"15417",7613748,1,1,2
"15418",7613749,1,2,0
"15419",7613750,1,1,1
"15420",7613751,1,2,0
"15421",7613752,1,2,0
"15422",7613753,1,2,0
"15423",7613754,1,2,0
"15424",7613756,1,2,1
"15425",7613757,1,2,1
"15426",7613759,1,2,1
"15427",7613760,1,1,0
"15428",7613761,1,2,1
"15429",7613764,1,2,0
"15430",7613766,1,2,0
"15431",7613768,1,3,0
"15432",7613769,1,2,0
"15433",7613770,1,2,1
"15434",7613773,1,2,0
"15435",7613776,1,2,1
"15436",7613777,1,2,1
"15437",7613779,1,2,0
"15438",7613780,1,3,0
"15439",7613781,1,2,0
"15440",7613782,1,2,1
"15441",7613783,1,2,0
"15442",7613784,1,2,0
"15443",7613786,1,2,0
"15444",7613787,1,2,0
"15445",7613788,1,2,0
"15446",7613789,1,2,0
"15447",7613790,1,2,1
"15448",7613791,1,2,0
"15449",7613792,1,2,1
"15450",7613793,1,2,0
"15451",7613794,1,2,0
"15452",7613796,1,2,1
"15453",7613797,1,2,1
"15454",7613798,1,2,1
"15455",7613799,1,2,0
"15456",7613801,1,2,0
"15457",7613802,1,2,0
"15458",7613803,1,2,0
"15459",7613804,1,2,0
"15460",7613805,1,2,1
"15461",7613806,1,2,0
"15462",7613807,1,2,0
"15463",7613808,1,2,0
"15464",7613809,1,2,1
"15465",7613810,1,2,1
"15466",7613811,1,2,1
"15467",7613812,1,2,0
"15468",7613813,1,2,0
"15469",7613814,1,2,1
"15470",7613815,1,2,0
"15471",7613816,1,2,0
"15472",7613817,1,2,0
"15473",7613818,1,2,1
"15474",7613819,1,2,0
"15475",7613820,1,2,1
"15476",7613821,1,2,1
"15477",7613822,1,2,1
"15478",7613823,1,2,2
"15479",7613824,1,2,0
"15480",7613825,1,2,0
"15481",7613826,1,3,0
"15482",7613827,1,2,0
"15483",7613828,1,2,0
"15484",7613829,1,2,1
"15485",7613830,1,2,0
"15486",7613831,1,2,0
"15487",7613832,1,3,0
"15488",7613833,1,2,1
"15489",7613834,1,2,0
"15490",7613835,1,3,0
"15491",7613836,1,2,0
"15492",7613837,1,2,0
"15493",7613838,1,3,1
"15494",7613839,1,2,1
"15495",7613840,1,2,1
"15496",7613841,1,2,1
"15497",7613842,1,2,0
"15498",7613843,1,2,0
"15499",7613844,1,2,0
"15500",7613845,1,2,0
"15501",7613846,1,2,0
"15502",7613847,1,4,0
"15503",7613848,1,2,1
"15504",7613849,1,2,0
"15505",7613850,1,2,0
"15506",7613851,1,2,0
"15507",7613852,1,2,2
"15508",7613853,1,2,1
"15509",7613854,1,2,1
"15510",7613855,1,2,0
"15511",7613856,1,3,0
"15512",7613857,1,2,1
"15513",7613858,1,2,0
"15514",7613859,1,2,0
"15515",7613860,1,2,1
"15516",7613861,1,2,0
"15517",7613862,1,2,1
"15518",7613863,1,2,0
"15519",7613864,1,2,1
"15520",7613865,1,2,1
"15521",7613866,1,2,0
"15522",7613867,1,2,0
"15523",7613868,1,2,0
"15524",7613869,1,2,0
"15525",7613870,1,2,0
"15526",7613871,1,3,1
"15527",7613872,1,2,0
"15528",7613873,1,2,0
"15529",7613874,1,2,0
"15530",7613875,1,2,1
"15531",7613876,1,2,0
"15532",7613877,1,2,0
"15533",7613878,1,2,0
"15534",7613879,1,2,0
"15535",7613880,1,2,0
"15536",7613881,1,2,0
"15537",7613882,1,2,0
"15538",7613883,1,2,1
"15539",7613884,1,3,1
"15540",7613885,1,2,1
"15541",7613886,1,2,0
"15542",7613887,1,2,0
"15543",7613888,1,1,0
"15544",7613889,1,3,1
"15545",7613890,1,2,0
"15546",7613891,1,2,1
"15547",7613892,1,2,1
"15548",7613893,1,2,1
"15549",7613894,1,2,1
"15550",7613895,1,3,0
"15551",7613896,1,2,1
"15552",7613897,1,2,0
"15553",7613898,1,3,0
"15554",7613899,1,2,1
"15555",7613900,1,2,0
"15556",7613901,1,2,0
"15557",7613902,1,2,1
"15558",7613903,1,2,0
"15559",7613904,1,2,0
"15560",7613905,1,3,0
"15561",7613906,1,2,2
"15562",7613907,1,2,1
"15563",7613908,1,3,0
"15564",7613909,1,3,0
"15565",7613910,1,2,0
"15566",7613911,1,2,2
"15567",7613912,1,2,0
"15568",7613913,1,2,0
"15569",7613914,1,2,1
"15570",7613915,1,2,0
"15571",7613916,1,2,0
"15572",7613917,1,3,0
"15573",7613918,1,2,1
"15574",7613919,1,2,0
"15575",7613920,1,2,0
"15576",7613921,1,2,1
"15577",7613922,1,2,1
"15578",7613923,1,3,1
"15579",7613924,1,2,1
"15580",7613925,1,2,0
"15581",7613926,1,2,0
"15582",7613927,1,2,0
"15583",7613928,1,2,0
"15584",7613929,1,2,1
"15585",7613930,1,2,0
"15586",7613933,1,2,1
"15587",7613934,1,2,0
"15588",7613936,1,2,1
"15589",7613937,1,2,0
"15590",7613938,1,2,1
"15591",7613939,1,2,0
"15592",7613940,1,3,0
"15593",7613941,1,2,0
"15594",7613942,1,2,0
"15595",7613943,1,2,0
"15596",7613944,1,2,0
"15597",7613945,1,2,0
"15598",7613946,1,3,0
"15599",7613947,1,3,1
"15600",7613948,1,2,0
"15601",7613949,1,2,0
"15602",7613950,1,2,1
"15603",7613951,1,2,0
"15604",7613952,1,2,1
"15605",7613953,1,2,0
"15606",7613957,1,2,1
"15607",7613958,1,2,1
"15608",7613959,1,2,2
"15609",7613960,1,1,0
"15610",7613961,1,2,1
"15611",7613962,1,1,0
"15612",7613963,1,1,0
"15613",7613964,1,2,0
"15614",7613965,1,2,0
"15615",7613966,1,1,0
"15616",7613967,1,2,0
"15617",7613969,1,1,0
"15618",7613969,2,1,1
"15619",7613969,3,1,1
"15620",7613970,1,3,1
"15621",7613971,1,2,0
"15622",7613972,1,2,0
"15623",7613973,1,2,0
"15624",7613974,1,2,0
"15625",7613975,1,2,1
"15626",7613976,1,2,0
"15627",7613977,1,2,0
"15628",7613978,1,2,0
"15629",7613979,1,2,1
"15630",7613980,1,2,1
"15631",7613981,1,2,1
"15632",7613982,1,2,0
"15633",7613983,1,2,0
"15634",7613984,1,2,0
"15635",7613985,1,2,1
"15636",7613986,1,2,0
"15637",7613990,1,1,0
"15638",7613991,1,2,0
"15639",7613992,1,2,1
"15640",7613993,1,2,0
"15641",7613994,1,3,0
"15642",7613996,1,2,0
"15643",7613997,1,2,1
"15644",7613998,1,3,1
"15645",7613999,1,2,0
"15646",7613999,2,1,0
"15647",7614000,1,2,0
"15648",7614001,1,2,1
"15649",7614002,1,2,2
"15650",7614003,1,2,1
"15651",7614004,1,3,1
"15652",7614005,1,1,1
"15653",7614006,1,2,1
"15654",7614007,1,2,1
"15655",7614008,1,2,1
"15656",7614009,1,1,0
"15657",7614010,1,2,0
"15658",7614011,1,2,0
"15659",7614012,1,2,0
"15660",7614013,1,3,0
"15661",7614014,1,2,0
"15662",7614015,1,2,1
"15663",7614016,1,3,0
"15664",7614017,1,2,0
"15665",7614018,1,2,1
"15666",7614019,1,3,1
"15667",7614020,1,2,1
"15668",7614021,1,3,1
"15669",7614022,1,2,2
"15670",7614023,1,2,0
"15671",7614025,1,2,0
"15672",7614026,1,2,1
"15673",7614029,1,1,0
"15674",7614030,1,2,2
"15675",7614031,1,2,1
"15676",7614032,1,3,0
"15677",7614033,1,2,1
"15678",7614035,1,2,0
"15679",7614036,1,1,0
"15680",7614037,1,1,1
"15681",7614039,1,2,0
"15682",7614040,1,1,0
"15683",7614041,1,2,0
"15684",7614042,1,2,0
"15685",7614044,1,3,0
"15686",7614046,1,1,1
"15687",7614047,1,2,0
"15688",7614048,1,2,0
"15689",7614049,1,1,0
"15690",7614050,1,2,1
"15691",7614051,1,3,0
"15692",7614053,1,2,0
"15693",7614054,1,2,0
"15694",7614055,1,3,0
"15695",7614056,1,2,0
"15696",7614057,1,1,0
"15697",7614058,1,1,0
"15698",7614059,1,2,0
"15699",7614060,1,2,0
"15700",7614061,1,2,0
"15701",7614062,1,2,0
"15702",7614063,1,2,1
"15703",7614064,1,2,0
"15704",7614066,1,2,0
"15705",7614067,1,2,0
"15706",7614068,1,2,0
"15707",7614070,1,2,0
"15708",7614071,1,2,0
"15709",7614072,1,2,0
"15710",7614073,1,2,0
"15711",7614074,1,3,0
"15712",7614075,1,1,0
"15713",7614076,1,2,0
"15714",7614077,1,3,0
"15715",7614078,1,2,0
"15716",7614080,1,1,0
"15717",7614081,1,2,0
"15718",7614082,1,1,0
"15719",7614083,1,2,0
"15720",7614084,1,2,1
"15721",7614085,1,2,1
"15722",7614086,1,2,1
"15723",7614087,1,2,1
"15724",7614088,1,2,1
"15725",7614089,1,3,0
"15726",7614090,1,1,1
"15727",7614091,1,2,0
"15728",7614092,1,3,1
"15729",7614093,1,1,0
"15730",7614097,1,1,0
"15731",7614098,1,1,0
"15732",7614099,1,1,0
"15733",7614100,1,1,1
"15734",7614102,1,1,1
"15735",7614103,1,1,0
"15736",7614104,1,1,0
"15737",7614105,1,1,0
"15738",7614106,1,1,0
"15739",7614107,1,1,0
"15740",7614108,1,1,0
"15741",7614110,1,2,0
"15742",7614111,1,1,1
"15743",7614112,1,2,0
"15744",7614113,1,2,0
"15745",7614114,1,2,0
"15746",7614115,1,1,0
"15747",7614116,1,1,0
"15748",7614117,1,2,1
"15749",7614118,1,2,0
"15750",7614119,1,2,0
"15751",7614120,1,1,0
"15752",7614121,1,1,2
"15753",7614122,1,2,1
"15754",7614123,1,3,1
"15755",7614124,1,3,1
"15756",7614125,1,3,1
"15757",7614126,1,2,0
"15758",7614127,1,2,2
"15759",7614128,1,2,1
"15760",7614129,1,2,2
"15761",7614130,1,2,1
"15762",7614131,1,3,0
"15763",7614132,1,1,0
"15764",7614134,1,3,0
"15765",7614136,1,2,0
"15766",7614137,1,2,1
"15767",7614139,1,2,0
"15768",7614140,1,2,1
"15769",7614141,1,2,0
"15770",7614142,1,2,0
"15771",7614143,1,2,0
"15772",7614144,1,1,0
"15773",7614145,1,1,0
"15774",7614146,1,2,0
"15775",7614148,1,1,0
"15776",7614149,1,2,0
"15777",7614150,1,2,0
"15778",7614151,1,1,1
"15779",7614152,1,2,0
"15780",7614153,1,2,1
"15781",7614154,1,1,1
"15782",7614155,1,2,1
"15783",7614156,1,2,0
"15784",7614157,1,1,0
"15785",7614158,1,2,0
"15786",7614159,1,1,1
"15787",7614160,1,2,0
"15788",7614161,1,1,0
"15789",7614162,1,3,1
"15790",7614163,1,1,1
"15791",7614164,1,2,0
"15792",7614165,1,2,0
"15793",7614166,1,1,1
"15794",7614168,1,2,0
"15795",7614169,1,2,0
"15796",7614170,1,2,0
"15797",7614171,1,2,0
"15798",7614172,1,1,0
"15799",7614173,1,2,0
"15800",7614174,1,2,0
"15801",7614175,1,1,1
"15802",7614176,1,3,1
"15803",7614177,1,2,0
"15804",7614179,1,3,0
"15805",7614180,1,2,0
"15806",7614181,1,1,0
"15807",7614182,1,1,0
"15808",7614183,1,1,0
"15809",7614184,1,2,0
"15810",7614185,1,1,1
"15811",7614186,1,2,1
"15812",7614187,1,3,0
"15813",7614188,1,2,0
"15814",7614189,1,2,0
"15815",7614190,1,2,0
"15816",7614191,1,1,1
"15817",7614192,1,2,0
"15818",7614193,1,2,0
"15819",7614194,1,2,1
"15820",7614195,1,3,1
"15821",7614196,1,2,0
"15822",7614197,1,2,1
"15823",7614198,1,2,0
"15824",7614199,1,2,0
"15825",7614201,1,1,0
"15826",7614202,1,2,2
"15827",7614203,1,1,0
"15828",7614203,2,1,0
"15829",7614204,1,2,1
"15830",7614206,1,1,0
"15831",7614207,1,2,1
"15832",7614208,1,2,0
"15833",7614209,1,2,0
"15834",7614210,1,2,0
"15835",7614211,1,1,0
"15836",7614212,1,1,0
"15837",7614213,1,1,1
"15838",7614214,1,1,1
"15839",7614215,1,1,0
"15840",7614218,1,2,0
"15841",7614220,1,2,0
"15842",7614221,1,2,0
"15843",7614221,2,2,0
"15844",7614222,1,1,0
"15845",7614223,1,2,0
"15846",7614224,1,1,0
"15847",7614225,1,2,1
"15848",7614226,1,2,0
"15849",7614228,1,2,1
"15850",7614229,1,2,1
"15851",7614230,1,1,0
"15852",7614231,1,1,1
"15853",7614232,1,2,0
"15854",7614233,1,2,0
"15855",7614234,1,2,1
"15856",7614235,1,1,1
"15857",7614239,1,2,0
"15858",7614240,1,2,1
"15859",7614241,1,3,0
"15860",7614242,1,3,0
"15861",7614246,1,2,0
"15862",7614248,1,1,0
"15863",7614250,1,1,0
"15864",7614251,1,2,0
"15865",7614252,1,2,0
"15866",7614254,1,1,1
"15867",7614256,1,2,0
"15868",7614258,1,2,1
"15869",7614259,1,2,0
"15870",7614260,1,1,0
"15871",7614261,1,1,0
"15872",7614262,1,2,1
"15873",7614263,1,1,0
"15874",7614264,1,2,0
"15875",7614265,1,1,1
"15876",7614267,1,2,1
"15877",7614268,1,1,0
"15878",7614269,1,2,0
"15879",7614273,1,2,0
"15880",7614274,1,2,0
"15881",7614275,1,1,0
"15882",7614276,1,1,0
"15883",7614277,1,1,1
"15884",7614278,1,2,0
"15885",7614279,1,1,0
"15886",7614280,1,2,1
"15887",7614282,1,2,0
"15888",7614286,1,1,0
"15889",7614287,1,2,0
"15890",7614288,1,2,0
"15891",7614289,1,2,0
"15892",7614290,1,2,1
"15893",7614291,1,2,0
"15894",7614292,1,2,0
"15895",7614294,1,2,1
"15896",7614295,1,2,1
"15897",7614296,1,3,0
"15898",7614297,1,1,1
"15899",7614298,1,1,0
"15900",7614299,1,2,0
"15901",7614300,1,2,0
"15902",7614301,1,3,0
"15903",7614302,1,2,0
"15904",7614305,1,2,0
"15905",7614306,1,2,0
"15906",7614307,1,3,1
"15907",7614308,1,2,1
"15908",7614309,1,2,0
"15909",7614311,1,2,0
"15910",7614312,1,3,1
"15911",7614315,1,2,2
"15912",7614316,1,2,0
"15913",7614317,1,2,0
"15914",7614320,1,2,0
"15915",7614321,1,2,1
"15916",7614323,1,1,1
"15917",7614323,2,2,0
"15918",7614324,1,2,0
"15919",7614325,1,2,0
"15920",7614327,1,3,0
"15921",7614328,1,3,1
"15922",7614329,1,2,0
"15923",7614330,1,3,1
"15924",7614335,1,2,2
"15925",7614337,1,2,1
"15926",7614338,1,2,1
"15927",7614340,1,2,0
"15928",7614342,1,2,1
"15929",7614343,1,2,0
"15930",7614344,1,2,0
"15931",7614345,1,2,0
"15932",7614346,1,2,0
"15933",7614347,1,1,1
"15934",7614348,1,2,0
"15935",7614349,1,2,0
"15936",7614350,1,1,0
"15937",7614352,1,1,0
"15938",7614353,1,2,1
"15939",7614354,1,2,0
"15940",7614355,1,2,0
"15941",7614356,1,2,1
"15942",7614357,1,2,1
"15943",7614358,1,2,1
"15944",7614358,2,2,1
"15945",7614359,1,2,0
"15946",7614360,1,2,0
"15947",7614362,1,2,1
"15948",7614363,1,2,1
"15949",7614364,1,2,1
"15950",7614365,1,2,1
"15951",7614366,1,2,0
"15952",7614367,1,2,0
"15953",7614368,1,2,0
"15954",7614369,1,2,1
"15955",7614370,1,2,1
"15956",7614371,1,2,0
"15957",7614372,1,2,1
"15958",7614373,1,1,0
"15959",7614374,1,2,0
"15960",7614376,1,3,1
"15961",7614378,1,2,1
"15962",7614379,1,2,0
"15963",7614384,1,2,0
"15964",7614385,1,1,1
"15965",7614387,1,2,0
"15966",7614388,1,2,0
"15967",7614389,1,2,0
"15968",7614390,1,2,1
"15969",7614390,2,2,0
"15970",7614392,1,3,1
"15971",7614393,1,2,0
"15972",7614394,1,2,0
"15973",7614395,1,1,0
"15974",7614396,1,3,1
"15975",7614397,1,2,0
"15976",7614398,1,1,0
"15977",7614399,1,3,0
"15978",7614400,1,2,0
"15979",7614401,1,2,0
"15980",7614402,1,2,1
"15981",7614403,1,2,0
"15982",7614404,1,2,1
"15983",7614405,1,3,0
"15984",7614406,1,1,0
"15985",7614407,1,2,0
"15986",7614409,1,2,0
"15987",7614411,1,2,1
"15988",7614412,1,2,0
"15989",7614414,1,3,0
"15990",7614416,1,2,0
"15991",7614417,1,2,0
"15992",7614418,1,1,0
"15993",7614419,1,2,0
"15994",7614421,1,2,0
"15995",7614422,1,2,0
"15996",7614423,1,1,1
"15997",7614424,1,2,0
"15998",7614425,1,2,1
"15999",7614427,1,2,0
"16000",7614428,1,1,1
"16001",7614429,1,1,0
"16002",7614430,1,2,0
"16003",7614431,1,2,0
"16004",7614432,1,2,1
"16005",7614433,1,1,0
"16006",7614434,1,2,0
"16007",7614435,1,3,0
"16008",7614436,1,1,0
"16009",7614437,1,2,0
"16010",7614438,1,1,1
"16011",7614440,1,1,0
"16012",7614442,1,2,1
"16013",7614443,1,2,0
"16014",7614444,1,1,0
"16015",7614445,1,1,0
"16016",7614446,1,1,0
"16017",7614447,1,2,0
"16018",7614448,1,3,1
"16019",7614449,1,2,0
"16020",7614450,1,2,0
"16021",7614451,1,1,0
"16022",7614452,1,1,0
"16023",7614453,1,2,0
"16024",7614454,1,2,0
"16025",7614455,1,2,1
"16026",7614456,1,2,1
"16027",7614457,1,2,2
"16028",7614458,1,2,0
"16029",7614459,1,2,0
"16030",7614460,1,2,0
"16031",7614461,1,2,1
"16032",7614462,1,1,0
"16033",7614463,1,2,0
"16034",7614464,1,3,1
"16035",7614465,1,2,0
"16036",7614466,1,2,0
"16037",7614468,1,1,1
"16038",7614469,1,2,2
"16039",7614470,1,3,0
"16040",7614471,1,2,1
"16041",7614472,1,2,0
"16042",7614473,1,2,1
"16043",7614474,1,2,0
"16044",7614475,1,2,0
"16045",7614476,1,2,1
"16046",7614477,1,2,0
"16047",7614478,1,2,0
"16048",7614479,1,1,1
"16049",7614480,1,2,0
"16050",7614481,1,2,0
"16051",7614482,1,3,1
"16052",7614483,1,3,1
"16053",7614484,1,2,0
"16054",7614485,1,1,1
"16055",7614486,1,2,1
"16056",7614487,1,2,0
"16057",7614488,1,1,0
"16058",7614489,1,2,0
"16059",7614490,1,2,1
"16060",7614491,1,2,0
"16061",7614492,1,2,1
"16062",7614493,1,3,1
"16063",7614494,1,1,0
"16064",7614496,1,2,1
"16065",7614497,1,2,0
"16066",7614498,1,3,0
"16067",7614499,1,2,1
"16068",7614500,1,3,0
"16069",7614501,1,3,0
"16070",7614502,1,1,0
"16071",7614503,1,3,2
"16072",7614504,1,2,1
"16073",7614506,1,3,1
"16074",7614508,1,1,0
"16075",7614509,1,3,0
"16076",7614510,1,2,0
"16077",7614511,1,1,1
"16078",7614512,1,2,0
"16079",7614513,1,2,0
"16080",7614514,1,2,0
"16081",7614515,1,1,1
"16082",7614519,1,4,0
"16083",7614520,1,3,0
"16084",7614523,1,3,1
"16085",7614524,1,2,1
"16086",7614525,1,2,0
"16087",7614527,1,3,0
"16088",7614529,1,2,0
"16089",7614530,1,2,0
"16090",7614531,1,2,1
"16091",7614533,1,4,1
"16092",7614534,1,3,1
"16093",7614535,1,2,0
"16094",7614536,1,2,1
"16095",7614537,1,2,1
"16096",7614538,1,2,2
"16097",7614539,1,2,0
"16098",7614540,1,2,1
"16099",7614541,1,2,0
"16100",7614542,1,2,1
"16101",7614553,1,2,1
"16102",7614554,1,3,0
"16103",7614555,1,2,0
"16104",7614556,1,4,0
"16105",7614557,1,3,1
"16106",7614558,1,2,0
"16107",7614559,1,1,0
"16108",7614560,1,2,1
"16109",7614561,1,2,1
"16110",7614562,1,3,1
"16111",7614563,1,1,1
"16112",7614564,1,2,1
"16113",7614565,1,3,0
"16114",7614566,1,3,0
"16115",7614567,1,3,0
"16116",7614568,1,2,1
"16117",7614569,1,1,0
"16118",7614570,1,2,0
"16119",7614571,1,1,1
"16120",7614572,1,2,1
"16121",7614573,1,2,1
"16122",7614575,1,2,1
"16123",7614576,1,2,0
"16124",7614578,1,1,1
"16125",7614579,1,2,2
"16126",7614580,1,2,1
"16127",7614581,1,2,1
"16128",7614582,1,2,1
"16129",7614584,1,2,1
"16130",7614585,1,2,1
"16131",7614586,1,1,0
"16132",7614588,1,2,1
"16133",7614589,1,2,1
"16134",7614590,1,2,0
"16135",7614591,1,2,0
"16136",7614593,1,2,0
"16137",7614594,1,2,0
"16138",7614595,1,2,0
"16139",7614596,1,2,0
"16140",7614597,1,2,1
"16141",7614598,1,2,1
"16142",7614600,1,2,1
"16143",7614601,1,2,0
"16144",7614602,1,2,1
"16145",7614603,1,2,0
"16146",7614604,1,2,0
"16147",7614605,1,3,1
"16148",7614606,1,2,0
"16149",7614612,1,1,0
"16150",7614613,1,2,1
"16151",7614614,1,3,0
"16152",7614615,1,2,0
"16153",7614616,1,2,1
"16154",7614617,1,2,1
"16155",7614618,1,2,0
"16156",7614619,1,1,1
"16157",7614620,1,2,0
"16158",7614621,1,2,0
"16159",7614622,1,1,0
"16160",7614623,1,2,1
"16161",7614624,1,2,0
"16162",7614625,1,2,1
"16163",7614627,1,2,1
"16164",7614628,1,2,1
"16165",7614629,1,3,1
"16166",7614630,1,2,1
"16167",7614631,1,1,0
"16168",7614632,1,2,0
"16169",7614633,1,2,1
"16170",7614634,1,2,0
"16171",7614635,1,1,1
"16172",7614636,1,2,0
"16173",7614637,1,2,2
"16174",7614638,1,2,0
"16175",7614639,1,2,0
"16176",7614640,1,2,0
"16177",7614642,1,1,0
"16178",7614643,1,3,0
"16179",7614644,1,2,0
"16180",7614645,1,2,0
"16181",7614647,1,2,1
"16182",7614648,1,2,0
"16183",7614649,1,2,1
"16184",7614651,1,2,0
"16185",7614653,1,2,1
"16186",7614654,1,2,0
"16187",7614655,1,2,0
"16188",7614656,1,2,1
"16189",7614657,1,2,1
"16190",7614658,1,2,1
"16191",7614659,1,2,0
"16192",7614660,1,1,0
"16193",7614664,1,2,1
"16194",7614665,1,2,0
"16195",7614667,1,2,0
"16196",7614670,1,2,0
"16197",7614672,1,2,0
"16198",7614673,1,2,0
"16199",7614674,1,2,0
"16200",7614675,1,2,1
"16201",7614677,1,1,0
"16202",7614678,1,2,0
"16203",7614679,1,2,0
"16204",7614680,1,2,0
"16205",7614681,1,2,0
"16206",7614682,1,2,1
"16207",7614683,1,2,1
"16208",7614684,1,2,0
"16209",7614685,1,1,0
"16210",7614686,1,2,1
"16211",7614687,1,3,1
"16212",7614688,1,1,1
"16213",7614689,1,1,1
"16214",7614690,1,1,0
"16215",7614691,1,1,2
"16216",7614692,1,1,0
"16217",7614693,1,1,0
"16218",7614694,1,2,0
"16219",7614695,1,2,0
"16220",7614696,1,2,1
"16221",7614697,1,1,0
"16222",7614698,1,2,0
"16223",7614699,1,1,0
"16224",7614700,1,2,0
"16225",7614701,1,1,0
"16226",7614702,1,2,0
"16227",7614703,1,3,1
"16228",7614704,1,1,0
"16229",7614705,1,3,0
"16230",7614706,1,2,1
"16231",7614707,1,2,1
"16232",7614708,1,1,0
"16233",7614709,1,2,1
"16234",7614710,1,2,0
"16235",7614711,1,1,0
"16236",7614712,1,2,0
"16237",7614713,1,3,1
"16238",7614714,1,2,2
"16239",7614715,1,2,0
"16240",7614716,1,3,0
"16241",7614717,1,1,0
"16242",7614718,1,2,1
"16243",7614719,1,2,0
"16244",7614720,1,2,0
"16245",7614721,1,2,0
"16246",7614754,1,1,1
"16247",7614755,1,2,0
"16248",7614756,1,2,1
"16249",7614757,1,3,0
"16250",7614758,1,1,0
"16251",7614759,1,1,0
"16252",7614760,1,2,0
"16253",7614761,1,1,0
"16254",7614762,1,1,0
"16255",7614763,1,1,2
"16256",7614764,1,1,0
"16257",7614765,1,1,0
"16258",7614766,1,2,0
"16259",7614767,1,2,0
"16260",7614768,1,1,0
"16261",7614769,1,1,0
"16262",7614770,1,2,0
"16263",7614771,1,1,0
"16264",7614772,1,2,0
"16265",7614773,1,1,0
"16266",7614774,1,2,1
"16267",7614775,1,1,0
"16268",7614777,1,1,0
"16269",7614778,1,3,0
"16270",7614779,1,2,0
"16271",7614780,1,2,0
"16272",7614781,1,2,0
"16273",7614782,1,3,0
"16274",7614783,1,2,0
"16275",7614784,1,1,0
"16276",7614785,1,1,1
"16277",7614786,1,1,0
"16278",7614787,1,2,0
"16279",7614789,1,1,1
"16280",7614790,1,2,0
"16281",7614791,1,1,1
"16282",7614792,1,2,0
"16283",7614793,1,1,0
"16284",7614804,1,2,0
"16285",7614805,1,3,1
"16286",7614806,1,2,0
"16287",7614807,1,2,0
"16288",7614810,1,3,0
"16289",7614812,1,4,1
"16290",7614813,1,1,0
"16291",7614815,1,2,1
"16292",7614816,1,2,1
"16293",7614819,1,2,1
"16294",7614820,1,1,1
"16295",7614821,1,2,1
"16296",7614822,1,2,1
"16297",7614823,1,2,1
"16298",7614824,1,2,1
"16299",7614825,1,2,1
"16300",7614826,1,2,1
"16301",7614827,1,3,1
"16302",7614828,1,1,0
"16303",7614829,1,1,0
