"","DIRECTORIO","SECUENCIA_P","CLASE","CANT_HOGARES_VIVIENDA","P2102","P1070","P4005","P4015","P4567","P8520S1A1","P8520S5","P8520S3","P8520S4"
"443",7567527,1,2,1,3,1,1,6,4,1,1,2,1
"444",7567530,1,2,1,3,1,1,4,4,1,1,2,1
"445",7567531,1,2,1,3,1,1,6,4,1,1,2,1
"446",7567532,1,2,1,3,1,1,6,4,8,2,2,2
"447",7567533,1,2,1,1,1,1,6,4,8,2,2,2
"448",7567534,1,2,1,1,1,5,7,4,NA,2,2,2
"449",7567535,1,2,1,1,1,1,6,4,NA,2,2,2
"450",7567536,1,2,1,1,1,5,6,4,8,2,2,2
"451",7567537,1,2,1,3,1,1,6,4,NA,2,2,2
"452",7567539,1,2,1,3,1,1,5,4,1,2,2,2
"453",7567540,1,2,1,3,1,1,6,4,0,2,2,2
"454",7567541,1,2,1,3,1,1,6,4,1,2,2,2
"455",7567542,1,2,1,4,1,1,6,3,1,1,1,1
"456",7567543,1,2,1,4,1,1,6,4,2,1,1,1
"457",7567544,1,2,1,4,1,1,6,4,1,1,1,1
"458",7567545,1,2,1,4,1,1,6,4,1,1,1,1
"459",7567546,1,2,1,4,1,5,6,4,1,1,1,1
"460",7567547,1,2,1,3,1,1,6,4,1,1,1,1
"461",7567548,1,2,1,4,1,1,6,4,1,1,1,1
"462",7567549,1,2,1,4,1,1,6,4,2,1,1,1
"463",7567550,1,2,1,4,1,1,6,4,2,1,1,1
"464",7567551,1,2,1,4,1,1,6,4,1,1,1,1
"465",7567553,1,2,1,4,1,1,6,4,2,1,1,1
"466",7567554,1,2,1,4,2,1,4,4,1,1,1,1
"467",7567555,1,2,1,1,1,1,4,4,1,2,2,2
"468",7567556,1,2,1,3,1,1,6,4,1,2,2,2
"469",7567557,1,2,1,3,1,1,6,4,1,2,2,2
"470",7567558,1,2,1,3,1,1,6,4,1,2,2,2
"471",7567559,1,2,1,3,1,5,7,4,NA,2,2,2
"472",7567560,1,1,1,4,1,1,6,4,1,1,1,1
"473",7567561,1,1,1,4,1,1,6,4,1,1,1,1
"474",7567562,1,1,1,4,1,1,6,4,1,1,1,1
"475",7567563,1,1,1,4,1,1,6,4,1,1,1,1
"476",7567564,1,1,1,4,2,1,4,4,1,1,1,1
"477",7567565,1,1,1,4,1,1,6,4,1,1,1,1
"478",7567566,1,1,1,4,1,1,6,4,1,1,1,1
"479",7567567,1,1,1,4,1,1,6,4,1,1,1,1
"480",7567569,1,1,1,4,1,1,6,4,1,1,1,1
"481",7567570,1,1,1,4,1,1,6,4,1,1,1,1
"482",7567572,1,1,1,4,1,1,4,4,1,1,1,1
"483",7567573,1,1,1,4,1,1,6,4,1,1,1,1
"484",7567574,1,1,1,4,1,1,4,3,2,1,1,1
"485",7567576,1,1,1,4,1,1,6,4,1,1,1,1
"486",7567577,1,1,1,4,1,1,6,4,1,1,1,1
"487",7567578,1,1,1,4,1,1,6,4,1,1,1,1
"488",7567579,1,1,1,4,2,1,6,4,1,1,1,1
"489",7567580,1,1,1,4,1,1,6,4,1,1,1,1
"490",7567581,1,1,1,4,1,1,6,4,1,1,1,1
"491",7567582,1,1,1,4,2,1,6,4,1,1,1,1
"492",7567583,1,1,1,4,1,1,4,4,1,1,1,1
"493",7567584,1,1,1,4,1,1,4,4,2,1,1,1
"494",7567585,1,1,1,3,2,1,6,4,1,1,1,1
"495",7567586,1,1,1,3,1,1,4,4,1,1,1,1
"496",7567587,1,1,1,3,1,1,6,4,1,1,1,1
"497",7567588,1,1,1,3,2,1,6,4,1,1,1,1
"498",7567589,1,1,1,3,1,1,6,4,1,1,1,1
"499",7567591,1,1,1,1,2,1,6,4,1,1,1,1
"500",7567592,1,1,1,3,1,1,6,4,1,1,1,1
"501",7567593,1,1,1,3,1,5,6,4,1,1,1,1
"502",7567594,1,1,1,3,1,1,6,4,1,1,1,1
"503",7567595,1,1,2,3,1,5,6,4,1,1,1,1
"504",7567596,1,1,1,3,1,5,7,4,1,1,1,1
"505",7567597,1,1,1,3,1,1,6,4,1,1,1,1
"506",7567598,1,1,1,1,1,1,4,4,1,1,1,1
"507",7567599,1,1,1,3,1,5,7,4,1,1,1,1
"508",7567601,1,1,1,3,1,1,7,4,1,1,1,1
"509",7567602,1,1,1,3,1,1,6,4,1,1,1,1
"510",7567603,1,1,1,3,1,1,6,4,1,1,1,1
"511",7567604,1,1,1,3,1,1,6,4,1,1,1,1
"512",7567607,1,1,1,3,1,1,6,4,1,1,1,1
"513",7567608,1,1,1,3,1,1,6,4,1,1,1,1
"514",7567609,1,1,1,4,1,1,4,3,2,1,1,1
"515",7567610,1,1,1,2,1,1,3,1,2,1,1,1
"516",7567612,1,1,1,4,1,1,4,4,2,1,1,1
"517",7567613,1,1,1,4,1,1,4,4,2,1,1,1
"518",7567615,1,1,1,4,1,1,4,4,2,1,1,1
"519",7567616,1,1,1,4,1,1,4,4,2,1,1,1
"520",7567617,1,1,1,2,1,1,4,1,2,1,1,1
"521",7567618,1,1,1,2,1,1,4,1,2,1,1,1
"522",7567619,1,1,1,4,3,1,4,1,2,1,1,1
"523",7567620,1,1,1,2,1,1,4,3,2,1,1,1
"524",7567624,1,1,1,4,2,1,4,1,2,1,1,1
"525",7567625,1,1,1,4,1,1,4,4,2,1,1,1
"526",7567629,1,1,1,2,1,1,6,4,2,1,1,1
"527",7567630,1,1,1,4,1,1,6,4,2,1,1,1
"528",7567631,1,1,1,2,1,1,6,4,2,1,1,1
"529",7567632,1,1,1,4,1,1,4,3,2,1,1,1
"530",7567633,1,1,1,2,1,1,4,4,2,1,1,1
"531",7567634,1,1,1,4,1,1,4,4,2,1,1,1
"532",7567635,1,1,1,1,1,1,6,4,0,1,1,2
"533",7567637,1,1,1,1,1,9,7,4,0,1,1,2
"534",7567639,1,1,1,1,1,9,6,4,0,1,1,2
"535",7567641,1,1,1,1,1,5,7,4,0,1,1,2
"536",7567643,1,1,1,1,1,1,6,4,0,1,1,2
"537",7567646,1,1,1,4,1,1,6,4,1,1,1,1
"538",7567647,1,1,1,4,1,1,6,4,2,1,1,1
"539",7567649,1,1,1,4,1,1,6,4,2,1,1,1
"540",7567650,1,1,1,4,1,1,6,4,2,1,1,1
"541",7567652,1,1,1,4,2,1,6,6,2,1,1,1
"542",7567653,1,1,1,4,1,1,4,4,2,1,1,1
"543",7567654,1,1,1,4,1,1,4,4,1,1,1,1
"544",7567655,1,1,1,4,1,1,6,4,2,1,1,1
"545",7567656,1,1,1,4,1,1,6,4,2,1,1,1
"546",7567657,1,1,1,4,1,1,6,4,2,1,1,1
"547",7567658,1,1,1,4,1,1,4,4,2,1,1,1
"548",7567659,1,1,1,3,2,1,4,4,2,1,1,1
"549",7567660,1,1,1,3,1,1,4,4,3,1,1,1
"550",7567661,1,1,1,3,1,1,6,4,1,1,1,1
"551",7567662,1,1,1,3,1,1,4,4,1,1,1,1
"552",7567663,1,1,1,3,2,1,4,4,2,1,1,1
"553",7567664,1,1,1,4,1,1,4,4,1,1,1,1
"554",7567665,1,1,1,4,1,1,6,4,1,1,1,1
"555",7567666,1,1,1,4,1,1,4,4,1,1,1,1
"556",7567667,1,1,1,4,1,3,6,4,2,1,1,1
"557",7567668,1,1,1,4,1,1,4,4,3,1,1,1
"558",7567669,1,1,1,4,1,1,4,3,3,1,1,1
"559",7567671,1,1,1,4,1,1,4,3,3,1,1,1
"560",7567672,1,1,1,4,1,1,4,5,3,1,1,1
"561",7567673,1,1,1,4,1,1,4,4,3,1,1,1
"562",7567674,1,1,1,4,1,1,4,5,3,1,1,1
"563",7567676,1,1,1,4,1,1,4,3,3,1,1,1
"564",7567677,1,1,1,4,1,1,4,5,3,1,1,1
"565",7567678,1,1,1,4,1,1,6,4,3,1,1,1
"566",7567680,1,1,1,4,1,1,4,3,3,1,1,1
"567",7567681,1,1,1,4,1,1,4,3,3,1,1,1
"568",7567682,1,1,1,4,1,1,4,4,3,1,1,1
"569",7567684,1,1,1,4,1,1,4,3,3,1,1,1
"570",7567685,1,1,1,4,1,1,4,1,3,1,1,1
"571",7567686,1,1,1,4,2,1,4,2,2,1,1,1
"572",7567687,1,1,1,4,2,1,6,3,2,1,1,1
"573",7567689,1,1,1,4,1,1,6,3,3,1,1,1
"574",7567690,1,1,1,1,2,1,4,3,3,1,1,1
"575",7567691,1,1,1,4,1,1,6,1,3,1,1,1
"576",7567693,1,1,1,4,1,1,4,5,2,1,1,1
"577",7567694,1,1,1,4,1,1,4,5,2,1,1,1
"578",7567696,1,1,1,4,1,1,4,4,2,1,1,1
"579",7567697,1,1,1,4,1,3,6,2,2,1,1,1
"580",7567698,1,1,1,4,1,1,4,4,3,1,1,1
"581",7567699,1,1,1,4,1,1,6,4,2,1,1,1
"582",7567702,1,1,1,4,2,1,6,4,2,1,1,1
"583",7567703,1,1,1,4,1,1,4,5,2,1,1,1
"584",7567704,1,1,1,4,1,1,6,5,2,1,1,1
"585",7567705,1,1,1,4,1,1,6,5,2,1,1,1
"586",7567706,1,1,1,4,1,1,4,4,2,1,1,1
"587",7567707,1,1,1,1,1,1,6,4,1,1,1,1
"588",7567708,1,1,1,3,1,1,6,4,1,1,1,1
"589",7567710,1,1,1,3,1,1,6,4,1,1,1,1
"590",7567711,1,1,1,3,1,1,6,4,1,1,1,1
"591",7567712,1,1,1,3,1,1,6,4,1,1,1,1
"592",7567713,1,1,1,3,1,1,6,4,1,1,1,1
"593",7567714,1,1,1,4,1,3,6,4,2,1,1,1
"594",7567716,1,1,1,4,1,1,4,4,2,1,1,1
"595",7567717,1,1,1,4,1,1,4,4,2,1,1,1
"596",7567720,1,1,1,4,2,1,6,4,2,1,1,1
"597",7567722,1,1,1,3,1,1,4,1,1,1,1,1
"598",7567723,1,1,1,4,1,1,6,4,2,1,1,1
"599",7567724,1,1,1,4,1,1,4,1,2,1,1,1
"600",7567725,1,1,1,4,2,1,4,3,2,1,1,1
"601",7567726,1,1,1,4,1,1,6,4,2,1,1,1
"602",7567727,1,1,1,4,1,1,4,4,2,1,1,1
"603",7567728,1,1,1,4,2,1,4,4,2,1,1,1
"604",7567729,1,1,1,4,2,1,4,3,2,1,1,1
"605",7567730,1,1,1,4,1,1,4,1,2,1,1,1
"606",7567733,1,1,1,4,2,1,4,1,1,1,1,1
"607",7567734,1,1,1,4,2,1,4,1,1,1,1,1
"608",7567735,1,1,1,4,2,1,4,1,1,1,1,1
"609",7567736,1,1,1,4,2,1,4,1,4,1,1,1
"610",7567737,1,1,1,4,2,1,4,3,4,1,1,1
"611",7567738,1,1,1,4,2,1,1,1,4,1,1,1
"612",7567739,1,1,1,4,2,1,4,1,1,1,1,1
"613",7567741,1,1,1,4,2,1,4,1,4,1,1,1
"614",7567742,1,1,1,4,2,1,6,1,1,1,1,1
"615",7567743,1,1,1,4,2,1,4,1,1,1,1,1
"616",7567744,1,1,1,4,2,1,4,1,4,1,1,1
"617",7567745,1,1,1,2,2,1,4,1,1,1,1,1
"618",7567746,1,1,1,4,2,1,4,1,1,1,1,1
"619",7567747,1,1,1,4,2,1,4,1,1,1,1,1
"620",7567749,1,1,1,4,1,1,4,1,3,1,1,1
"621",7567751,1,1,1,4,1,1,4,1,3,1,1,1
"622",7567754,1,2,1,3,1,1,4,2,1,1,2,2
"623",7567755,1,2,1,3,1,1,6,3,1,1,2,1
"624",7567756,1,2,1,3,1,1,4,3,2,1,2,1
"625",7567757,1,2,1,3,1,1,4,2,2,1,2,2
"626",7567758,1,2,1,3,1,1,4,3,2,1,2,1
"627",7567759,1,2,1,3,1,1,4,2,2,1,1,1
"628",7567760,1,2,1,3,1,1,4,3,2,1,2,2
"629",7567761,1,2,1,3,1,1,6,1,1,1,2,2
"630",7567762,1,2,1,3,1,1,4,3,1,1,2,2
"631",7567763,1,2,1,3,1,1,4,3,1,1,2,2
"632",7567765,1,2,1,3,1,1,4,3,1,1,2,2
"633",7567766,1,2,1,3,1,1,6,3,1,1,2,2
"634",7567767,1,2,1,1,1,1,6,2,2,1,2,2
"635",7567768,1,2,1,3,1,1,4,3,1,1,1,2
"636",7567769,1,2,1,3,1,1,4,3,1,1,2,2
"637",7567770,1,2,1,3,1,1,4,1,1,1,1,1
"638",7567771,1,2,1,3,1,1,4,3,1,1,1,1
"639",7567772,1,2,1,3,1,1,4,3,1,1,1,1
"640",7567773,1,2,1,3,1,1,4,1,2,1,1,1
"641",7567774,1,2,1,3,1,1,6,2,1,2,2,2
"642",7567775,1,2,1,3,1,1,6,2,1,2,2,2
"643",7567776,1,2,1,3,1,1,7,2,1,2,2,2
"644",7567777,1,2,1,3,1,1,6,2,1,2,2,2
"645",7567778,1,2,1,3,1,1,6,2,1,2,2,2
"646",7567780,1,2,1,3,1,1,6,3,1,2,2,2
"647",7567781,1,2,1,3,1,1,6,3,2,2,2,2
"648",7567782,1,2,1,3,1,1,6,3,1,2,2,2
"649",7567783,1,2,1,3,1,1,6,3,NA,2,2,2
"650",7567784,1,2,1,3,1,2,7,2,1,1,2,2
"651",7567785,1,2,1,3,1,1,6,2,1,1,2,2
"652",7567786,1,2,1,3,1,1,6,7,1,1,2,2
"653",7567787,1,2,1,3,1,2,6,4,1,1,2,2
"654",7567788,1,2,1,3,1,1,7,1,1,1,2,2
"655",7567789,1,2,1,3,1,2,6,2,1,1,2,2
"656",7567790,1,2,1,3,1,1,4,3,2,1,2,2
"657",7567791,1,2,1,1,1,1,4,3,2,1,2,2
"658",7567793,1,2,1,1,1,1,6,3,2,1,2,2
"659",7567794,1,2,1,1,1,1,4,3,2,1,2,2
"660",7567795,1,2,1,1,1,1,6,1,2,1,2,2
"661",7567796,1,2,1,1,1,1,6,3,2,1,2,2
"662",7567797,1,2,1,3,1,1,4,1,2,1,2,2
"663",7567798,1,2,1,1,1,2,7,2,2,2,2,2
"664",7567800,1,2,1,1,1,1,6,3,2,1,2,2
"665",7567801,1,2,1,4,1,2,7,4,2,1,2,2
"666",7567802,1,2,1,1,1,1,7,3,2,1,2,2
"667",7567803,1,2,1,1,1,1,6,4,2,1,2,2
"668",7567804,1,2,1,3,1,2,6,3,2,1,2,2
"669",7567805,1,2,1,1,1,1,6,4,2,1,2,2
"670",7567806,1,2,1,1,1,1,4,3,2,1,2,2
"671",7567807,1,2,1,3,1,1,6,3,2,1,2,2
"672",7567808,1,2,1,1,1,2,7,2,0,1,2,2
"673",7567809,1,2,1,1,1,1,6,3,2,1,2,2
"674",7567810,1,2,1,1,1,1,6,3,2,2,2,2
"675",7567811,1,2,1,1,1,2,7,2,2,1,2,2
"676",7567812,1,2,1,1,1,1,7,3,2,1,2,2
"677",7567813,1,2,1,1,1,2,6,2,2,1,2,2
"678",7567814,1,2,1,1,1,1,6,3,2,1,2,2
"679",7567815,1,2,1,1,1,2,6,3,2,1,2,2
"680",7567816,1,2,1,1,1,2,7,2,2,1,2,2
"681",7567818,1,2,1,1,1,1,6,3,2,1,2,2
"682",7567819,1,2,1,3,1,1,6,3,2,1,2,2
"683",7567820,1,2,1,3,1,2,6,3,2,1,2,2
"684",7567821,1,2,1,1,1,1,4,3,2,1,2,2
"685",7567823,1,2,1,4,1,1,4,3,2,1,2,2
"686",7567824,1,2,1,1,1,1,6,4,2,1,2,2
"687",7567825,1,2,1,1,1,1,6,1,2,1,2,2
"688",7567826,1,2,1,3,1,1,6,3,2,1,2,2
"689",7567827,1,2,1,1,1,2,7,3,2,1,2,2
"690",7567828,1,2,1,1,1,3,7,4,2,1,2,2
"691",7567829,1,2,1,1,1,2,6,3,2,1,2,2
"692",7567830,1,2,1,3,2,1,4,2,2,1,2,2
"693",7567832,1,2,1,1,1,1,6,3,NA,2,2,2
"694",7567833,1,1,1,4,1,1,4,3,2,1,1,1
"695",7567834,1,1,1,4,2,1,4,1,3,1,1,1
"696",7567835,1,1,1,4,2,1,4,1,2,1,1,1
"697",7567836,1,1,1,4,2,1,4,1,3,1,1,1
"698",7567837,1,1,1,4,1,1,6,3,1,1,1,1
"699",7567838,1,1,1,4,1,2,6,7,1,1,1,1
"700",7567839,1,1,1,4,1,1,6,4,1,1,1,1
"701",7567840,1,1,1,4,1,1,4,3,1,1,1,1
"702",7567841,1,1,1,4,2,1,4,3,1,1,1,1
"703",7567842,1,1,1,4,2,1,4,3,1,1,1,1
"704",7567843,1,1,1,4,1,1,6,3,1,1,1,1
"705",7567844,1,1,1,3,2,1,4,4,1,1,1,1
"706",7567845,1,1,1,4,1,1,6,4,1,1,1,1
"707",7567846,1,1,1,1,1,1,6,4,1,1,1,1
"708",7567847,1,1,2,1,1,1,6,4,1,1,1,1
"709",7567848,1,1,1,1,1,1,6,4,1,1,1,1
"710",7567849,1,1,1,1,1,1,6,4,1,1,1,1
"711",7567850,1,1,1,1,1,1,6,4,1,1,1,1
"712",7567851,1,1,1,4,1,1,7,4,1,1,1,1
"713",7567852,1,1,1,3,1,5,6,4,1,2,1,1
"714",7567853,1,1,1,4,3,1,6,4,1,1,1,1
"715",7567854,1,1,1,4,2,1,4,1,2,1,1,1
"716",7567855,1,1,1,4,2,1,4,1,2,1,1,1
"717",7567857,1,1,1,2,1,1,6,3,2,1,1,1
"718",7567858,1,1,1,4,1,1,6,2,3,1,1,1
"719",7567859,1,1,1,2,1,5,6,4,2,1,1,1
"720",7567860,1,1,1,2,1,1,4,3,1,1,1,1
"721",7567862,1,1,1,4,1,1,4,2,3,1,1,1
"722",7567863,1,1,1,4,1,1,4,2,3,1,1,1
"723",7567864,1,1,1,4,1,1,4,1,2,1,1,1
"724",7567865,1,1,1,2,1,1,4,3,1,1,1,1
"725",7567866,1,1,1,4,1,1,4,2,3,1,1,1
"726",7567869,1,1,1,2,1,1,6,3,2,1,1,1
"727",7567870,1,1,1,4,1,1,4,2,2,1,1,1
"728",7567871,1,1,1,4,1,1,4,4,2,1,1,1
"729",7567872,1,1,1,2,1,1,4,4,2,1,1,1
"730",7567873,1,1,1,4,1,1,4,2,2,1,1,1
"731",7567874,1,1,1,2,1,1,6,3,2,1,1,1
"732",7567875,1,1,1,4,1,1,4,2,2,1,1,1
"733",7567877,1,1,1,2,3,1,4,1,3,1,1,1
"734",7567878,1,1,1,2,3,1,4,1,2,1,1,1
"735",7567879,1,1,1,4,1,1,6,4,2,1,1,1
"736",7567880,1,1,1,4,1,1,6,3,2,1,1,1
"737",7567881,1,1,1,2,1,1,4,3,2,1,1,1
"738",7567882,1,1,1,4,2,1,4,3,2,1,1,1
"739",7567883,1,1,1,2,1,1,4,3,3,1,1,1
"740",7567884,1,1,1,2,1,1,4,2,2,1,1,1
"741",7567885,1,1,1,1,1,1,6,4,1,1,1,1
"742",7567887,1,1,1,4,1,1,4,3,2,1,1,1
"743",7567888,1,1,1,3,1,1,6,4,2,1,1,1
"744",7567889,1,1,1,3,1,1,4,4,2,1,1,1
"745",7567890,1,1,1,3,1,1,6,4,2,1,1,1
"746",7567891,1,1,1,4,1,1,6,4,2,1,1,1
"747",7567892,1,1,1,4,1,1,6,1,2,1,1,1
"748",7567893,1,1,1,3,1,1,6,4,2,1,1,1
"749",7567894,1,1,1,4,1,1,6,4,2,1,1,1
"750",7567895,1,1,1,4,1,1,4,4,2,1,1,1
"751",7567896,1,1,1,3,1,1,4,3,1,1,1,1
"752",7567897,1,1,1,3,1,1,6,4,1,1,1,1
"753",7567898,1,1,1,3,1,5,7,4,1,1,1,1
"754",7567899,1,1,1,4,1,1,4,4,1,1,1,1
"755",7567900,1,1,1,3,1,1,6,4,1,1,1,1
"756",7567901,1,1,1,3,1,1,4,4,1,1,1,1
"757",7567902,1,1,1,3,1,1,6,4,2,1,1,1
"758",7567903,1,1,1,4,1,1,6,3,2,1,1,1
"759",7567904,1,1,1,3,1,1,4,3,2,1,1,1
"760",7567905,1,1,1,3,1,1,4,4,2,1,1,1
"761",7567906,1,1,1,3,1,1,4,3,2,1,1,1
"762",7567907,1,2,1,4,1,1,6,3,2,2,2,1
"763",7567908,1,2,1,4,2,1,6,3,2,2,2,1
"764",7567909,1,2,1,4,1,1,6,4,2,2,2,1
"765",7567910,1,2,1,3,1,1,4,3,2,2,2,1
"766",7567911,1,2,1,4,3,1,4,4,2,2,2,1
"767",7567912,1,2,1,4,1,1,4,3,2,2,2,1
"768",7567913,1,2,1,1,1,1,6,4,2,2,2,1
"769",7567914,1,2,1,3,1,1,4,4,2,2,2,1
"770",7567915,1,2,1,3,1,1,4,4,2,2,2,1
"771",7567916,1,2,1,3,1,1,6,4,2,2,2,1
"772",7567917,1,1,1,4,2,1,4,1,4,1,1,1
"773",7567918,1,1,1,4,2,1,4,1,4,1,1,1
"774",7567921,1,1,1,2,1,1,4,1,4,1,1,1
"775",7567923,1,1,1,2,1,1,3,1,4,1,1,1
"776",7567924,1,1,1,4,1,1,4,1,4,1,1,1
"777",7567925,1,1,1,4,2,1,4,1,4,1,1,1
"778",7567927,1,1,1,4,2,1,4,1,4,1,1,1
"779",7567928,1,1,1,4,2,1,4,1,4,1,1,1
"780",7567930,1,1,1,4,2,1,4,1,3,1,1,1
"781",7567931,1,1,1,4,2,1,4,3,4,1,1,1
"782",7567933,1,1,1,4,1,1,4,2,4,1,1,1
"783",7567934,1,1,1,2,1,1,4,1,4,1,1,1
"784",7567935,1,1,1,4,2,1,4,1,4,1,1,1
"785",7567938,1,1,1,2,2,1,4,1,4,1,1,1
"786",7567939,1,1,1,4,2,1,4,1,3,1,1,1
"787",7567940,1,1,1,4,2,1,4,1,4,1,1,1
"788",7567941,1,1,1,4,1,1,4,1,4,1,1,1
"789",7567942,1,1,1,4,3,1,4,3,2,1,1,1
"790",7567943,1,1,1,4,3,1,4,3,2,1,1,1
"791",7567944,1,1,1,2,2,1,4,1,3,1,1,1
"792",7567945,1,1,1,4,3,1,4,1,2,1,1,1
"793",7567946,1,1,1,4,2,1,4,1,2,1,1,1
"794",7567948,1,1,1,4,2,1,4,1,4,1,1,1
"795",7567949,1,1,1,2,2,1,4,1,3,1,1,1
"796",7567950,1,1,1,4,3,1,5,3,2,1,1,1
"797",7567952,1,1,1,4,1,1,6,3,2,1,1,1
"798",7567953,1,1,1,4,1,1,4,3,2,1,1,1
"799",7567954,1,1,1,4,1,1,6,3,2,1,1,1
"800",7567955,1,1,1,4,1,1,6,2,2,1,1,1
"801",7567956,1,1,1,4,2,1,4,1,4,1,1,1
"802",7567957,1,1,1,4,1,1,4,2,2,1,1,1
"803",7567958,1,1,1,4,2,1,4,1,4,1,1,1
"804",7567959,1,1,1,4,2,1,4,3,2,1,1,1
"805",7567960,1,1,1,4,2,1,3,1,4,1,1,1
"806",7567961,1,1,1,4,2,1,4,1,4,1,1,1
"807",7567962,1,1,1,2,1,1,4,2,4,1,1,1
"808",7567963,1,1,1,4,2,1,4,1,4,1,1,1
"809",7567964,1,1,1,4,2,1,4,1,4,1,1,1
"810",7567965,1,1,1,4,2,1,4,1,4,1,1,1
"811",7567966,1,1,1,4,2,1,1,1,3,1,1,1
"812",7567967,1,1,1,4,2,1,4,1,3,1,1,1
"813",7567968,1,1,1,4,2,1,4,1,5,1,1,1
"814",7567971,1,1,1,4,2,1,4,1,4,1,1,1
"815",7567975,1,1,1,4,2,1,4,3,3,1,1,1
"816",7567976,1,1,1,4,2,1,4,1,4,1,1,1
"817",7567977,1,1,1,2,2,1,4,1,6,1,1,1
"818",7567978,1,1,1,2,2,1,4,1,6,1,1,1
"819",7567979,1,2,1,4,1,1,4,3,3,1,1,1
"820",7567980,1,2,1,4,1,1,3,3,2,1,1,1
"821",7567982,1,2,1,4,1,1,4,3,3,1,1,1
"822",7567983,1,2,1,4,1,1,6,3,3,1,1,1
"823",7567984,1,2,1,4,1,1,4,3,3,1,1,1
"824",7567985,1,2,1,4,2,1,4,1,3,1,1,1
"825",7567986,1,2,1,4,2,1,4,1,2,1,1,1
"826",7567987,1,2,1,4,1,1,4,3,3,1,1,1
"827",7567988,1,2,1,4,1,1,4,1,3,1,1,1
"828",7567989,1,2,1,3,1,1,4,1,2,1,1,1
"829",7567990,1,2,1,3,1,1,4,1,2,1,1,1
"830",7567991,1,2,1,3,1,1,6,3,2,1,1,1
"831",7567992,1,2,1,3,1,1,4,1,1,1,1,1
"832",7567993,1,2,1,3,1,1,7,3,2,1,1,1
"833",7567994,1,2,1,3,1,1,4,1,1,1,1,1
"834",7567995,1,2,1,3,1,1,4,1,1,1,1,1
"835",7567996,1,2,1,3,2,1,4,3,2,1,1,1
"836",7567997,1,1,1,4,1,1,4,2,2,1,1,1
"837",7567998,1,1,2,4,1,1,4,2,2,1,1,1
"838",7567999,1,1,1,4,1,4,6,2,2,1,1,1
"839",7568000,1,1,2,4,1,1,4,2,2,1,1,1
"840",7568001,1,1,1,4,2,1,4,1,2,1,1,1
"841",7568002,1,1,1,4,2,1,4,1,2,1,1,1
"842",7568003,1,1,1,4,1,1,6,2,2,1,1,1
"843",7568004,1,1,1,4,1,1,4,2,2,1,1,1
"844",7568005,1,1,1,4,2,1,4,1,2,1,1,1
"845",7568006,1,1,1,4,2,1,4,1,2,1,1,1
"846",7568007,1,1,1,4,1,1,4,2,2,1,1,1
"847",7568008,1,1,1,4,1,1,4,1,2,1,1,1
"848",7568009,1,1,1,4,2,1,4,1,2,1,1,1
"849",7568010,1,1,1,4,1,3,4,2,2,1,1,1
"850",7568011,1,1,1,4,1,1,4,3,2,1,1,1
"851",7568012,1,1,1,4,1,1,4,2,2,1,1,1
"852",7568013,1,1,1,4,1,3,4,2,2,1,1,1
"853",7568014,1,1,1,4,1,1,4,2,2,1,1,1
"854",7568016,1,1,1,4,1,1,4,2,2,1,1,1
"855",7568017,1,1,1,4,1,1,4,2,2,1,1,1
"856",7568018,1,1,1,4,1,1,4,2,2,1,1,1
"857",7568020,1,1,1,4,1,1,4,1,2,1,1,1
"858",7568022,1,1,1,4,1,1,4,2,3,1,1,1
"859",7568023,1,1,1,4,2,1,4,1,2,1,1,1
"860",7568024,1,1,1,4,1,1,3,3,2,1,1,1
"861",7568025,1,1,1,4,1,1,4,2,2,1,1,1
"862",7568027,1,1,1,4,1,1,4,1,4,1,1,1
"863",7568029,1,1,1,2,1,1,4,3,2,1,1,1
"864",7568030,1,1,1,4,1,1,4,1,2,1,1,1
"865",7568031,1,1,1,4,1,1,4,2,3,1,1,1
"866",7568032,1,1,1,4,1,1,4,1,4,1,1,1
"867",7568033,1,1,1,2,1,1,4,3,2,1,1,1
"868",7568034,1,1,1,2,1,1,4,1,2,1,1,1
"869",7568035,1,1,1,4,1,1,6,3,2,1,1,1
"870",7568036,1,1,1,4,1,1,4,3,3,1,1,1
"871",7568037,1,1,1,4,2,1,4,1,4,1,1,1
"872",7568038,1,1,1,2,2,1,4,4,2,1,1,1
"873",7568039,1,1,1,2,1,1,4,1,2,1,1,1
"874",7568040,1,2,1,1,1,1,5,4,9,2,2,1
"875",7568041,1,2,1,1,1,1,4,3,3,2,2,1
"876",7568042,1,2,1,1,1,1,4,4,3,2,2,1
"877",7568043,1,2,1,1,1,5,4,4,3,2,2,1
"878",7568044,1,2,1,1,1,1,5,1,3,2,2,1
"879",7568046,1,2,1,1,1,1,4,4,2,2,2,1
"880",7568047,1,2,1,1,1,1,4,4,2,2,2,1
"881",7568058,1,1,1,4,2,1,4,1,2,1,1,1
"882",7568059,1,1,1,2,2,1,4,1,2,1,1,1
"883",7568060,1,1,1,4,2,1,4,1,2,1,1,1
"884",7568062,1,1,1,2,2,1,4,1,2,1,1,1
"885",7568063,1,1,1,4,1,1,4,1,2,1,1,1
"886",7568064,1,1,1,4,2,1,2,1,5,1,1,1
"887",7568065,1,1,1,4,2,1,4,1,2,1,1,1
"888",7568066,1,1,1,2,2,1,4,1,2,1,1,1
"889",7568067,1,1,1,2,2,1,4,1,2,1,1,1
"890",7568069,1,1,1,4,1,1,4,1,2,1,1,1
