DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P784S4A3;P784S4A4
7754082;1;1;1;221.54887141;1;380000
7754090;1;1;1;124.24762112;1;588000
7754093;1;1;1;208.09284656;1;380000
7754099;1;1;1;55.412474087;1;380000
7754111;1;1;1;102.56255665;1;228000
7754122;1;1;1;76.498490469;1;304000
7754123;1;1;1;49.861815073;1;250000
7754132;1;1;1;86.527551975;1;380000
7754134;1;1;1;132.38036764;1;375000
7754139;1;1;1;109.20854642;1;304000
7754145;1;1;1;90.790197436;1;900000
7754185;1;1;1;130.98947421;1;1600000
7754217;1;1;1;196.72763845;1;560000
7754222;1;1;1;154.28878859;1;370000
7754234;1;1;1;139.70844565;1;150000
7754252;1;1;1;210.22903402;1;560000
7754271;1;1;1;58.25413657;1;150000
7754278;1;1;1;45.098490286;1;360000
7754287;1;1;1;69.284140606;1;450000
7754344;1;1;1;249.73266817;1;152000
7754371;1;1;1;310.71501178;1;225000
7754405;1;1;1;42.408585275;1;2500000
7754408;1;1;1;105.77333617;1;420000
7754409;1;1;1;92.153583981;1;840000
7754413;1;1;1;84.687996697;1;420000
7754421;1;1;1;44.065239062;1;750000
7754458;1;1;1;50.15777215;1;500000
7754517;1;1;1;58.623024119;1;225000
7754521;1;1;1;1811.7358954;1;600000
7754555;1;1;1;1805.4462256;2;250000
7754609;1;1;1;1195.2539479;1;300000
7754611;1;1;1;1246.5504866;1;600000
7754617;1;1;1;940.88002608;5;200000
7754641;1;1;1;11.155160548;1;120000
7754655;1;1;1;22.007846537;1;500000
7754683;1;1;1;16.8536552;1;3600000
7754686;1;1;1;11.155160548;1;3600000
7754688;1;1;1;14.623327143;1;2000000
7754701;1;1;1;6.7457447021;1;1800000
7754714;1;1;1;7.0701195105;1;3000000
7754719;1;1;1;5.5019616344;1;950000
7754754;1;1;1;16.625250268;1;500000
7754799;1;1;1;21.515138071;1;1800000
7754803;1;1;1;19.559216428;1;700000
7754805;1;1;1;17.929281726;1;3600000
7754819;1;1;1;33.776721016;1;900000
7754829;1;1;1;38.572509648;1;680000
7754836;1;1;1;126.3142218;1;375000
7754837;1;1;1;24.2911965;1;912000
7754841;1;1;1;24.2911965;1;400000
7754842;1;1;1;24.2911965;1;900000
7754843;1;1;1;24.2911965;1;420000
7754844;1;1;1;24.2911965;1;800000
7754845;1;1;1;24.2911965;1;900000
7754853;1;1;1;75.161422954;1;912000
7754866;1;1;1;45.687030372;1;912000
7754877;1;1;1;154.63254835;1;304000
7754907;1;1;1;104.61948017;1;300000
7755146;1;1;1;84.709043188;1;150000
7755147;1;1;1;80.868426984;1;152000
7755153;1;1;1;70.879320638;1;300000
7755167;1;1;1;78.970248113;1;456000
7755192;1;1;1;44.839815954;1;304000
7755203;1;1;1;81.756325955;1;304000
7755212;1;1;1;84.767834498;1;912000
7755214;1;1;1;226.71061218;1;225000
7755224;1;1;1;38.225524268;1;750000
7755294;1;1;1;173.05234751;1;960000
7755403;1;1;1;166.54247311;1;456000
7755479;1;1;1;401.04492047;1;76000
7755505;1;1;1;216.32233401;1;1200000
7755510;1;1;1;250.90538833;1;480000
7755528;1;1;1;115.71713339;1;250000
7755707;1;1;1;41.186068441;1;500000
7755718;1;1;1;98.209138921;1;450000
7755727;1;1;1;24.752425448;1;960000
7755816;1;1;1;44.965619548;1;240000
7755897;1;1;1;264.34828264;1;608000
7755944;1;1;1;882.1279487;1;800000
7755967;1;1;1;21.612967034;1;228000
7756009;1;1;1;184.50570227;1;76000
7756066;1;1;1;82.221122567;1;420000
7756069;1;1;1;110.41114462;1;306000
7756142;1;1;1;100.37660597;1;350000
7756172;1;1;1;129.97889146;1;1200000
7756179;1;1;1;126.34069346;1;480000
7756211;1;1;1;257.36947184;1;40000
7756214;1;1;1;92.534503416;1;500000
7756233;1;1;1;82.798494148;1;800000
7756317;1;1;1;81.134548264;1;1920000
7756328;1;1;1;48.093479652;1;228000
7756555;1;1;1;125.2140363;2;99
7756612;1;1;1;358.63228038;2;140000
7756651;1;1;1;8.6790061476;1;150000
7756710;1;1;1;42.199353417;1;600000
7756764;1;1;1;1355.260618;1;80000
7756836;1;1;1;359.4505516;1;230000
7756867;1;1;1;105.27069003;1;220000
7756871;1;1;1;183.44663743;1;456000
7756875;1;1;1;166.72957294;1;225000
7756890;1;1;1;166.72957294;1;912000
7757006;1;1;1;149.86612592;1;1920000
7757016;1;1;1;457.90382539;1;1940000
7757018;1;1;1;319.64908835;1;1940000
7757019;1;1;1;336.5970376;1;420000
7757030;1;1;1;216.29166863;1;1920000
7757041;1;1;1;387.01489144;1;1920000
7757043;1;1;1;410.53002;1;450000
7757048;1;1;1;427.41994467;2;912000
7757052;1;1;1;259.91081774;1;450000
7757056;1;1;1;294.87044104;1;450000
7757069;1;1;1;357.17625153;1;940000
7757069;2;1;2;357.17625153;1;450000
7757071;1;1;1;388.23276886;1;1940000
7757131;1;1;1;199.57639357;1;456000
7757134;1;1;1;273.61377392;1;304000
7757138;1;1;1;174.2245028;1;380000
7757141;1;1;1;269.15987573;1;308000
7757147;1;1;1;269.15987573;1;304000
7757150;1;1;1;215.71153318;1;760000
7757165;1;1;1;197.98792408;1;380000
7757187;1;1;1;393.79194569;1;456000
7757189;1;1;1;180.59752662;1;456000
7757193;1;1;1;307.25421417;1;456000
7757196;1;1;1;137.26655314;1;456000
7757199;1;1;1;243.28909529;1;456000
7757205;1;1;1;354.41275112;1;456000
7757207;1;1;1;277.50288114;1;456000
7757216;1;1;1;165.62696668;1;456000
7757219;1;1;1;177.3619829;1;456000
7757224;1;1;1;167.25295776;1;456000
7757228;1;1;1;393.79194569;1;456000
7757270;1;1;1;266.97691619;1;912000
7757283;1;1;1;131.49837924;1;912000
7757304;1;1;1;115.54994787;1;912000
7757306;1;1;1;217.05467833;1;912000
7757404;1;1;1;172.37730045;1;3600000
7757408;1;1;1;314.39076699;1;150000
7757411;1;1;1;273.68318213;1;150000
7757412;1;1;1;210.80404107;1;210000
7757418;1;1;1;297.62285635;1;210000
7757434;1;1;1;27.394019158;1;456000
7757436;1;1;1;16.508034569;1;456000
7757442;1;1;1;29.188346754;1;522000
7757446;1;1;1;18.342260632;1;456000
7757447;1;1;1;19.515790908;1;456000
7757451;1;1;1;36.645288334;1;456000
7757452;1;1;1;48.923856194;1;456000
7757454;1;1;1;33.893567582;1;456000
7757460;1;1;1;38.937853259;1;456000
7757696;1;1;1;14.213943683;1;1560000
7757859;1;1;1;14.805005202;1;1740000
7757944;1;1;1;10.985801095;1;456000
7757946;1;1;1;10.765507322;1;450000
7757965;1;1;1;10.765507322;1;350000
7758143;1;1;1;143.922114;1;360000
7758224;1;1;1;138.89000512;1;900000
7758312;1;1;1;735.32624394;1;1000000
7758319;1;1;1;323.05328527;1;600000
7758412;1;1;1;279.83755993;1;600000
7758501;1;1;1;85.290221013;1;800000
7758526;1;1;1;20.321099249;1;375000
7758859;1;1;1;188.24612805;1;456000
7758875;1;1;1;193.17512037;1;840000
7758875;2;1;2;193.17512037;2;1200000
7758883;1;1;1;219.81728973;1;200000
7758884;1;1;1;223.28948335;1;7600010
7758886;1;1;1;223.28948335;1;750004
7758931;1;1;1;109.87900506;3;1800000
7758933;1;1;1;94.063189431;3;1600000
7758938;1;1;1;76.715266998;2;1200000
7758940;1;1;1;79.986432526;2;1200000
7758941;1;1;1;75.915949378;2;1200000
7758944;1;1;1;93.563986718;2;1200000
7758950;1;1;1;119.90908382;2;1200000
7759037;1;1;1;139.96338237;1;912000
7759042;1;1;1;124.7681143;1;912000
7759061;1;1;1;18.966064713;1;960000
7759149;1;1;1;160.65561323;1;912000
7759185;1;1;1;310.2791056;1;912000
7759259;1;1;1;222.94491965;3;900000
7759268;1;1;1;320.72514851;1;300000
7759275;1;1;1;111.07905604;1;600000
7759277;1;1;1;216.49279651;1;600000
7759278;1;1;1;116.98504339;1;240000
7759282;1;1;1;122.50274155;1;600000
7759311;1;1;1;346.07346668;1;225000
7759369;1;1;1;36.590540965;1;1920000
7759370;1;1;1;43.246551275;1;1920000
7759385;1;1;1;43.800291706;1;1920000
7759444;1;1;1;110.94149742;1;1000000
7759567;1;1;1;8.4747123876;1;960000
7759581;1;1;1;141.51002224;1;160000
7759693;1;1;1;122.08334984;1;70000
7759865;1;1;1;908.86315827;1;456000
7759866;1;1;1;961.70400407;1;600000
7759876;1;1;1;191.14845443;1;450000
7759881;1;1;1;348.03383896;1;912000
7759885;1;1;1;423.7699556;1;2400000
7759886;1;1;1;402.09969016;1;912000
7759887;1;1;1;303.99565114;1;225000
7759941;1;1;1;65.908795168;1;400000
7759945;1;1;1;109.3713967;1;420000
7759948;1;1;1;85.36380858;1;456000
7759969;1;1;1;73.643515018;1;580000
7759970;1;1;1;48.680821404;1;608000
7760000;1;1;1;49.509112341;1;456000
7760009;1;1;1;78.784680225;1;560000
7760016;1;1;1;105.57904572;3;1070000
7760016;2;1;2;105.57904572;1;150000
7760213;1;1;1;32.050981109;2;900000
7760225;1;1;1;8.9938977603;1;960000
7760353;1;1;1;4.9585433325;2;99
7760501;1;1;1;7.0920646714;1;304000
7760511;1;1;1;12.892351844;1;350000
7760526;1;1;1;17.320336825;1;210000
7760702;1;1;1;7.9421297466;1;375000
7760910;1;1;1;238.79645844;1;304000
7760915;1;1;1;379.40173617;1;152000
7760937;1;1;1;57.356032752;1;50000
7760946;1;1;1;47.21325044;1;480000
7761002;1;1;1;15.498221571;1;2400000
7761017;1;1;1;21.283746639;1;320000
7761018;1;1;1;16.614505817;1;815000
7761178;1;1;1;23.388976451;1;304000
7761191;1;1;1;31.57684475;1;76000
7761194;1;1;1;53.627563446;1;912000
7761196;1;1;1;53.510283396;1;912000
7761198;1;1;1;49.553033456;1;912000
7761199;1;1;1;43.948355335;1;450000
7761214;1;1;1;83.664035267;1;1940000
7761217;1;1;1;96.706778064;1;225000
7761226;1;1;1;61.909042434;1;150000
7761235;1;1;1;63.442898894;1;75000
7761248;1;1;1;96.909496507;1;300000
7761253;1;1;1;69.787188784;1;150000
7761257;1;1;1;65.131709773;1;450000
7761260;1;1;1;68.239813686;1;304000
7761262;1;1;1;81.804025791;1;304000
7761273;1;1;1;166.15211916;1;480000
7761280;1;1;1;212.89708179;1;228000
7761295;1;1;1;131.39621516;1;200000
7761304;1;1;1;180.44900137;1;225000
7761310;1;1;1;163.49621892;1;225000
7761315;1;1;1;174.91391286;1;225000
7761319;1;1;1;146.96313663;1;225000
7761355;1;1;1;121.64251782;1;300000
7761469;1;1;1;490.31567604;1;456000
7761667;1;1;1;232.80972002;1;3500000
7762147;1;1;1;66.836126126;1;1920000
7762190;1;1;1;30.220552868;1;900000
7762266;1;1;1;152.4687112;1;79000
7762337;1;1;1;160.29544128;1;1920000
7762367;1;1;1;54.912857161;1;456000
7762382;1;1;1;37.867714261;1;218000
7762414;1;1;1;27.293583973;1;210000
7762555;1;1;1;57.440191439;1;1712000
7762677;1;1;1;45.883850692;1;720000
7762705;1;1;1;16.817325805;1;480000
7762779;1;1;1;98.710390478;1;450000
7762884;1;1;1;55.290867067;3;1500000
7762930;1;1;1;76.960546908;1;450000
7762944;1;1;1;43.325872871;1;99
7762952;1;1;1;24.229997816;1;912000
7762994;1;1;1;24.229997816;1;456000
7763050;1;1;1;142.91356758;1;420000
7763178;1;1;1;1425.1359132;1;420000
7763205;1;2;1;1594.8684882;1;9000000
7763229;1;1;1;1563.1063904;1;1000000
7763236;1;1;1;1307.9889046;1;60000
7763592;1;1;1;5.5649436301;1;840000
7763598;1;1;1;17.942831033;1;99
7763682;1;1;1;265.0917408;2;500000
7763760;1;1;1;19.459351381;1;1600000
7763906;1;1;1;98.982628527;1;360000
7763919;1;1;1;56.780584053;1;3000000
7764206;1;1;1;200.72384941;1;912000
7764240;1;1;1;188.96389605;1;304000
7764249;1;1;1;202.34777509;1;76000
7764255;1;1;1;188.68268274;1;300000
7764328;1;1;1;71.236994614;1;360000
7764340;1;1;1;66.076603254;1;304000
7764342;1;1;1;39.199907608;1;300000
7764383;1;1;1;123.49582979;1;456000
7764493;1;1;1;307.48394319;1;304000
7766355;1;1;1;13.124223062;1;99
7766357;1;1;1;11.1076223;1;99
7766383;1;1;1;13.124223062;1;99
7766619;1;1;1;118.41238264;1;225000
7766746;1;1;1;44.149225161;1;228000
7767296;1;1;1;83.016954826;1;912000
7767533;1;1;1;6.9025841654;1;304000
7767554;1;1;1;12.774780102;1;900000
7767882;1;1;1;91.879976406;1;360000
7767922;1;1;1;52.963598723;1;900000
7767935;1;1;1;48.210151835;1;2080000
7767977;1;1;1;54.771405347;1;302000
7768122;1;1;1;25.135662297;1;550000
7768130;1;1;1;33.50644069;1;500000
7768132;1;1;1;27.724399559;1;700000
7768318;1;1;1;182.58973732;1;304000
7768400;1;1;1;46.527259983;1;1083600
7768416;1;1;1;69.101595808;1;1200000
7768453;1;1;1;27.477901498;3;99
7768499;1;1;1;41.875949718;1;90000
7768815;1;1;1;76.561306859;1;140000
7769013;1;1;1;39.855301672;1;420000
7769300;1;1;1;70.295615829;1;700000
7769494;1;1;1;594.49687647;1;1200000
7769515;1;1;1;490.76256347;1;800000
7769655;1;1;1;119.562449;1;450000
7769663;1;1;1;21.942594755;1;225000
7769683;1;1;1;90.994725337;1;300000
7769719;1;1;1;124.50726402;1;450000
7769724;1;1;1;98.90363441;1;350000
7769739;1;1;1;201.66449239;1;300000
7769743;1;1;1;192.01361759;1;120000
7769746;1;1;1;231.90941732;1;300000
7769779;1;1;1;134.27489744;1;250000
7769782;1;1;1;184.43615901;1;450000
7769784;1;2;1;40.949095025;3;900000
7769786;1;1;1;27.843886768;2;600000
7769795;1;1;1;23.830240347;1;99
7769809;1;1;1;31.244860497;1;300000
7769810;1;1;1;23.830240347;1;300000
7769813;1;1;1;55.649893483;1;600000
7769815;1;1;1;55.850102317;1;210000
7769815;2;1;2;55.850102317;1;300000
7769822;1;1;1;23.328129839;1;300000
7769835;1;1;1;171.11358398;2;450000
7769848;1;1;1;195.85339454;1;70000
7769849;1;1;1;144.56174025;1;4200000
7769860;1;1;1;199.53477089;1;300000
7769890;1;1;1;147.67411833;1;300000
7769939;1;1;1;301.64540256;1;1500000
7769945;1;1;1;319.14907622;1;1590000
7769993;1;1;1;119.61694677;1;600000
7770221;1;1;1;5.928294988;1;800000
7770222;1;1;1;23.713179952;1;800000
7770277;1;1;1;21.630201718;1;70000
7770327;1;1;1;14.262050724;1;452000
7770531;1;1;1;5.6417444829;1;960000
7770856;1;1;1;14.529974395;1;450000
7770880;1;1;1;25.373513971;1;228000
7770897;1;1;1;9.6365222228;1;380000
7770901;1;1;1;8.0410526727;1;400000
7770912;1;1;1;15.297060912;1;304000
7770913;1;1;1;24.091616909;1;152000
7770947;1;1;1;35.913392371;1;156000
7771011;1;1;1;54.020816426;1;380000
7771538;1;1;1;59.524990299;1;2000000
7771556;1;1;1;193.99781957;1;1440000
7771558;1;1;1;251.59645459;1;1600000
7771563;1;1;1;18.156401611;1;960000
7771605;1;1;1;202.95558739;1;450000
7772964;1;1;1;20.597196769;1;480000
7773011;1;1;1;59.315536198;1;900000
7773049;1;1;1;51.128973488;3;100000
7773102;1;1;1;33.281810707;1;1920000
7773105;1;1;1;98.363539112;2;480000
7773127;1;1;1;53.876583728;1;228000
7773132;1;1;1;22.355349798;1;228000
7773145;1;1;1;18.916065214;1;228000
7773170;1;1;1;81.969615926;1;228000
7773194;1;1;1;29.76829048;1;99
7773228;1;1;1;92.251471695;1;294000
7773268;1;1;1;31.462259663;2;500000
7773276;1;1;1;31.462259663;1;150000
7773290;1;1;1;76.698030008;1;600000
7773292;1;1;1;127.55312655;1;900000
7773304;1;1;1;43.80710791;1;250000
7773325;1;1;1;30.391942672;1;600000
7773328;1;1;1;109.88198614;1;912000
7773363;1;1;1;46.147627443;1;456000
7773663;1;1;1;195.69254102;1;480000
7773810;1;1;1;6.5973707068;1;456000
7773990;1;1;1;9.5845484247;1;1600000
7773995;1;1;1;12.50348769;1;1800000
7774266;1;1;1;109.97217979;1;450000
7774566;1;1;1;197.18616524;1;456000
7774596;1;1;1;136.66001104;1;360000
7774822;1;1;1;54.156050611;1;76000
7774937;1;1;1;285.69101344;1;225000
7775036;1;1;1;52.503730776;1;444000
7775120;1;1;1;46.720778103;2;1140000
7775169;1;1;1;81.205453569;2;624000
7775203;1;1;1;18.89232985;1;450000
7775255;1;1;1;108.06412674;1;900000
7775282;1;1;1;34.249899108;1;900000
7775291;1;1;1;16.625250268;1;900000
7775306;1;1;1;20.781562835;1;900000
7775313;1;1;1;15.11386388;1;900000
7775330;1;1;1;20.781562835;1;600000
7775356;1;1;1;20.781562835;1;6000000
7775413;1;1;1;34.452964816;1;240000
7775453;1;1;1;254.61895917;1;304000
7775573;1;1;1;18.851322004;1;15400000
7775630;1;1;1;234.07191161;1;76000
7775641;1;1;1;226.64588357;1;990000
7775660;1;1;1;150.31397348;1;800000
7776158;1;1;1;6.5410165529;1;250000
7776376;1;1;1;2.9167901956;1;480000
7776501;1;1;1;223.17037951;1;225000
7776510;1;1;1;220.60685794;2;1512000
7776885;1;1;1;84.436352919;2;1200000
7776909;1;1;1;20.319880559;1;150000
7777054;1;1;1;16.876098008;1;560000
7777082;1;1;1;57.25973741;1;290000
7777153;1;1;1;46.217321376;1;280000
7777174;1;1;1;126.30846234;1;420000
7777186;1;1;1;85.275547511;1;420000
7777270;1;1;1;35.32707529;1;450000
7777276;1;1;1;14.07818097;1;450000
7777283;1;1;1;13.99585133;1;720000
7777307;1;1;1;17.878887503;1;860000
7777380;1;1;1;33.995961946;1;960000
7777466;1;1;1;19.441125648;1;760000
7777467;1;1;1;22.285365893;1;750000
7777475;1;1;1;26.706952171;1;750000
7777476;1;1;1;18.600748113;1;760000
7777694;1;1;1;26.621674358;1;380000
7777755;1;1;1;10.517467995;1;840000
7778002;1;1;1;8.4334811749;1;450000
7778060;1;1;1;117.56260864;2;1824000
7778075;1;1;1;53.572491269;1;160000
7778079;1;1;1;53.691622464;1;380000
7778083;1;1;1;46.466633456;1;380000
7778207;1;1;1;273.131048;2;228000
7778304;1;1;1;347.68623294;1;450000
7778540;1;1;1;126.34069346;1;900000
7778668;1;1;1;276.37128758;1;350000
7778719;1;1;1;228.13756842;1;600000
7778773;1;1;1;37.404365414;1;900000
7778784;1;1;1;172.249766;1;900000
7778877;1;1;1;51.977016884;1;456000
7778912;1;1;1;52.077606692;1;456000
7778913;1;1;1;78.241361873;1;456000
7779022;1;1;1;88.82961704;1;360000
7779747;1;1;1;1148.709965;1;600000
7779749;1;1;1;2332.8025957;5;2500000
7779927;1;1;1;6.571741739;1;1800000
7780551;1;1;1;31.340160058;1;375000
7780575;1;1;1;86.188780068;1;456000
7780928;1;1;1;635.84529563;1;40000
7780976;1;1;1;131.79321398;1;2000000
7781015;1;1;1;41.587288877;1;300000
7781051;1;1;1;55.333129226;1;140000
7781145;1;1;1;19.559216428;1;380000
7781222;1;1;1;118.3446489;1;60000
7781321;1;1;1;12.594820242;1;960000
7781327;1;1;1;81.93706855;1;1920000
7781486;1;1;1;75.394463108;1;456000
7781495;1;1;1;79.076922029;1;456000
7781536;1;1;1;101.38824471;1;456000
7781541;1;1;1;140.96236929;1;456000
7781575;1;1;1;6.3140665879;1;840000
7781577;1;1;1;7.9288146613;1;450000
7781614;1;1;1;8.5070075487;1;200000
7781615;1;1;1;10.457569031;1;230000
7781620;1;1;1;6.1421752208;1;280000
7781635;1;1;1;5.8694623233;1;70000
7782919;1;1;1;4.54267713;1;450000
7783407;1;1;1;69.998528234;1;760000
7783763;1;1;1;54.262244403;1;375000
7783772;1;1;1;42.114883181;1;456000
7783772;2;1;2;42.114883181;1;1920000
7783775;1;1;1;44.818566769;1;450000
7783778;1;1;1;26.369150118;1;1920000
7783789;1;1;1;32.796054804;2;450000
7783935;1;1;1;103.94381266;1;450000
7783945;1;1;1;27.949096194;1;456000
7784056;1;1;1;37.376360611;1;600000
7784079;1;1;1;14.574061808;1;480000
7784273;1;1;1;124.15609038;1;210000
7784335;1;1;1;698.90030018;1;152000
7784484;1;1;1;61.62571712;1;1760000
7784775;1;1;1;7.184767806;1;300000
7784898;1;1;1;24.398409463;2;150000
7784934;1;1;1;48.549101791;1;456000
7784942;1;1;1;38.095607253;1;1920000
7785060;1;1;1;220.14035331;1;300000
7785077;1;1;1;8.5213016498;1;600000
7785395;1;1;1;53.986544695;1;360000
7785623;1;1;1;50.837271863;1;1200000
7785631;1;1;1;89.736866642;1;4800000
7785771;1;1;1;5.0595463355;1;220000
7785776;1;1;1;5.7679678638;1;1000000
7785857;1;1;1;67.503546199;1;960000
7785969;1;1;1;8.5257452021;1;480000
7785981;1;1;1;10.137601722;1;532000
7785988;1;1;1;16.70516863;1;80000
7786022;1;1;1;167.04456742;1;225000
7786588;1;1;1;57.670176687;1;976000
7786598;1;1;1;37.002762555;1;912000
7786599;1;1;1;78.504884716;1;912000
7786627;1;1;1;82.556607088;1;600000
7786677;1;1;1;42.085139487;2;4800000
7786681;1;1;1;33.3024863;1;912000
7786683;1;1;1;70.635477462;1;912000
7786851;1;1;1;13.228973074;1;170000
7787066;1;1;1;83.366630554;1;1000000
7787067;1;1;1;50.316553851;1;780000
7787236;1;1;1;354.9204334;1;456000
7787252;1;1;1;301.39687806;1;456000
7787253;1;1;1;309.4035152;1;456000
7787278;1;1;1;71.331720695;1;456000
7787279;1;1;1;44.088658356;1;76000
7787282;1;1;1;35.239076019;1;76000
7787283;1;1;1;39.117625135;1;76000
7787368;1;1;1;410.60177006;1;2100000
7787391;1;1;1;194.8967087;1;2000000
7787753;1;1;1;30.564574192;1;456000
7787841;1;1;1;60.659448036;1;200000
