DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P784S1A3
7606822;2;1;2;258.71517099;4
7606827;2;1;2;207.84166312;3
7606827;1;1;1;207.84166312;2
7606841;1;1;1;313.20673229;4
7606841;2;1;2;313.20673229;5
7606841;3;1;3;313.20673229;6
7606856;1;1;1;204.18031403;2
7606866;1;1;1;308.23395122;3
7606866;2;1;2;308.23395122;4
7606869;1;1;1;458.53911333;3
7606869;2;1;2;458.53911333;4
7606879;1;1;1;242.55481747;2
7606905;1;1;1;954.03834653;1
7606905;2;1;2;954.03834653;2
7606918;1;1;1;1066.121684;3
7606918;3;1;3;1066.121684;5
7606918;2;1;2;1066.121684;4
7606921;1;1;1;870.29990558;2
7606940;1;1;1;143.25990396;2
7606948;1;1;1;141.7171979;4
7606957;1;1;1;459.34375171;4
7606958;1;1;1;599.74940096;2
7606962;1;1;1;657.39117635;4
7606963;1;1;1;806.06347024;3
7606998;1;1;1;699.00086246;3
7607022;1;1;1;161.46378469;4
7607028;1;1;1;224.1025893;2
7607028;2;1;2;224.1025893;3
7607039;1;1;1;339.38184885;2
7607039;2;1;2;339.38184885;3
7607054;1;1;1;229.92162259;4
7607062;1;1;1;360.46391967;2
7607067;1;1;1;404.30670885;2
7607072;1;1;1;335.36639453;5
7607072;2;1;2;335.36639453;6
7607078;1;1;1;399.458981;3
7607078;2;1;2;399.458981;4
7607084;1;1;1;494.86007311;2
7607090;1;1;1;485.34452734;3
7607090;2;1;2;485.34452734;4
7607093;1;1;1;368.83299103;3
7607093;2;1;2;368.83299103;4
7607096;1;1;1;394.58407379;2
7607096;2;1;2;394.58407379;3
7607109;1;1;1;410.73175678;4
7607114;1;1;1;422.39841527;3
7607116;1;1;1;499.73498032;3
7607122;1;1;1;405.85684956;3
7607123;1;1;1;405.85684956;3
7607126;1;1;1;373.88780816;3
7607129;1;1;1;346.07346668;2
7607129;2;1;2;346.07346668;3
7607144;1;1;1;265.26287357;5
7607147;1;1;1;278.06363785;3
7607148;1;1;1;175.56836906;3
7607148;2;1;2;175.56836906;4
7607150;1;1;1;291.82425508;4
7607153;1;1;1;234.88938612;3
7607164;1;1;1;333.1857699;2
7607165;1;1;1;249.20205833;3
7607167;1;1;1;271.66325571;4
7607168;1;1;1;262.96267556;3
7607168;2;1;2;262.96267556;4
7607180;1;1;1;249.20205833;3
7607183;1;1;1;339.5255519;2
7607190;1;1;1;304.81225948;3
7607190;2;1;2;304.81225948;4
7607190;3;1;3;304.81225948;5
7607192;1;1;1;175.3393979;4
7607192;2;1;2;175.3393979;5
7607194;1;1;1;266.15392058;2
7607195;1;1;1;251.05295829;2
7607202;1;1;1;134.848141;2
7607207;1;1;1;76.694559871;3
7607208;1;1;1;89.385656295;3
7607227;1;1;1;142.33296128;3
7607234;1;1;1;98.816524797;1
7607246;1;2;1;54.178759101;2
7607246;2;2;2;54.178759101;3
7607284;1;1;1;22.062665806;6
7607299;1;1;1;90.340859217;1
7607312;1;1;1;254.15815919;4
7607318;1;1;1;195.75399386;2
7607345;1;1;1;157.30298092;2
7607366;1;1;1;85.095559026;3
7607366;2;1;2;85.095559026;4
7607435;1;1;1;71.875947316;2
7607441;1;1;1;796.16020557;2
7607441;2;1;2;796.16020557;3
7607441;3;1;3;796.16020557;4
7607465;1;1;1;104.18890456;4
7607465;2;1;2;104.18890456;5
7607466;1;1;1;233.22720388;3
7607466;2;1;2;233.22720388;4
7607466;3;1;3;233.22720388;5
7607468;1;1;1;292.99855328;3
7607468;2;1;2;292.99855328;4
7607468;3;1;3;292.99855328;5
7607522;1;1;1;49.451655942;2
7607568;1;1;1;4.6978702134;2
7607568;2;1;2;4.6978702134;3
7607574;1;1;1;4.1586862325;2
7607582;1;1;1;12.930004666;3
7607582;2;1;2;12.930004666;4
7607582;3;1;3;12.930004666;5
7607591;1;1;1;4.6324625554;3
7607599;1;1;1;7.2501683587;3
7607601;3;1;3;7.2501683587;5
7607601;4;1;4;7.2501683587;6
7607601;1;1;1;7.2501683587;3
7607601;2;1;2;7.2501683587;4
7607603;1;1;1;10.277639363;4
7607631;1;1;1;8.4493935511;1
7607631;2;1;2;8.4493935511;2
7607638;1;1;1;6.4424962559;3
7607674;1;1;1;6.9098960801;3
7607675;1;1;1;6.9098960801;3
7607675;2;1;2;6.9098960801;4
7607677;1;1;1;7.0236314376;3
7607677;2;1;2;7.0236314376;4
7607685;1;1;1;14.875597824;3
7607697;1;1;1;15.15211225;3
7607709;1;1;1;6.4686031361;3
7607718;1;1;1;19.349060299;3
7607759;1;1;1;69.7359152;2
7607771;1;1;1;72.677097842;3
7607774;1;1;1;60.115740723;2
7607778;1;1;1;141.68587461;3
7607778;2;1;2;141.68587461;4
7607801;1;1;1;29.185559688;3
7607801;2;1;2;29.185559688;6
7607804;1;1;1;27.345714121;3
7607804;2;1;2;27.345714121;4
7607809;1;1;1;45.920591854;3
7607809;2;1;2;45.920591854;7
7607811;1;1;1;148.51726577;3
7607811;2;1;2;148.51726577;4
7607828;1;1;1;70.075083998;4
7607855;1;1;1;50.966281487;2
7607857;1;1;1;77.725170972;2
7607863;1;1;1;29.863898313;3
7607863;2;1;2;29.863898313;4
7607866;1;1;1;43.305008386;4
7607866;2;1;2;43.305008386;5
7607870;1;1;1;83.113998717;3
7607870;2;1;2;83.113998717;4
7607909;1;1;1;34.725211017;3
7607909;2;1;2;34.725211017;4
7607921;1;1;1;89.11100132;2
7607938;1;1;1;51.606505897;1
7607938;2;1;2;51.606505897;3
7607942;1;1;1;47.635509225;3
7607942;2;1;2;47.635509225;4
7607942;3;1;3;47.635509225;5
7607944;1;1;1;20.459647938;2
7607958;1;1;1;45.657344154;4
7607961;1;1;1;42.679933882;3
7607961;2;1;2;42.679933882;4
7607965;1;1;1;32.814856945;4
7607971;1;1;1;26.647671305;3
7607975;1;1;1;108.26532862;3
7607976;1;1;1;104.88486926;3
7607976;2;1;2;104.88486926;4
7607976;3;1;3;104.88486926;5
7607976;4;1;4;104.88486926;6
7607994;1;1;1;95.580547139;3
7608029;1;1;1;41.087370515;3
7608029;2;1;2;41.087370515;4
7608031;1;1;1;60.227039042;2
7608031;2;1;2;60.227039042;3
7608031;3;1;3;60.227039042;4
7608039;1;1;1;122.56713168;2
7608039;2;1;2;122.56713168;3
7608048;1;1;1;52.769490627;3
7608056;1;1;1;53.90596652;4
7608057;1;1;1;33.476392913;3
7608057;2;1;2;33.476392913;4
7608062;1;1;1;70.457777167;3
7608067;1;1;1;61.530976609;4
7608067;2;1;2;61.530976609;5
7608067;3;1;3;61.530976609;6
7608068;1;1;1;33.740041841;3
7608068;2;1;2;33.740041841;4
7608070;1;1;1;52.925858038;4
7608071;1;1;1;50.011354784;5
7608074;1;1;1;81.424046016;4
7608123;1;1;1;67.242087316;2
7608123;2;1;2;67.242087316;3
7608131;1;1;1;45.35564386;3
7608138;1;1;1;41.848748832;2
7608140;1;1;1;20.204677799;4
7608168;1;1;1;30.087466272;2
7608183;1;1;1;60.609275705;2
7608187;1;1;1;65.931007934;2
7608191;1;1;1;45.838620122;2
7608199;1;1;1;45.838620122;2
7608211;1;1;1;44.54791557;3
7608211;2;1;2;44.54791557;4
7608213;1;1;1;37.95636242;4
7608214;1;1;1;30.723824464;2
7608216;1;1;1;48.755809347;3
7611429;1;1;1;412.68254039;1
7611468;1;1;1;76.277807497;3
7611480;1;1;1;116.19091344;4
7611489;1;1;1;374.02166235;3
7611492;1;1;1;264.21555111;2
7611503;1;1;1;87.436340254;3
7611503;2;1;2;87.436340254;4
7611503;3;1;3;87.436340254;5
7611503;4;1;4;87.436340254;6
7611506;1;1;1;58.613040837;1
7611510;1;1;1;52.306161295;2
7611511;1;1;1;81.277732208;3
7611514;1;1;1;78.322809931;3
7611514;2;1;2;78.322809931;4
7611516;1;1;1;92.110828315;2
7611516;2;1;2;92.110828315;3
7611517;1;1;1;252.46024351;4
7611518;1;1;1;293.65165131;2
7611518;2;1;2;293.65165131;3
7611519;1;1;1;226.19928445;2
7611520;1;1;1;268.83325857;3
7611520;2;1;2;268.83325857;4
7611530;1;1;1;133.10659984;3
7611531;1;1;1;140.33629901;3
7611534;1;1;1;127.31660262;4
7611535;1;1;1;104.14696944;2
7611535;2;1;2;104.14696944;4
7611538;1;1;1;103.24292414;2
7611540;1;1;1;131.97470188;2
7611582;1;1;1;300.60657772;3
7611582;2;1;2;300.60657772;4
7611582;3;1;3;300.60657772;5
7611582;4;1;4;300.60657772;6
7611584;1;1;1;341.13867007;3
7611584;2;1;2;341.13867007;4
7611585;1;1;1;401.72174842;9
7611587;1;1;1;265.79139231;3
7611587;2;1;2;265.79139231;4
7611587;3;1;3;265.79139231;5
7611611;1;1;1;132.97108729;2
7611612;1;1;1;163.7448913;1
7611614;1;1;1;145.78120895;2
7611629;1;1;1;224.48446953;2
7611629;2;1;2;224.48446953;3
7611630;1;1;1;295.65830894;5
7611630;2;1;2;295.65830894;6
7611630;3;1;3;295.65830894;7
7611632;2;1;2;205.71633797;4
7611632;1;1;1;205.71633797;3
7611639;1;1;1;201.73706459;4
7611653;1;1;1;331.27017545;2
7611653;2;1;2;331.27017545;3
7611653;3;1;3;331.27017545;4
7611659;1;1;1;227.33122391;3
7611659;2;1;2;227.33122391;4
7611659;3;1;3;227.33122391;5
7611662;1;1;1;145.6924292;4
7611664;2;1;2;195.56412054;4
7611664;3;1;3;195.56412054;5
7611664;1;1;1;195.56412054;3
7611665;1;1;1;125.73353588;2
7611678;2;1;2;137.92646466;3
7611678;1;1;1;137.92646466;2
7611680;1;1;1;173.66253148;3
7611680;2;1;2;173.66253148;4
7611680;3;1;3;173.66253148;5
7611681;1;1;1;163.46545297;3
7611681;2;1;2;163.46545297;4
7611682;1;1;1;185.866383;3
7611682;2;1;2;185.866383;4
7611682;3;1;3;185.866383;5
7611682;4;1;4;185.866383;6
7611683;1;1;1;150.06932118;4
7611684;1;1;1;132.5847853;2
7611685;1;1;1;98.416237465;3
7611687;1;1;1;170.63532088;3
7611687;2;1;2;170.63532088;4
7611705;1;1;1;21.026596249;3
7611705;2;1;2;21.026596249;4
7611705;3;1;3;21.026596249;5
7611714;1;1;1;29.981886014;4
7611714;2;1;2;29.981886014;5
7611714;3;1;3;29.981886014;6
7611720;1;1;1;21.14900872;3
7611720;2;1;2;21.14900872;4
7611726;1;1;1;252.20673006;3
7611754;1;1;1;181.58753066;3
7611754;2;1;2;181.58753066;4
7611762;1;1;1;93.272130399;1
7611784;1;1;1;93.727858874;2
7611795;1;1;1;241.67239816;3
7611821;1;1;1;51.784053838;3
7611821;2;1;2;51.784053838;4
7611826;1;1;1;35.432271802;3
7611830;1;1;1;208.73136445;4
7611849;1;1;1;269.62180726;5
7611851;1;1;1;205.77984718;5
7611867;1;1;1;208.17313242;3
7611867;2;1;2;208.17313242;4
7611867;3;1;3;208.17313242;5
7611882;2;1;2;97.31690206;4
7611882;1;1;1;97.31690206;3
7611887;1;1;1;145.72526465;3
7611887;2;1;2;145.72526465;4
7611914;1;1;1;39.533892457;3
7611939;1;1;1;35.32192281;1
7611939;2;1;2;35.32192281;2
7611939;3;1;3;35.32192281;3
7611955;1;1;1;228.92277552;3
7611957;1;1;1;155.1852091;3
7611957;2;1;2;155.1852091;4
7611957;3;1;3;155.1852091;5
7611961;1;1;1;62.672667254;3
7611961;3;1;3;62.672667254;5
7611961;2;1;2;62.672667254;4
7611986;1;1;1;110.96698967;3
7612003;1;1;1;265.23055299;4
7612003;2;1;2;265.23055299;5
7612008;1;1;1;232.64554599;3
7612012;1;1;1;220.37135029;4
7612044;1;1;1;35.956712977;3
7612044;2;1;2;35.956712977;4
7612052;1;1;1;39.182219052;3
7612052;2;1;2;39.182219052;4
7612085;1;1;1;326.60657303;4
7612091;1;1;1;87.183609725;3
7612091;2;1;2;87.183609725;4
7612094;1;1;1;44.989974609;3
7612101;1;1;1;51.790356488;1
7612102;1;1;1;28.620280663;2
7612198;1;1;1;252.78640027;2
7612214;1;1;1;147.54038772;3
7612214;2;1;2;147.54038772;4
7612216;1;1;1;211.24296408;3
7612216;2;1;2;211.24296408;4
7612226;1;1;1;154.13009719;3
7612228;1;1;1;154.13009719;2
7612228;2;1;2;154.13009719;3
7612243;1;1;1;167.75960907;3
7612249;1;1;1;191.12145653;5
7612291;1;1;1;205.53511698;6
7612314;1;1;1;185.63608698;3
7612314;2;1;2;185.63608698;4
7612314;3;1;3;185.63608698;5
7612314;4;1;4;185.63608698;6
7612343;1;1;1;44.156862165;2
7612350;1;1;1;86.507816968;2
7612364;1;1;1;29.891866495;3
7612365;1;1;1;25.600339758;2
7612365;2;1;2;25.600339758;3
7612371;1;1;1;22.391782559;3
7612371;2;1;2;22.391782559;4
7612374;1;1;1;26.83319135;4
7612374;2;1;2;26.83319135;5
7612377;1;1;1;30.152729936;3
7612377;2;1;2;30.152729936;4
7612377;3;1;3;30.152729936;5
7612537;1;1;1;591.67013457;3
7612537;2;1;2;591.67013457;4
7612548;1;1;1;432.68536885;1
7612567;1;1;1;503.60368516;3
7612567;2;1;2;503.60368516;4
7612646;1;1;1;68.385960481;3
7612650;1;1;1;33.080210206;1
7612669;1;1;1;92.581364116;2
7612679;1;1;1;130.96233911;2
7612679;2;1;2;130.96233911;3
7612680;1;1;1;116.73701812;3
7612680;2;1;2;116.73701812;4
7612681;1;1;1;127.47994546;2
7612681;2;1;2;127.47994546;3
7612683;1;1;1;93.244215419;2
7612683;2;1;2;93.244215419;3
7612684;1;1;1;111.64006635;2
7612684;2;1;2;111.64006635;3
7612695;1;1;1;112.17745541;2
7612704;1;1;1;125.96811611;3
7612707;1;1;1;111.64006635;2
7612707;2;1;2;111.64006635;3
7612718;1;1;1;243.72543893;5
7612718;2;1;2;243.72543893;6
7612718;3;1;3;243.72543893;7
7612726;1;1;1;191.04596009;2
7612730;1;1;1;144.89333197;5
7612730;2;1;2;144.89333197;6
7612746;1;1;1;106.67660096;2
7612748;1;1;1;144.36396704;4
7612820;1;1;1;129.94552191;3
7612820;2;1;2;129.94552191;4
7612822;1;1;1;169.88648703;5
7612822;2;1;2;169.88648703;6
7612829;1;1;1;127.84475068;1
7612829;2;1;2;127.84475068;1
7612833;1;1;1;58.151742096;2
7612833;2;1;2;58.151742096;3
7612843;1;1;1;151.88700545;3
7612854;1;1;1;151.80614999;3
7612854;2;1;2;151.80614999;4
7612854;3;1;3;151.80614999;5
7612880;1;1;1;182.6460933;3
7612880;2;1;2;182.6460933;4
7612954;1;1;1;164.60888749;2
7612954;2;1;2;164.60888749;3
7612965;1;1;1;105.69993267;3
7612966;1;1;1;119.50552774;2
7612966;2;1;2;119.50552774;3
7613014;1;1;1;192.85083909;3
7613014;2;1;2;192.85083909;4
7613014;3;1;3;192.85083909;5
7613044;1;1;1;170.89945084;2
7613045;1;1;1;261.979991;3
7613048;1;1;1;121.86919757;1
7613050;1;1;1;152.40078272;3
7613050;2;1;2;152.40078272;4
7613050;3;1;3;152.40078272;5
7613051;1;1;1;167.0896408;3
7613051;2;1;2;167.0896408;4
7613057;1;1;1;226.94086597;2
7613060;1;1;1;142.59143103;3
7613060;2;1;2;142.59143103;4
7613060;3;1;3;142.59143103;5
7613064;1;1;1;186.17299821;3
7613064;2;1;2;186.17299821;4
7613086;1;1;1;77.826660557;3
7613090;1;1;1;97.669869958;4
7613095;2;1;2;94.784728688;4
7613095;1;1;1;94.784728688;3
7613107;1;1;1;138.73872818;4
7613107;2;1;2;138.73872818;5
7613111;1;1;1;143.19978058;4
7613129;1;1;1;90.744598354;2
7613129;2;1;2;90.744598354;3
7613129;3;1;3;90.744598354;4
7613139;1;1;1;167.54735443;4
7613139;2;1;2;167.54735443;5
7613147;1;1;1;164.14561384;3
7613147;2;1;2;164.14561384;4
7613155;1;1;1;155.44104928;4
7613160;1;1;1;199.79020572;3
7613166;1;1;1;117.39791629;2
7613166;2;1;2;117.39791629;3
7613171;1;1;1;82.595131255;2
7613184;1;1;1;102.93370347;4
7613184;2;1;2;102.93370347;5
7613190;1;1;1;62.019934006;5
7613201;1;1;1;56.318407307;3
7613203;2;1;2;56.122135459;4
7613203;1;1;1;56.122135459;3
7613205;1;1;1;53.873352374;3
7613214;2;1;2;181.22533269;4
7613214;1;1;1;181.22533269;3
7613214;3;1;3;181.22533269;5
7613220;1;1;1;96.321228374;3
7613220;2;1;2;96.321228374;4
7613222;1;1;1;74.905786059;2
7613222;2;1;2;74.905786059;3
7613226;1;1;1;68.64566458;3
7613227;1;1;1;86.503683333;3
7613227;2;1;2;86.503683333;4
7613227;3;1;3;86.503683333;5
7613228;1;1;1;42.817458198;5
7613230;1;1;1;96.879070502;4
7613230;2;1;2;96.879070502;5
7613238;1;1;1;125.87270261;3
7613243;1;1;1;164.25026049;3
7613243;2;1;2;164.25026049;4
7613243;3;1;3;164.25026049;5
7613244;1;1;1;146.71181103;3
7613245;1;1;1;177.62975469;3
7613245;2;1;2;177.62975469;4
7613246;1;1;1;107.97124766;3
7613246;2;1;2;107.97124766;4
7613247;1;1;1;180.25511722;3
7613247;2;1;2;180.25511722;4
7613247;3;1;3;180.25511722;5
7613252;1;1;1;234.34479537;3
7613252;2;1;2;234.34479537;4
7613254;1;1;1;207.64685549;2
7613283;1;1;1;74.523064727;2
7613283;2;1;2;74.523064727;3
7613288;1;1;1;207.47893884;2
7613290;1;1;1;266.54922544;8
7613297;1;1;1;273.64801526;3
7613297;2;1;2;273.64801526;4
7613303;1;1;1;286.41113526;2
7613327;1;1;1;43.873551942;2
7613336;1;1;1;52.447750799;4
7613340;1;1;1;105.58430508;3
7613340;2;1;2;105.58430508;4
7613349;1;1;1;199.66427316;1
7613350;1;1;1;241.47792532;3
7613352;2;1;2;276.54378469;4
7613352;1;1;1;276.54378469;3
7613352;3;1;3;276.54378469;5
7613353;1;1;1;325.7408373;4
7613353;2;1;2;325.7408373;6
7613356;1;1;1;171.34695996;2
7613366;1;1;1;273.49585109;1
7613368;1;1;1;273.27479218;1
7613375;1;1;1;251.06776014;3
7613376;1;1;1;428.73241439;3
7613376;2;1;2;428.73241439;4
7613376;3;1;3;428.73241439;5
7613393;1;1;1;78.767511521;4
7613395;1;1;1;94.150194487;3
7613395;2;1;2;94.150194487;4
7613398;1;1;1;133.44891724;2
7613398;2;1;2;133.44891724;3
7613398;3;1;3;133.44891724;4
7613398;4;1;4;133.44891724;5
7613399;1;1;1;158.12026151;2
7613399;2;1;2;158.12026151;3
7613399;3;1;3;158.12026151;4
7613401;1;1;1;124.15850791;3
7613401;2;1;2;124.15850791;4
7613401;3;1;3;124.15850791;5
7613401;4;1;4;124.15850791;6
7613401;5;1;5;124.15850791;7
7613403;1;1;1;145.79618594;3
7613403;2;1;2;145.79618594;4
7613403;3;1;3;145.79618594;5
7613403;4;1;4;145.79618594;6
7613403;5;1;5;145.79618594;7
7613405;1;1;1;92.634241563;2
7613406;1;1;1;190.86981232;3
7613406;2;1;2;190.86981232;4
7613406;3;1;3;190.86981232;5
7613406;4;1;4;190.86981232;6
7613406;5;1;5;190.86981232;7
7613411;1;1;1;106.99872612;3
7613423;1;1;1;202.83681878;3
7613423;2;1;2;202.83681878;4
7613423;3;1;3;202.83681878;5
7613433;1;1;1;265.91560997;2
7613470;1;1;1;342.44686006;3
7613543;1;1;1;724.85068237;3
7613543;2;1;2;724.85068237;4
7613579;2;1;2;18.1872475;4
7613579;1;1;1;18.1872475;3
7613607;1;1;1;323.93813007;6
7613620;1;1;1;278.34749287;2
7613646;1;1;1;94.739695831;4
7613647;1;1;1;74.877050878;3
7613647;2;1;2;74.877050878;4
7613651;1;1;1;74.877050878;3
7613652;1;1;1;74.271054888;3
7613653;1;1;1;95.193653035;3
7613671;1;1;1;14.878614182;3
7613679;1;1;1;73.801177381;2
7613680;1;1;1;100.76348404;4
7613680;2;1;2;100.76348404;5
7613680;3;1;3;100.76348404;6
7613712;1;1;1;244.42747071;3
7613712;2;1;2;244.42747071;4
7613713;1;1;1;201.59745103;3
7613713;2;1;2;201.59745103;4
7613713;3;1;3;201.59745103;5
7613714;1;1;1;220.5746212;3
7613714;2;1;2;220.5746212;4
7613720;1;1;1;228.06686274;3
7613720;2;1;2;228.06686274;4
7613723;1;1;1;121.20631616;3
7613727;1;1;1;153.45689711;3
7613727;2;1;2;153.45689711;4
7613735;1;1;1;234.05923029;3
7613735;2;1;2;234.05923029;4
7613735;3;1;3;234.05923029;5
7613737;1;1;1;145.60550882;4
7613750;1;1;1;110.45070929;3
7613750;2;1;2;110.45070929;4
7613757;1;1;1;97.314518792;3
7613792;1;1;1;129.92589237;3
7613793;1;1;1;89.708613113;3
7613793;2;1;2;89.708613113;4
7613796;1;1;1;63.057438098;3
7613815;1;1;1;75.765659219;5
7613821;1;1;1;120.58333999;6
7613845;1;1;1;109.74100777;5
7613855;1;1;1;242.9233849;3
7613855;2;1;2;242.9233849;4
7613857;1;1;1;242.9233849;3
7613857;2;1;2;242.9233849;4
7613859;1;1;1;208.32929855;3
7613859;2;1;2;208.32929855;4
7613859;3;1;3;208.32929855;5
7613860;1;1;1;86.858604409;2
7613862;1;1;1;340.96701762;3
7613862;2;1;2;340.96701762;4
7613882;1;1;1;279.5914664;3
7613882;2;1;2;279.5914664;4
7613882;3;1;3;279.5914664;5
7613890;1;1;1;75.312458592;3
7613891;1;1;1;63.358917738;2
7613892;1;1;1;77.853602983;2
7613974;1;1;1;176.41117037;2
7613978;1;1;1;129.57326438;3
7613999;1;1;1;202.416455;3
7613999;2;1;2;202.416455;4
7613999;1;2;1;202.416455;4
7614004;1;1;1;275.29219646;1
7614010;1;1;1;289.41696529;1
7614026;1;1;1;58.002444306;3
7614026;2;1;2;58.002444306;4
7614035;1;1;1;1114.291258;3
7614035;2;1;2;1114.291258;4
7614036;1;1;1;972.44974032;3
7614086;1;1;1;967.80507734;3
7614124;1;1;1;131.61887965;3
7614166;1;1;1;205.394328;2
7614203;1;1;1;170.65086007;4
7614211;1;1;1;309.27660991;2
7614248;1;1;1;52.791377158;4
7614248;2;1;2;52.791377158;5
7614251;1;1;1;42.332666696;4
7614254;1;1;1;67.512686371;2
7614256;1;1;1;67.571436125;3
7614256;2;1;2;67.571436125;4
7614262;1;1;1;359.46042816;1
7614263;1;1;1;260.66294044;3
7614273;1;1;1;115.4852362;3
7614273;2;1;2;115.4852362;4
7614275;1;1;1;94.502287488;5
7614277;1;1;1;140.58341527;4
7614277;2;1;2;140.58341527;5
7614280;1;1;1;185.18598237;3
7614290;1;1;1;356.15853186;1
7614305;1;1;1;198.27588294;3
7614305;2;1;2;198.27588294;4
7614315;1;1;1;54.53567331;3
7614317;1;1;1;106.86770135;3
7614323;1;1;1;244.22416128;2
7614323;2;1;2;244.22416128;3
7614324;1;1;1;210.74126971;4
7614338;1;1;1;125.60938369;4
7614340;1;1;1;219.09722723;4
7614356;1;1;1;196.78136798;4
7614359;1;1;1;144.52807851;3
7614359;2;1;2;144.52807851;4
7614359;3;1;3;144.52807851;5
7614363;1;1;1;214.0381983;3
7614365;1;1;1;136.79392169;3
7614365;2;1;2;136.79392169;4
7614365;3;1;3;136.79392169;5
7614367;1;1;1;177.2305555;4
7614368;1;1;1;228.7474353;4
7614370;1;1;1;182.64336134;3
7614370;2;1;2;182.64336134;4
7614370;3;1;3;182.64336134;5
7614372;1;1;1;224.03817968;2
7614409;1;1;1;142.77631904;3
7614409;2;1;2;142.77631904;4
7614423;1;1;1;267.98694613;3
7614434;1;1;1;300.01369946;2
7614434;2;1;2;300.01369946;4
7614440;1;1;1;286.12919961;3
7614479;1;1;1;259.99750179;1
7614486;1;1;1;219.24490239;2
7614486;2;1;2;219.24490239;3
7614486;3;1;3;219.24490239;4
7614489;1;1;1;259.62503295;2
7614535;1;1;1;87.380916394;3
7614537;1;1;1;64.649516152;3
7614564;1;1;1;63.616020907;4
7614564;2;1;2;63.616020907;5
7614568;1;1;1;63.537972742;3
7614575;1;1;1;78.783114128;3
7614575;2;1;2;78.783114128;4
7614582;1;1;1;88.798555792;3
7614591;1;1;1;98.665061992;3
7614594;1;1;1;104.31439889;2
7614600;1;1;1;113.1127308;3
7614600;2;1;2;113.1127308;4
7614600;3;1;3;113.1127308;5
7614602;1;1;1;131.30519021;3
7614603;1;1;1;131.30519021;3
7614603;2;1;2;131.30519021;4
7614630;1;1;1;169.2334167;2
7614637;1;1;1;132.69364295;3
7614647;1;1;1;47.735108377;1
7614649;1;1;1;108.04189868;4
7614653;1;1;1;168.49020394;2
7614656;1;1;1;115.15596857;4
7614660;1;1;1;47.735108377;1
7614756;1;1;1;1554.5096743;3
7614780;1;1;1;880.76456906;2
7614785;1;1;1;800.01034328;4
7614807;1;1;1;90.993132394;3
7614815;1;1;1;199.16422762;3
7614826;1;1;1;416.53494523;3
7614828;1;1;1;416.53494523;3
7614828;2;1;2;416.53494523;4
7614834;1;1;1;452.5583755;4
7614857;1;1;1;203.32421987;4
7614864;1;1;1;280.22479715;3
7614864;2;1;2;280.22479715;4
7614864;3;1;3;280.22479715;5
7614920;1;1;1;225.67542088;3
7614920;2;1;2;225.67542088;4
7614926;1;1;1;200.46392734;3
7614927;2;1;2;206.92831997;4
7614927;1;1;1;206.92831997;3
7614927;3;1;3;206.92831997;5
7614932;1;1;1;438.11102979;2
7614932;2;1;2;438.11102979;3
7614940;1;1;1;40.148222541;3
7614940;2;1;2;40.148222541;4
7614944;1;1;1;85.182422188;3
7614946;1;1;1;87.590448615;2
7614946;2;1;2;87.590448615;3
7614946;3;1;3;87.590448615;4
7614946;4;1;4;87.590448615;6
7614946;5;1;5;87.590448615;7
7614946;6;1;6;87.590448615;8
7614947;1;1;1;129.46968981;4
7614948;1;1;1;110.28318282;3
7614953;1;1;1;85.182422188;3
7614954;1;1;1;88.939380104;2
7614957;1;1;1;85.182422188;3
7614959;1;1;1;126.30114994;3
7614959;2;1;2;126.30114994;4
7614960;1;1;1;117.75747691;3
7614964;1;1;1;75.727026527;3
7614964;2;1;2;75.727026527;4
7614965;1;1;1;85.182422188;3
7614976;1;1;1;116.3036809;3
7614981;1;1;1;33.394269703;3
7614984;1;1;1;72.18188036;2
7614986;1;1;1;71.933538332;2
7614986;2;1;2;71.933538332;3
7614986;3;1;3;71.933538332;4
7614987;1;1;1;38.225855979;3
7614987;2;1;2;38.225855979;4
7615002;1;1;1;46.950234177;1
7615019;1;1;1;20.058113632;4
7615023;1;1;1;71.021605203;3
7615032;1;1;1;45.658822729;2
7615043;1;1;1;19.67497453;2
7615043;2;1;2;19.67497453;3
7615058;1;1;1;41.74233221;3
7615058;2;1;2;41.74233221;4
7615058;3;1;3;41.74233221;5
7615076;1;1;1;9.2794227247;4
7615081;1;1;1;13.241863066;5
7615081;2;1;2;13.241863066;6
7615096;1;1;1;8.5855543597;3
7615098;1;1;1;20.586575119;3
7615099;1;1;1;16.128271401;4
7615104;1;1;1;9.4087155466;2
7615105;1;1;1;11.393923662;3
7615126;1;1;1;25.658261133;2
7615126;2;1;2;25.658261133;3
7615127;1;1;1;51.585322932;3
7615127;2;1;2;51.585322932;4
7615134;1;1;1;76.387260579;2
7615134;2;1;2;76.387260579;3
7615134;3;1;3;76.387260579;4
7615134;4;1;4;76.387260579;5
7615141;1;1;1;103.11484541;2
7615141;2;1;2;103.11484541;3
7615143;2;1;2;103.11484541;3
7615143;1;1;1;103.11484541;2
7615148;1;1;1;94.77004443;2
7615148;2;1;2;94.77004443;3
7615152;1;1;1;125.39726678;2
7615152;2;1;2;125.39726678;3
7615178;1;1;1;26.022527991;3
7615185;1;1;1;104.09011197;3
7615185;2;1;2;104.09011197;4
7615192;1;1;1;39.879226676;2
7615194;1;1;1;82.917206521;4
7615194;2;1;2;82.917206521;5
7615211;1;1;1;110.08252899;3
7615211;2;1;2;110.08252899;4
