DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P10000;P400;P401;P402;P403;P407S2;P5971;P5971S2;P5971S2A1
7585158;6;1;6;119.56560805;6;3;2;2;2;;;1;7
7585158;7;1;7;119.56560805;7;3;2;2;2;;;2;
7585164;4;1;4;89.123200154;4;3;2;2;2;;;2;
7585166;3;1;3;323.25578157;3;3;2;2;2;;;1;3
7585168;3;1;3;290.87099341;1;3;2;2;2;;;1;2
7585181;3;1;3;445.33475188;1;4;2;2;2;;;2;
7585184;3;1;3;504.23889301;2;3;2;2;2;;;2;
7585184;4;1;4;504.23889301;2;3;2;2;2;;;2;
7585193;2;1;2;590.75296884;1;3;2;2;2;;;2;
7585194;3;1;3;616.87238103;1;3;2;2;2;;;2;
7585197;3;1;3;101.23386183;3;3;2;2;2;;;1;3
7585202;4;1;4;137.25365138;2;3;2;2;2;;;2;
7585206;5;1;5;110.1177788;2;3;2;2;2;;;1;2
7585208;3;1;3;109.86620939;2;3;2;2;2;;;1;2
7585208;4;1;4;109.86620939;2;3;2;2;2;;;1;3
7585208;5;1;5;109.86620939;2;3;2;2;2;;;1;3
7585216;3;1;3;137.25365138;2;3;2;2;2;;;2;
7585216;4;1;4;137.25365138;2;3;2;2;2;;;2;
7585216;5;1;5;137.25365138;2;4;2;2;2;;;2;
7585219;3;1;3;56.617921701;1;3;2;2;2;;;2;
7585227;3;1;3;19.910050567;2;3;2;2;2;;;1;2
7585236;4;1;4;1059.3097786;2;3;2;2;2;;;2;
7585238;4;1;4;1106.0064335;1;3;2;2;2;;;2;
7585246;5;1;5;1189.4526204;1;3;2;2;2;;;2;
7585248;3;1;3;1005.7373458;1;3;2;2;2;;;2;
7585250;2;1;2;1085.2186192;1;3;2;2;2;;;1;2
7585251;3;1;3;1506.6276884;2;3;2;2;2;;;2;
7585253;3;1;3;1506.6276884;3;3;2;2;2;;;2;
7585253;4;1;4;1506.6276884;1;3;2;2;2;;;2;
7585256;4;1;4;1176.8236369;4;3;2;2;2;;;2;
7585258;2;1;2;243.99173031;2;3;2;2;2;;;2;
7585261;3;1;3;443.45480033;2;3;2;2;2;;;2;
7585264;5;1;5;479.34153739;1;3;2;2;2;;;2;
7585268;3;1;3;1258.8021478;2;6;2;2;2;;;1;2
7585269;3;1;3;1202.3663838;3;3;2;2;2;;;1;4
7585269;4;1;4;1202.3663838;4;3;2;2;2;;;1;4
7585293;4;1;4;175.824492;2;3;2;2;2;;;2;
7585299;3;1;3;246.04938336;1;3;2;2;2;;;1;5
7585299;4;1;4;246.04938336;2;3;2;2;2;;;2;
7585301;4;1;4;197.34008422;4;3;2;2;2;;;2;
7585303;4;1;4;150.90603018;4;3;2;2;2;;;1;1
7585308;4;1;4;234.21850407;4;3;2;2;2;;;2;
7585312;6;1;6;198.20195449;6;3;2;2;2;;;2;
7585318;3;1;3;623.44040824;3;3;2;2;2;;;1;2
7585336;3;1;3;164.76907374;3;3;2;2;2;;;1;2
7585336;4;1;4;164.76907374;4;3;2;2;2;;;2;
7585341;6;1;6;300.54992772;4;6;2;2;2;;;2;
7585362;10;1;10;852.68202561;10;3;2;2;2;;;2;
7585362;11;1;11;852.68202561;11;3;2;2;2;;;2;
7585366;4;1;4;910.09708218;1;3;2;2;2;;;2;
7585366;5;1;5;910.09708218;5;3;2;2;2;;;2;
7585366;6;1;6;910.09708218;1;3;2;2;2;;;2;
7585366;7;1;7;910.09708218;7;3;2;2;2;;;2;
7585371;2;1;2;693.42623564;1;3;2;2;2;;;2;
7585406;4;1;4;164.49257297;4;3;2;2;2;;;2;
7585411;4;1;4;89.350164855;3;3;2;2;2;;;2;
7585414;3;1;3;195.52332602;2;3;2;2;2;;;1;2
7585418;2;1;2;124.29643946;1;6;2;2;2;;;1;6
7585425;3;1;3;161.13929105;1;3;2;2;2;;;1;5
7585431;3;1;3;55.512860467;2;3;2;2;2;;;2;
7585432;5;1;5;48.884035088;2;3;2;2;2;;;2;
7585435;3;1;3;59.065191212;2;3;2;2;2;;;2;
7585443;3;1;3;179.48427204;2;3;2;2;2;;;2;
7585450;5;1;5;54.53567331;3;3;2;2;2;;;2;
7585453;3;1;3;77.36011248;1;3;2;2;2;;;2;
7585464;3;1;3;161.20565906;2;3;2;2;2;;;2;
7585466;3;1;3;161.20565906;3;3;2;2;2;;;2;
7585469;4;1;4;165.86684019;4;3;2;2;2;;;2;
7585477;3;1;3;158.44554261;3;3;2;2;2;;;2;
7585479;4;1;4;131.55077701;2;3;2;2;2;;;2;
7585483;3;1;3;241.08610001;2;3;2;2;2;;;2;
7585485;3;1;3;163.8470952;2;3;2;2;2;;;2;
7585497;3;1;3;171.49103668;3;3;2;2;2;;;1;3
7585498;3;1;3;146.20914104;3;3;2;2;2;;;1;8
7585502;3;1;3;48.285603546;3;3;2;2;2;;;1;6
7585505;5;1;5;97.017274072;5;3;2;2;2;;;1;7
7585508;4;1;4;98.96388901;4;3;2;2;2;;;1;1
7585510;3;1;3;118.05795934;3;3;2;2;2;;;1;8
7585510;4;1;4;118.05795934;4;3;2;2;2;;;1;5
7585511;3;1;3;97.817188658;3;3;2;2;2;;;1;4
7585511;4;1;4;97.817188658;4;3;2;2;2;;;1;4
7585511;5;1;5;97.817188658;5;3;2;2;2;;;1;4
7585514;3;1;3;159.5685826;3;3;2;2;2;;;1;2
7585515;3;1;3;100.94965535;3;3;2;2;2;;;1;5
7585517;4;1;4;88.727422946;4;3;2;2;2;;;1;3
7585517;5;1;5;88.727422946;5;3;2;2;2;;;1;2
7585518;3;1;3;122.50886575;3;3;2;2;2;;;1;6
7585518;4;1;4;122.50886575;4;3;2;2;2;;;1;6
7585519;3;1;3;53.1141639;3;3;2;2;2;;;1;8
7585519;4;1;4;53.1141639;4;3;2;2;2;;;1;8
7585520;3;1;3;160.71528295;3;3;2;2;2;;;1;9
7585522;3;1;3;119.37639905;3;3;2;2;2;;;1;4
7585522;4;1;4;119.37639905;4;3;2;2;2;;;1;1
7585522;5;1;5;119.37639905;5;3;2;2;2;;;2;
7585523;3;1;3;116.072193;3;3;2;2;2;;;1;3
7585525;4;1;4;100.28232873;4;3;2;2;2;;;1;6
7585525;5;1;5;100.28232873;5;3;2;2;2;;;2;
7585528;4;1;4;95.81869251;4;3;2;2;2;;;1;3
7585530;5;1;5;118.42179838;5;3;2;2;2;;;1;3
7585532;4;1;4;112.5702777;4;3;2;2;2;;;1;7
7585532;5;1;5;112.5702777;5;3;2;2;2;;;1;7
7585533;4;1;4;105.6245138;4;3;2;2;2;;;1;7
7585538;4;1;4;120.80216135;4;3;2;2;2;;;2;
7585543;3;1;3;85.675611509;3;3;2;2;2;;;2;
7585561;3;1;3;29.430010948;3;3;2;2;2;;;2;
7585572;2;2;2;25.827692328;2;3;2;2;2;;;2;
7585573;8;1;8;28.783182688;1;3;2;2;2;;;2;
7585573;9;1;9;28.783182688;1;3;2;2;2;;;2;
7585573;12;1;12;28.783182688;1;3;2;2;2;;;2;
7585573;13;1;13;28.783182688;1;3;2;2;2;;;2;
7585579;4;1;4;18.378422706;4;3;2;2;2;;;2;
7585602;3;1;3;269.69038812;3;3;2;2;2;;;2;
7585605;3;1;3;217.93162677;3;3;2;2;2;;;2;
7585605;4;1;4;217.93162677;4;3;2;2;2;;;2;
7585612;3;1;3;92.100561296;2;3;2;2;2;;;1;5
7585622;2;1;2;181.62038702;2;3;2;2;2;;;1;1
7585622;3;1;3;181.62038702;3;3;2;2;2;;;2;
7585623;7;1;7;174.42041682;7;6;2;2;2;;;1;3
7585629;3;1;3;152.48338046;1;3;2;2;2;;;1;6
7585638;4;1;4;96.718383484;2;3;2;2;2;;;2;
7585645;3;1;3;99.891964571;3;4;2;2;2;;;1;2
7585677;2;1;2;105.50957714;2;3;2;2;2;;;2;
7585679;5;1;5;123.32692858;5;3;2;2;2;;;2;
7585682;3;1;3;92.920587394;2;3;2;2;2;;;2;
7585687;3;1;3;39.572805228;2;3;2;2;2;;;1;5
7585687;4;1;4;39.572805228;2;3;2;2;2;;;1;2
7585689;3;1;3;44.657860474;1;3;2;2;2;;;1;3
7585692;3;1;3;75.664260855;2;3;2;2;2;;;1;6
7585715;2;1;2;72.849058975;1;3;2;2;2;;;2;
7585716;3;1;3;69.120539613;2;3;2;2;2;;;2;
7585718;4;1;4;74.445917455;2;3;2;2;2;;;2;
7585760;3;1;3;1357.904781;1;3;2;2;2;;;2;
7585775;4;1;4;1454.0026216;4;3;2;2;2;;;1;2
7585786;3;1;3;476.17003946;1;3;2;2;2;;;2;
7585788;4;1;4;317.887095;1;3;2;2;2;;;1;3
7585789;5;1;5;460.43437419;1;3;2;2;2;;;2;
7585795;3;1;3;250.21149779;1;4;2;2;2;;;1;1
7585802;4;1;4;127.08421312;3;3;2;2;2;;;2;
7585808;4;1;4;226.73421078;1;4;2;2;2;;;1;4
7585810;2;1;2;222.64015575;1;3;2;2;2;;;2;
7585810;3;1;3;222.64015575;1;3;2;2;2;;;2;
7585828;3;1;3;198.62395225;1;3;2;2;2;;;2;
7585829;7;1;7;507.61045979;1;3;2;2;2;;;2;
7585840;2;1;2;127.08421312;2;3;2;2;2;;;2;
7585847;3;1;3;126.26236826;3;6;2;2;2;;;2;
7585850;3;1;3;172.45205717;3;3;2;2;2;;;2;
7585850;4;1;4;172.45205717;4;3;2;2;2;;;2;
7585852;4;1;4;112.05237687;4;3;2;2;2;;;2;
7585857;3;1;3;125.04999104;2;3;2;2;2;;;2;
7585866;4;1;4;375.87554083;2;3;2;2;2;;;2;
7585866;5;1;5;375.87554083;2;6;2;2;2;;;2;
7585877;4;1;4;188.57535458;4;3;2;2;2;;;2;
7585885;4;1;4;338.17916629;4;3;2;2;2;;;2;
7585887;3;1;3;318.24886096;3;3;2;2;2;;;2;
7585889;4;1;4;334.72854152;4;3;2;2;2;;;1;4
7585889;5;1;5;334.72854152;5;3;2;2;2;;;1;1
7585894;4;1;4;557.87034104;4;3;2;2;2;;;1;7
7585897;3;1;3;214.73894911;3;3;2;2;2;;;1;3
7585900;3;1;3;436.87131779;3;3;2;2;2;;;1;1
7585904;5;1;5;557.87034104;5;3;2;2;2;;;1;3
7585904;6;1;6;557.87034104;6;3;2;2;2;;;2;
7585906;3;1;3;414.55247926;3;3;2;2;2;;;2;
7585908;4;1;4;305.99806379;4;3;2;2;2;;;2;
7585913;2;1;2;308.79263458;2;3;2;2;2;;;1;3
7585916;6;1;6;132.13567292;6;3;2;2;2;;;2;
7585916;8;1;8;132.13567292;8;3;2;2;2;;;2;
7585922;5;1;5;195.17952881;5;3;2;2;2;;;2;
7585925;3;1;3;409.3439742;1;3;2;2;2;;;2;
7585925;4;1;4;409.3439742;1;3;2;2;2;;;2;
7585926;4;1;4;178.10900943;4;3;2;2;2;;;2;
7585927;5;1;5;249.51939127;5;3;2;2;2;;;2;
7585932;5;1;5;229.59478115;5;3;2;2;2;;;2;
7585936;4;1;4;346.88578636;4;3;2;2;2;;;2;
7585941;4;1;4;321.33279857;4;3;2;2;2;;;2;
7585945;3;1;3;95.913661895;2;3;2;2;2;;;2;
7585945;4;1;4;95.913661895;2;3;2;2;2;;;2;
7585950;3;1;3;95.081155358;2;3;2;2;2;;;2;
7585950;4;1;4;95.081155358;2;3;2;2;2;;;2;
7585950;5;1;5;95.081155358;2;3;2;2;2;;;2;
7585951;7;1;7;93.033843827;7;3;2;2;2;;;2;
7585951;8;1;8;93.033843827;8;3;2;2;2;;;2;
7585951;12;1;12;93.033843827;12;3;2;2;2;;;1;2
7585952;3;1;3;191.84483027;3;3;2;2;2;;;2;
7585952;4;1;4;191.84483027;4;3;2;2;2;;;2;
7585953;4;1;4;93.033843827;4;3;2;2;2;;;2;
7585953;5;1;5;93.033843827;5;3;2;2;2;;;2;
7585954;6;1;6;180.10732484;3;3;2;2;2;;;2;
7585957;3;1;3;191.84483027;3;3;2;2;2;;;2;
7585957;4;1;4;191.84483027;4;3;2;2;2;;;2;
7585957;5;1;5;191.84483027;5;3;2;2;2;;;2;
7585959;4;1;4;132.1961029;2;3;2;2;2;;;1;6
7585960;4;1;4;121.10681292;4;3;2;2;2;;;2;
7585960;5;1;5;121.10681292;5;3;2;2;2;;;2;
7585965;2;1;2;148.49470779;1;3;2;2;2;;;1;1
7585966;4;1;4;104.9019764;4;3;2;2;2;;;1;4
7585977;2;1;2;472.36716911;2;3;2;2;2;;;2;
7585977;3;1;3;472.36716911;3;3;2;2;2;;;2;
7585978;3;1;3;332.9849999;2;3;2;2;2;;;1;1
7585981;4;1;4;319.04152494;2;3;2;2;2;;;2;
7585982;5;1;5;482.22043903;2;3;2;2;2;;;2;
7585982;6;1;6;482.22043903;2;3;2;2;2;;;2;
7585982;7;1;7;482.22043903;2;3;2;2;2;;;2;
7585987;3;1;3;286.33796076;3;3;2;2;2;;;2;
7585988;3;1;3;430.92923521;3;3;2;2;2;;;1;4
7585988;4;1;4;430.92923521;2;3;2;2;2;;;1;7
7585989;3;1;3;473.38988569;3;3;2;2;2;;;1;14
7585989;4;1;4;473.38988569;4;3;2;2;2;;;1;5
7585989;5;1;5;473.38988569;5;3;2;2;2;;;2;
7585990;6;1;6;78.834252827;1;3;2;2;2;;;2;
7586008;5;1;5;64.099156235;5;3;2;2;2;;;2;
7586010;2;1;2;50.506939271;1;3;2;2;2;;;2;
7586012;5;1;5;89.553261398;2;3;2;2;2;;;1;3
7586012;6;1;6;89.553261398;1;3;2;2;2;;;1;2
7586012;7;1;7;89.553261398;1;3;2;2;2;;;2;
7586014;5;1;5;89.553261398;2;3;2;2;2;;;1;2
7586021;3;1;3;62.299160585;2;3;2;2;2;;;1;3
7586021;4;1;4;62.299160585;2;3;2;2;2;;;2;
7586025;5;1;5;84.207366139;2;3;2;2;2;;;1;2
7586028;4;1;4;56.732316591;2;3;2;2;2;;;2;
7586029;3;1;3;70.860403838;1;3;2;2;2;;;2;
7586031;2;1;2;26.678414931;1;3;2;2;2;;;2;
7586032;3;1;3;50.427118858;2;3;2;2;2;;;2;
7586033;3;1;3;57.568955694;3;3;2;2;2;;;2;
7586033;4;1;4;57.568955694;1;3;2;2;2;;;2;
7586041;2;1;2;22.388315349;1;3;2;2;2;;;1;2
7586090;3;1;3;94.532011387;1;3;2;2;2;;;1;1
7586118;4;1;4;42.867608969;3;3;2;2;2;;;2;
7586118;5;1;5;42.867608969;5;3;2;2;2;;;2;
7586122;4;1;4;98.504794702;4;3;2;2;2;;;1;3
7586123;5;1;5;99.781338847;5;3;2;2;2;;;1;3
7586123;6;1;6;99.781338847;6;3;2;2;2;;;1;4
7586128;4;1;4;96.994016965;4;3;2;2;2;;;1;3
7586140;3;1;3;82.823666921;3;3;2;2;2;;;1;4
7586140;4;1;4;82.823666921;2;3;2;2;2;;;2;
7586144;6;1;6;125.19073228;6;3;2;2;2;;;1;3
7586147;5;1;5;117.80950888;5;3;2;2;2;;;2;
7586147;6;1;6;117.80950888;6;3;2;2;2;;;2;
7586155;3;1;3;74.384645962;3;3;2;2;2;;;2;
7586159;2;1;2;31.877269793;2;3;2;2;2;;;1;3
7586160;3;1;3;50.726833674;2;3;2;2;2;;;2;
7586162;4;1;4;73.820903816;4;3;2;2;2;;;2;
7586164;3;1;3;79.970902384;3;4;2;2;2;;;2;
7586178;3;1;3;6.5410165529;2;3;2;2;2;;;2;
7586182;3;1;3;7.1951182082;2;3;2;2;2;;;2;
7586186;3;1;3;5.7963336896;3;3;2;2;2;;;2;
7586186;4;3;4;5.7963336896;4;3;2;2;2;;;2;
7586186;5;3;5;5.7963336896;5;3;2;2;2;;;2;
7586186;2;5;2;5.7963336896;2;3;2;2;2;;;2;
7586186;3;5;3;5.7963336896;3;3;2;2;2;;;2;
7586186;4;5;4;5.7963336896;4;3;2;2;2;;;2;
7586189;3;1;3;5.3239911643;1;3;2;2;2;;;2;
7586201;3;1;3;8.0225716222;3;3;2;2;2;;;2;
7586203;7;1;7;9.6625593235;1;3;2;2;2;;;2;
7586203;11;1;11;9.6625593235;1;4;2;2;2;;;2;
7586203;12;1;12;9.6625593235;1;4;2;2;2;;;1;5
7586205;3;1;3;5.9797140072;3;3;2;2;2;;;2;
7586207;3;1;3;17.565527129;3;3;2;2;2;;;2;
7586208;4;1;4;16.046252168;4;3;2;2;2;;;1;4
7586235;5;1;5;17.054071163;5;3;2;2;2;;;2;
7586236;5;1;5;20.398571387;5;3;2;2;2;;;1;15
7586242;2;1;2;9.1496478447;2;4;2;2;2;;;2;
7586247;2;1;2;5.1191333948;2;3;2;2;2;;;1;2
7586247;3;1;3;5.1191333948;3;3;2;2;2;;;2;
7586249;3;1;3;5.9960599658;3;3;2;2;2;;;1;2
7586252;3;1;3;9.5257667099;3;3;2;2;2;;;1;10
7586252;4;1;4;9.5257667099;4;3;2;2;2;;;2;
7586255;3;1;3;19.903394265;3;3;2;2;2;;;1;1
7586256;3;1;3;19.903394265;2;3;2;2;2;;;2;
7586256;4;1;4;19.903394265;2;3;2;2;2;;;1;1
7586258;3;1;3;12.717757157;3;3;2;2;2;;;2;
7586269;4;1;4;5.0577499305;2;3;2;2;2;;;1;6
7586280;3;1;3;28.749347272;2;3;2;2;2;;;1;5
7586282;3;1;3;28.749347272;3;3;2;2;2;;;1;5
7586282;7;1;7;28.749347272;6;3;2;2;2;;;1;5
7586286;4;1;4;22.169436125;5;3;2;2;2;;;2;
7586287;6;1;6;22.999477817;5;3;2;2;2;;;1;2
7586290;2;1;2;27.610336662;2;3;2;2;2;;;2;
7586291;2;1;2;9.2435342467;2;3;2;2;2;;;2;
7586291;3;1;3;9.2435342467;3;3;2;2;2;;;2;
7586293;3;1;3;22.999477817;3;3;2;2;2;;;1;2
7586293;4;1;4;22.999477817;4;3;2;2;2;;;1;2
7586295;3;1;3;17.19916471;3;3;2;2;2;;;1;10
7586300;4;1;4;17.467356805;2;6;2;2;2;;;2;
7586301;3;1;3;17.467356805;2;3;2;2;2;;;1;3
7586304;3;1;3;5.7521534712;2;4;2;2;2;;;1;8
7586305;3;1;3;26.028068845;3;3;2;2;2;;;1;10
7586306;3;1;3;21.353621469;2;3;2;2;2;;;1;5
7586321;2;1;2;43.124020908;1;3;2;2;2;;;1;5
7586322;3;1;3;43.124020908;3;3;2;2;2;;;2;
7586322;4;1;4;43.124020908;4;3;2;2;2;;;2;
7586324;3;1;3;6.9025841654;3;3;2;2;2;;;1;2
7586328;4;1;4;13.214310199;4;3;2;2;2;;;2;
7586328;5;1;5;13.214310199;5;3;2;2;2;;;2;
7586330;4;1;4;21.353621469;2;3;2;2;2;;;1;3
7586332;4;1;4;26.028068845;2;3;2;2;2;;;1;10
7586334;3;1;3;27.610336662;3;3;2;2;2;;;1;2
7586338;4;1;4;14.331012248;2;3;2;2;2;;;1;1
7586346;3;1;3;49.43619548;4;4;2;2;2;;;2;
7586347;3;1;3;62.869431814;3;3;2;2;2;;;1;4
7586347;4;1;4;62.869431814;4;3;2;2;2;;;1;1
7586351;3;1;3;54.319270783;3;6;2;2;2;;;2;
7586352;5;1;5;58.117031621;5;3;2;2;2;;;2;
7586354;2;1;2;65.589719799;1;3;2;2;2;;;2;
7586354;3;1;3;65.589719799;1;6;2;2;2;;;2;
7586357;4;1;4;16.557591147;2;3;2;2;2;;;1;2
7586360;3;1;3;62.398722566;3;3;2;2;2;;;1;1
7586360;4;1;4;62.398722566;4;3;2;2;2;;;1;1
7586361;4;1;4;74.313137773;1;3;2;2;2;;;1;6
7586364;2;1;2;69.681970616;2;4;2;2;2;;;1;2
7586366;3;1;3;66.961682631;3;3;2;2;2;;;2;
7586372;2;1;2;68.998183561;2;3;2;2;2;;;1;16
7586383;3;1;3;55.444437451;3;3;2;2;2;;;1;1
7586383;4;1;4;55.444437451;4;3;2;2;2;;;1;1
7586395;2;1;2;11.926335803;1;3;2;2;2;;;1;2
7586396;2;1;2;27.743048529;1;4;2;2;2;;;2;
7586397;3;1;3;26.320506537;2;3;2;2;2;;;1;3
7586397;4;1;4;26.320506537;2;3;2;2;2;;;1;2
7586407;5;1;5;29.160280986;5;6;2;2;2;;;2;
7586417;3;1;3;55.399460529;3;3;2;2;2;;;1;8
7586417;4;1;4;55.399460529;4;3;2;2;2;;;1;7
7586421;4;1;4;39.215925086;2;6;2;2;2;;;1;6
7586436;3;1;3;105.92203145;3;3;2;2;2;;;1;1
7586436;4;1;4;105.92203145;1;3;2;2;2;;;1;1
7586443;3;1;3;20.473728904;2;3;2;2;2;;;2;
7586446;3;1;3;131.86105856;3;3;2;2;2;;;1;5
7586448;2;1;2;113.33665911;2;3;2;2;2;;;1;3
7586451;3;1;3;25.794043218;2;3;2;2;2;;;2;
7586453;2;1;2;20.909572162;1;3;2;2;2;;;1;2
7586453;3;1;3;20.909572162;1;3;2;2;2;;;1;1
7586457;4;1;4;18.241588937;2;3;2;2;2;;;1;5
7586460;4;1;4;19.097433054;4;3;2;2;2;;;1;7
7586463;3;1;3;20.051309779;2;3;2;2;2;;;1;2
7586467;3;1;3;19.686541448;1;3;2;2;2;;;1;4
7586472;3;1;3;16.937875026;3;3;2;2;2;;;2;
7586475;3;1;3;111.60280438;3;3;2;2;2;;;2;
7586478;3;1;3;26.928915989;3;3;2;2;2;;;1;1
7586479;3;1;3;110.46315929;3;3;2;2;2;;;1;1
7586480;5;1;5;29.279355216;5;3;2;2;2;;;1;3
7586480;7;1;7;29.279355216;7;3;2;2;2;;;2;
7586480;8;1;8;29.279355216;6;6;2;2;2;;;2;
7586492;5;1;5;63.367787746;5;3;2;2;2;;;1;2
7586493;3;1;3;21.013629648;3;3;2;2;2;;;2;
7586504;3;1;3;25.534114163;3;3;2;2;2;;;1;7
7586506;3;1;3;29.734872412;2;3;2;2;2;;;1;5
7586511;3;1;3;21.09512251;2;3;2;2;2;;;1;2
7586519;2;1;2;14.907919753;2;3;2;2;2;;;1;2
7586520;3;1;3;31.034391604;4;3;2;2;2;;;1;3
7586521;5;1;5;41.171597794;5;3;2;2;2;;;2;
7586527;4;1;4;32.123315053;2;6;2;2;2;;;2;
7586532;2;1;2;97.013560451;1;3;2;2;2;;;1;3
7586535;4;1;4;72.546922436;1;3;2;2;2;;;1;3
7586543;4;1;4;101.7909262;1;3;2;2;2;;;1;3
7586543;5;1;5;101.7909262;1;3;2;2;2;;;1;2
7586546;3;1;3;34.204159842;2;3;2;2;2;;;1;6
7586547;3;1;3;27.563724602;3;3;2;2;2;;;1;6
7586549;3;1;3;27.563724602;3;3;2;2;2;;;1;1
7586553;4;1;4;47.382561621;4;3;2;2;2;;;2;
7586553;5;1;5;47.382561621;2;3;2;2;2;;;2;
7586563;5;1;5;65.199392763;1;3;2;2;2;;;1;5
7586563;6;1;6;65.199392763;1;3;2;2;2;;;2;
7586564;5;1;5;95.195428417;5;3;2;2;2;;;2;
7586565;5;1;5;55.942667328;2;3;2;2;2;;;1;1
7586565;6;1;6;55.942667328;2;3;2;2;2;;;2;
7586565;8;1;8;55.942667328;2;4;2;2;2;;;1;5
7586566;3;1;3;80.818711198;1;3;2;2;2;;;2;
7586572;2;1;2;45.130604316;1;3;2;2;2;;;2;
7586572;3;1;3;45.130604316;1;3;2;2;2;;;2;
7586587;4;1;4;57.743467202;4;3;2;2;2;;;1;2
7586608;3;1;3;12.442440379;3;3;2;2;2;;;2;
7586611;4;1;4;6.4985616423;1;3;2;2;2;;;2;
7586615;5;1;5;82.060826758;5;4;2;2;2;;;1;8
7586616;4;1;4;50.065866463;2;3;2;2;2;;;1;8
7586619;4;1;4;64.918296837;4;3;2;2;2;;;2;
7586638;5;1;5;20.107718803;2;3;2;2;2;;;1;3
7586640;5;1;5;20.665848189;3;3;2;2;2;;;2;
7586644;3;1;3;29.219887343;3;3;2;2;2;;;1;1
7586644;4;1;4;29.219887343;4;3;2;2;2;;;1;1
7586644;5;1;5;29.219887343;5;3;2;2;2;;;1;1
7586644;6;1;6;29.219887343;6;6;2;2;2;;;2;
7591548;3;1;3;115.13569828;1;3;2;2;2;;;1;5
7591550;8;1;8;359.29732714;7;6;2;2;2;;;2;
7591560;2;1;2;320.13611531;1;3;2;2;2;;;2;
7591560;3;1;3;320.13611531;1;3;2;2;2;;;2;
7591560;4;1;4;320.13611531;1;3;2;2;2;;;2;
7591562;2;1;2;302.67660819;2;3;2;2;2;;;2;
7591566;4;1;4;246.25881515;1;5;;;;;;2;
7591569;3;1;3;208.27747886;3;3;2;2;2;;;2;
7591574;3;1;3;152.06419638;3;3;2;2;2;;;2;
7591574;4;1;4;152.06419638;4;3;2;2;2;;;2;
7591574;5;1;5;152.06419638;5;3;2;2;2;;;2;
7591574;7;1;7;152.06419638;7;3;2;2;2;;;2;
7591574;9;1;9;152.06419638;9;3;2;2;2;;;2;
7591578;3;1;3;234.59042132;1;3;2;2;2;;;2;
7591580;4;1;4;43.224777332;4;3;2;2;2;;;2;
7591585;2;1;2;244.69278785;1;3;2;2;2;;;1;4
7591587;4;1;4;229.60439558;1;3;2;2;2;;;2;
7591589;3;1;3;227.47133634;1;3;2;2;2;;;2;
7591591;2;1;2;93.593401058;1;3;2;2;2;;;1;3
7591593;4;1;4;209.64420263;2;3;2;2;2;;;2;
7591596;3;1;3;109.36041622;2;3;2;2;2;;;2;
7591605;4;1;4;112.28164133;1;3;2;2;2;;;1;2
7591607;3;1;3;344.75109388;2;3;2;2;2;;;2;
7591615;3;1;3;28.620280663;1;3;2;2;2;;;2;
7591621;3;1;3;253.50567501;1;3;2;2;2;;;2;
7591621;4;1;4;253.50567501;1;3;2;2;2;;;2;
7591622;3;1;3;298.75571275;2;3;2;2;2;;;2;
7591629;4;1;4;308.19016092;2;3;2;2;2;;;2;
7591632;2;1;2;247.16443217;1;3;2;2;2;;;2;
7591637;3;1;3;143.29375001;1;3;2;2;2;;;2;
7591640;5;1;5;246.04576679;1;3;2;2;2;;;2;
7591683;3;1;3;1260.3162373;1;3;2;2;2;;;2;
7591683;4;1;4;1260.3162373;1;3;2;2;2;;;2;
7591684;3;1;3;158.7280405;3;3;2;2;2;;;1;6
7591684;4;1;4;158.7280405;4;3;2;2;2;;;2;
7591686;3;1;3;880.02017758;2;3;2;2;2;;;2;
7591687;2;1;2;1188.3708946;1;3;2;2;2;;;2;
7591690;8;1;8;605.33348381;8;3;2;2;2;;;2;
7591695;7;1;7;224.20530705;2;6;2;2;2;;;2;
7591695;8;1;8;224.20530705;2;6;2;2;2;;;2;
7591696;3;1;3;90.993828127;3;3;2;2;2;;;2;
7591700;3;1;3;224.64342331;3;3;2;2;2;;;1;12
7591702;3;1;3;321.83582033;4;3;2;2;2;;;2;
7591704;6;1;6;504.34365836;6;3;2;2;2;;;2;
7591722;7;1;7;186.78175783;6;3;2;2;2;;;1;1
7591726;3;1;3;349.80877565;3;3;2;2;2;;;2;
7591727;3;1;3;283.75816409;3;3;2;2;2;;;1;1
7591736;3;1;3;1173.241033;2;6;2;2;2;;;2;
7591743;3;1;3;1448.962031;3;3;2;2;2;;;2;
7591744;4;1;4;1075.7117295;4;3;2;2;2;;;2;
7591747;4;1;4;504.07753663;4;6;2;2;2;;;2;
7591750;3;2;3;7.3940492597;2;3;2;2;2;;;2;
7591750;4;2;4;7.3940492597;2;6;2;2;2;;;2;
7591751;5;1;5;7.2077007738;1;5;;;;;;2;
7591751;6;1;6;7.2077007738;1;3;2;2;2;;;2;
7591755;3;1;3;6.2113259335;2;3;2;2;2;;;1;4
7591755;4;1;4;6.2113259335;2;3;2;2;2;;;2;
7591759;4;1;4;5.0118569475;3;3;2;2;2;;;1;3
7591771;3;1;3;50.825263782;2;6;2;2;2;;;1;9
7591772;4;1;4;269.65854739;4;3;2;2;2;;;1;12
7591812;2;1;2;10.221816287;2;3;2;2;2;;;1;6
7591818;7;1;7;28.688616664;2;3;2;2;2;;;2;
