DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P10000;P400;P401;P402;P403;P407S2;P5971;P5971S2;P5971S2A1
7762273;4;1;4;102.87197384;4;3;2;2;2;;;2;
7762283;3;1;3;120.55942388;3;3;2;2;2;;;2;
7762287;3;1;3;53.839610827;3;3;2;2;2;;;2;
7762288;3;1;3;183.46377973;3;3;2;2;2;;;1;4
7762296;3;1;3;215.35844331;3;3;2;2;2;;;2;
7762297;4;1;4;211.04518899;4;3;2;2;2;;;2;
7762301;5;1;5;203.75858383;5;3;2;2;2;;;2;
7762311;3;1;3;225.43068664;3;3;2;2;2;;;2;
7762315;3;1;3;191.18226015;3;3;2;2;2;;;1;3
7762326;4;1;4;268.26375218;4;3;2;2;2;;;1;5
7762326;8;1;8;268.26375218;8;3;2;2;2;;;1;5
7762326;9;1;9;268.26375218;9;3;2;2;2;;;1;5
7762338;4;1;4;253.42123198;4;3;2;2;2;;;2;
7762343;3;1;3;183.9981712;3;3;2;2;2;;;1;3
7762363;3;1;3;54.912857161;3;3;2;2;2;;;1;2
7762363;4;1;4;54.912857161;4;3;2;2;2;;;1;1
7762365;3;1;3;54.912857161;3;3;2;2;2;;;1;4
7762374;3;1;3;19.734787019;3;3;2;2;2;;;2;
7762379;3;1;3;17.765692238;1;3;2;2;2;;;1;2
7762381;3;1;3;53.914441577;3;3;2;2;2;;;1;1
7762382;2;1;2;37.867714261;2;6;2;2;2;;;1;1
7762386;7;1;7;53.914441577;7;3;2;2;2;;;1;2
7762386;8;1;8;53.914441577;7;3;2;2;2;;;1;1
7762386;9;1;9;53.914441577;9;3;2;2;2;;;1;1
7762388;2;1;2;32.393002336;2;6;2;2;2;;;1;3
7762390;3;1;3;63.606600355;3;3;2;2;2;;;2;
7762390;4;1;4;63.606600355;4;3;2;2;2;;;1;5
7762394;5;1;5;41.420683528;5;3;2;2;2;;;2;
7762397;4;1;4;42.341777492;4;3;2;2;2;;;1;1
7762401;3;1;3;52.716342875;3;3;2;2;2;;;1;1
7762401;4;1;4;52.716342875;4;3;2;2;2;;;2;
7762402;4;1;4;15.366842606;4;3;2;2;2;;;1;1
7762408;5;1;5;30.880400687;5;3;2;2;2;;;1;2
7762409;3;1;3;13.179085719;3;3;2;2;2;;;1;1
7762413;2;1;2;14.826471434;2;3;2;2;2;;;2;
7762414;5;1;5;27.293583973;5;3;2;2;2;;;1;3
7762414;6;1;6;27.293583973;6;3;2;2;2;;;1;1
7762427;3;1;3;190.94043351;3;3;2;2;2;;;2;
7762427;4;1;4;190.94043351;4;3;2;2;2;;;1;5
7762428;3;1;3;190.94043351;3;3;2;2;2;;;1;5
7762438;4;1;4;97.172746919;2;3;2;2;2;;;2;
7762445;5;1;5;7.0680426317;1;3;2;2;2;;;2;
7762446;3;1;3;25.718636785;2;3;2;2;2;;;2;
7762446;4;1;4;25.718636785;2;6;2;2;2;;;2;
7762465;3;1;3;172.41260393;2;3;2;2;2;;;1;5
7762468;2;1;2;132.43384861;1;3;2;2;2;;;1;10
7762475;3;1;3;206.24112342;1;3;2;2;2;;;2;
7762484;2;1;2;294.47247032;2;3;2;2;2;;;2;
7762484;3;1;3;294.47247032;3;3;2;2;2;;;2;
7762484;4;1;4;294.47247032;1;6;2;2;2;;;2;
7762498;7;1;7;303.51985717;7;6;2;2;2;;;2;
7762512;4;1;4;310.04731379;4;3;2;2;2;;;1;1
7762514;4;1;4;273.74766193;4;3;2;2;2;;;2;
7762521;3;1;3;249.9664741;2;3;2;2;2;;;2;
7762523;2;1;2;249.9664741;1;3;2;2;2;;;2;
7762527;2;1;2;332.34540472;4;3;2;2;2;;;2;
7762529;3;1;3;232.02126385;2;3;2;2;2;;;2;
7762547;7;1;7;92.855831133;4;3;2;2;2;;;2;
7762549;3;1;3;68.827862344;3;3;2;2;2;;;1;6
7762549;4;1;4;68.827862344;2;5;;;;;;2;
7762554;2;1;2;74.650403311;1;3;2;2;2;;;2;
7762560;4;1;4;59.72621875;4;3;2;2;2;;;2;
7762565;3;1;3;78.465682634;2;4;2;2;2;;;1;5
7762570;3;1;3;140.55761805;2;4;2;2;2;;;2;
7762570;7;1;7;140.55761805;5;4;2;2;2;;;1;6
7762570;8;1;8;140.55761805;5;5;;;;;;2;
7762570;12;1;12;140.55761805;10;3;2;2;2;;;2;
7762570;13;1;13;140.55761805;10;5;;;;;;2;
7762573;4;1;4;36.677211959;4;5;;;;;;2;
7762588;4;1;4;47.659804361;2;3;2;2;2;;;2;
7762590;5;1;5;58.69432478;1;5;;;;;;2;
7762595;4;1;4;75.670773728;3;3;2;2;2;;;1;2
7762595;5;1;5;75.670773728;3;6;2;2;2;;;2;
7762611;3;1;3;51.110469772;1;3;2;2;2;;;2;
7762614;2;1;2;33.392801201;1;3;2;2;2;;;1;4
7762618;3;1;3;42.809030852;1;3;2;2;2;;;1;1
7762620;3;1;3;74.331765309;1;6;2;2;2;;;1;2
7762625;3;1;3;49.366225039;1;3;2;2;2;;;2;
7762628;3;1;3;85.125896063;2;3;2;2;2;;;2;
7762628;4;1;4;85.125896063;2;3;2;2;2;;;2;
7762631;5;1;5;41.735324313;4;3;2;2;2;;;1;2
7762635;3;1;3;37.855324289;1;3;2;2;2;;;1;3
7762640;4;1;4;30.091739215;1;3;2;2;2;;;2;
7762643;5;1;5;42.537974055;1;3;2;2;2;;;2;
7762643;6;1;6;42.537974055;1;3;2;2;2;;;2;
7762644;4;1;4;32.766115498;1;3;2;2;2;;;2;
7762646;3;1;3;34.261322603;1;3;2;2;2;;;1;1
7762654;2;1;2;43.045951448;1;3;2;2;2;;;2;
7762656;3;1;3;54.818116164;1;6;2;2;2;;;1;1
7762656;4;1;4;54.818116164;1;6;2;2;2;;;2;
7762658;3;1;3;75.10849031;1;3;2;2;2;;;1;2
7762658;4;1;4;75.10849031;1;3;2;2;2;;;2;
7762660;3;1;3;70.096733523;1;3;2;2;2;;;2;
7762698;3;1;3;27.329903976;2;3;2;2;2;;;2;
7762700;3;1;3;19.19631995;1;4;2;2;2;;;1;8
7762704;3;1;3;23.7574958;1;3;2;2;2;;;2;
7762722;2;1;2;41.902411302;1;3;2;2;2;;;2;
7762748;3;1;3;73.906829978;3;4;2;2;2;;;1;2
7762768;4;1;4;64.363995011;2;4;2;2;2;;;1;20
7762785;3;1;3;52.847882231;1;3;2;2;2;;;1;2
7762786;4;1;4;92.025672569;1;3;2;2;2;;;2;
7762786;5;1;5;92.025672569;1;3;2;2;2;;;2;
7762787;4;1;4;85.419463245;1;3;2;2;2;;;2;
7762797;3;1;3;106.1082123;1;3;2;2;2;;;2;
7762797;4;1;4;106.1082123;1;3;2;2;2;;;2;
7762799;3;1;3;66.267982677;1;3;2;2;2;;;2;
7762802;2;1;2;50.540689288;1;3;2;2;2;;;1;5
7762802;3;1;3;50.540689288;1;3;2;2;2;;;2;
7762803;2;1;2;64.893163126;1;3;2;2;2;;;2;
7762808;3;1;3;27.528593916;2;3;2;2;2;;;2;
7762809;5;1;5;16.090998753;2;3;2;2;2;;;1;3
7762809;6;1;6;16.090998753;2;3;2;2;2;;;1;3
7762817;4;1;4;46.586754837;1;3;2;2;2;;;2;
7762826;4;1;4;85.204805294;2;3;2;2;2;;;2;
7762835;3;1;3;48.245038701;2;3;2;2;2;;;2;
7762837;5;1;5;35.113080521;1;3;2;2;2;;;2;
7762838;3;1;3;64.363995011;1;6;2;2;2;;;2;
7762840;4;1;4;41.837049064;1;3;2;2;2;;;2;
7762844;3;1;3;64.363995011;1;3;2;2;2;;;2;
7762849;3;1;3;17.878887503;2;3;2;2;2;;;1;10
7762853;3;1;3;36.586016047;1;6;2;2;2;;;2;
7762869;2;1;2;38.526624557;1;3;2;2;2;;;2;
7762870;3;1;3;60.557329812;1;6;2;2;2;;;2;
7762870;4;1;4;60.557329812;1;6;2;2;2;;;2;
7762871;3;1;3;74.402992453;1;3;2;2;2;;;2;
7762871;4;1;4;74.402992453;1;4;2;2;2;;;2;
7762875;2;1;2;74.402992453;1;3;2;2;2;;;2;
7762875;3;1;3;74.402992453;1;3;2;2;2;;;2;
7762880;3;1;3;18.600748113;2;6;2;2;2;;;1;14
7762886;6;1;6;74.402992453;1;3;2;2;2;;;2;
7762886;7;1;7;74.402992453;1;3;2;2;2;;;2;
7762886;8;1;8;74.402992453;1;3;2;2;2;;;2;
7762886;9;1;9;74.402992453;1;3;2;2;2;;;2;
7762886;10;1;10;74.402992453;1;3;2;2;2;;;2;
7762889;5;1;5;61.637263096;1;3;2;2;2;;;2;
7762893;4;1;4;54.449765793;1;3;2;2;2;;;2;
7762894;3;1;3;37.848092735;1;3;2;2;2;;;2;
7762895;2;1;2;25.430664995;1;3;2;2;2;;;2;
7762905;4;1;4;43.097745465;4;3;2;2;2;;;2;
7762913;3;1;3;44.606680723;3;3;2;2;2;;;2;
7762914;3;1;3;44.606680723;1;6;2;2;2;;;2;
7762921;3;1;3;59.704447508;1;3;2;2;2;;;2;
7762950;3;1;3;41.452850797;2;3;2;2;2;;;2;
7762965;3;1;3;87.960740003;1;3;2;2;2;;;1;5
7762969;4;1;4;53.278285523;2;6;2;2;2;;;2;
7762970;3;1;3;56.010602218;1;3;2;2;2;;;2;
7762988;3;1;3;22.786068786;2;3;2;2;2;;;1;6
7763010;4;1;4;59.077850022;1;3;2;2;2;;;2;
7763011;2;1;2;29.495369791;1;6;2;2;2;;;2;
7763019;4;1;4;27.495306274;1;3;2;2;2;;;2;
7763070;3;1;3;17.813062745;1;3;2;2;2;;;2;
7763077;4;1;4;18.19660561;2;3;2;2;2;;;2;
7763094;7;1;7;44.002310984;2;4;2;2;2;;;2;
7763151;2;1;2;1322.160847;1;3;2;2;2;;;2;
7763156;3;1;3;1829.7503405;3;3;2;2;2;;;2;
7763156;4;1;4;1829.7503405;4;3;2;2;2;;;2;
7763174;3;1;3;2130.5020979;1;3;2;2;2;;;2;
7763182;4;1;4;1610.6334035;1;3;2;2;2;;;2;
7763184;6;1;6;1768.1735098;6;3;2;2;2;;;2;
7763208;3;1;3;2023.0479088;3;3;2;2;2;;;2;
7763229;4;1;4;1563.1063904;2;3;2;2;2;;;1;4
7763232;2;1;2;1487.4309528;1;3;2;2;2;;;1;2
7763232;3;1;3;1487.4309528;1;3;2;2;2;;;2;
7763237;2;1;2;1409.2225927;1;3;2;2;2;;;1;2
7763239;3;1;3;1530.2305003;1;3;2;2;2;;;2;
7763241;3;1;3;1586.4464014;2;3;2;2;2;;;2;
7763244;3;1;3;1636.5427913;1;3;2;2;2;;;2;
7763248;3;1;3;1811.7358954;2;3;2;2;2;;;2;
7763253;4;1;4;1410.174579;1;3;2;2;2;;;1;1
7763281;3;1;3;1530.2305003;1;3;2;2;2;;;1;2
7763282;3;1;3;1883.2319152;2;3;2;2;2;;;2;
7763283;5;1;5;1296.196919;1;3;2;2;2;;;2;
7763327;2;1;2;1531.0072612;1;3;2;2;2;;;2;
7763334;3;1;3;1719.4170294;2;3;2;2;2;;;2;
7763337;3;1;3;1704.4016783;2;4;2;2;2;;;2;
7763341;4;1;4;1680.049489;1;3;2;2;2;;;2;
7763341;5;1;5;1680.049489;1;3;2;2;2;;;2;
7763343;3;1;3;1393.4662263;1;3;2;2;2;;;2;
7763345;2;1;2;1426.9792865;1;3;2;2;2;;;1;1
7763354;3;1;3;1798.2648079;1;3;2;2;2;;;2;
7763365;6;1;6;1476.4235409;2;3;2;2;2;;;2;
7763367;2;1;2;1636.1740481;1;3;2;2;2;;;2;
7763375;3;1;3;1695.505656;2;3;2;2;2;;;2;
7763404;3;1;3;1283.1911728;2;3;2;2;2;;;2;
7763434;4;1;4;1772.7262488;2;3;2;2;2;;;2;
7763448;2;1;2;1059.9281039;2;3;2;2;2;;;2;
7763478;3;1;3;1504.6276682;1;3;2;2;2;;;2;
7763509;3;1;3;1917.4518881;2;4;2;2;2;;;1;1
7763530;2;1;2;1837.9872146;1;3;2;2;2;;;1;3
7763530;3;1;3;1837.9872146;1;3;2;2;2;;;1;2
7763545;3;1;3;1525.9550904;1;3;2;2;2;;;2;
7763566;6;1;6;19.593244023;1;3;2;2;2;;;2;
7763566;7;1;7;19.593244023;1;3;2;2;2;;;1;1
7763567;3;1;3;10.279248179;1;3;2;2;2;;;1;1
7763575;3;1;3;9.5026243272;2;3;2;2;2;;;2;
7763591;3;1;3;13.820215138;3;3;2;2;2;;;1;2
7763594;2;1;2;5.3881421063;2;3;2;2;2;;;1;6
7763612;3;1;3;13.808400956;3;3;2;2;2;;;2;
7763615;3;1;3;9.2056006372;3;4;2;2;2;;;1;5
7763624;3;1;3;13.116638712;3;3;2;2;2;;;1;4
7763624;4;1;4;13.116638712;2;3;2;2;2;;;2;
7763625;3;1;3;9.2056006372;1;3;2;2;2;;;1;8
7763631;3;1;3;20.340349782;3;6;2;2;2;;;2;
7763632;4;1;4;14.097368482;2;3;2;2;2;;;2;
7763636;3;1;3;657.07499554;1;3;2;2;2;;;1;3
7763637;3;1;3;503.84679539;2;3;2;2;2;;;2;
7763640;3;1;3;711.44527867;3;3;2;2;2;;;2;
7763640;4;1;4;711.44527867;2;3;2;2;2;;;2;
7763643;3;1;3;815.22605456;2;3;2;2;2;;;2;
7763643;4;1;4;815.22605456;2;3;2;2;2;;;2;
7763644;3;1;3;902.87436522;3;3;2;2;2;;;2;
7763653;4;1;4;41.553771864;1;3;2;2;2;;;2;
7763660;3;1;3;29.739455765;1;3;2;2;2;;;2;
7763665;5;1;5;168.83241733;2;3;2;2;2;;;2;
7763667;4;1;4;976.55518871;4;6;2;2;2;;;1;2
7763682;4;1;4;265.0917408;4;3;2;2;2;;;2;
7763714;3;1;3;977.40454734;2;4;2;2;2;;;2;
7763733;4;1;4;655.05902896;4;3;2;2;2;;;2;
7763742;2;1;2;118.74152871;1;3;2;2;2;;;2;
7763758;5;1;5;22.402180628;5;3;2;2;2;;;2;
7763759;6;1;6;19.459351381;2;3;2;2;2;;;1;4
7763759;7;1;7;19.459351381;1;3;2;2;2;;;2;
7763760;7;1;7;19.459351381;7;3;2;2;2;;;2;
7763760;8;1;8;19.459351381;8;3;2;2;2;;;2;
7763768;4;1;4;154.40478278;4;3;2;2;2;;;2;
7763770;4;1;4;798.54290073;1;3;2;2;2;;;1;1
7763771;4;1;4;78.096768901;2;3;2;2;2;;;2;
7763776;3;1;3;73.228098814;3;3;2;2;2;;;1;4
7763782;3;1;3;25.60344896;1;3;2;2;2;;;1;1
7763788;2;1;2;7.7593992188;1;3;2;2;2;;;2;
7763789;4;1;4;90.889408551;4;3;2;2;2;;;1;16
7763792;4;1;4;13.940463486;4;3;2;2;2;;;1;1
7763794;3;1;3;68.351023407;3;3;2;2;2;;;1;7
7763800;5;1;5;67.123716245;5;3;2;2;2;;;1;5
7763803;5;1;5;54.980094588;5;3;2;2;2;;;1;1
7763804;4;1;4;68.351023407;4;3;2;2;2;;;1;10
7763812;5;1;5;70.273219618;1;3;2;2;2;;;2;
7763824;3;1;3;70.527710087;3;3;2;2;2;;;1;4
7763825;3;1;3;282.11084035;3;6;2;2;2;;;1;3
7763825;4;1;4;282.11084035;4;6;2;2;2;;;1;3
7763826;4;1;4;199.76533492;4;3;2;2;2;;;2;
7763828;3;1;3;776.7590921;2;3;2;2;2;;;1;5
7763829;3;1;3;937.27201819;2;3;2;2;2;;;1;6
7763829;4;1;4;937.27201819;2;3;2;2;2;;;1;3
7763887;4;1;4;122.55773805;1;4;2;2;2;;;1;5
7763896;3;1;3;153.1402086;2;3;2;2;2;;;2;
7763901;3;1;3;716.09444366;1;3;2;2;2;;;2;
7763903;3;1;3;1180.5492983;1;3;2;2;2;;;1;1
7763904;3;1;3;1099.7037501;1;3;2;2;2;;;1;1
7763909;3;1;3;1009.1158772;2;3;2;2;2;;;2;
7763909;4;1;4;1009.1158772;2;3;2;2;2;;;2;
7763918;4;1;4;84.242495297;2;3;2;2;2;;;2;
7763954;3;1;3;723.97826067;2;3;2;2;2;;;2;
7763955;3;1;3;929.83476965;1;3;2;2;2;;;2;
7763988;4;1;4;550.7686259;4;3;2;2;2;;;2;
7764001;3;1;3;447.46542791;2;3;2;2;2;;;2;
7764001;4;1;4;447.46542791;2;3;2;2;2;;;2;
7764008;4;1;4;483.13575116;1;3;2;2;2;;;2;
7764033;3;1;3;701.50720219;1;3;2;2;2;;;2;
7764033;4;1;4;701.50720219;1;3;2;2;2;;;2;
7764187;2;1;2;167.91422363;2;3;2;2;2;;;1;1
7764189;3;1;3;178.94454839;3;3;2;2;2;;;2;
7764195;3;1;3;304.62540584;3;3;2;2;2;;;2;
7764195;5;1;5;304.62540584;5;3;2;2;2;;;2;
7764199;3;1;3;227.23530452;3;3;2;2;2;;;1;1
7764206;3;1;3;200.72384941;3;3;2;2;2;;;1;2
7764209;3;1;3;179.95931327;3;3;2;2;2;;;1;2
7764214;3;1;3;167.02713584;3;3;2;2;2;;;2;
7764240;3;1;3;188.96389605;3;3;2;2;2;;;1;2
7764241;3;1;3;113.38531652;3;3;2;2;2;;;2;
7764241;4;1;4;113.38531652;4;3;2;2;2;;;2;
7764244;3;1;3;137.9025404;3;3;2;2;2;;;1;1
7764251;5;1;5;335.18546394;5;3;2;2;2;;;2;
7764251;6;1;6;335.18546394;7;3;2;2;2;;;2;
7764254;4;1;4;192.64208265;4;3;2;2;2;;;1;1
7764255;3;1;3;188.68268274;3;3;2;2;2;;;1;2
7764262;2;1;2;93.662024249;1;3;2;2;2;;;2;
7764263;3;1;3;195.15418458;3;3;2;2;2;;;2;
7764265;3;1;3;214.24630029;3;3;2;2;2;;;2;
7764271;4;1;4;507.76252389;4;3;2;2;2;;;2;
7764271;5;1;5;507.76252389;5;3;2;2;2;;;1;2
7764284;3;1;3;70.703348412;2;5;;;;;;2;
7764288;3;1;3;90.396915846;3;3;2;2;2;;;2;
7764288;4;1;4;90.396915846;4;3;2;2;2;;;2;
7764289;3;1;3;101.95720986;3;6;2;2;2;;;2;
7764295;3;1;3;50.341397823;2;3;2;2;2;;;1;1
7764307;3;1;3;38.440366331;3;3;2;2;2;;;1;1
7764311;3;1;3;56.504252651;3;3;2;2;2;;;1;3
7764312;2;1;2;37.776680082;2;3;2;2;2;;;2;
7764314;3;1;3;79.538095734;3;6;2;2;2;;;1;1
7764317;3;1;3;75.720824138;3;3;2;2;2;;;2;
7764318;3;1;3;93.999898455;3;3;2;2;2;;;1;1
7764326;3;1;3;58.031111205;3;3;2;2;2;;;1;2
7764329;5;1;5;88.533227193;5;6;2;2;2;;;2;
7764334;3;1;3;61.471693395;3;6;2;2;2;;;1;1
7764343;3;1;3;75.145857852;3;3;2;2;2;;;2;
7764344;3;1;3;57.313229286;3;3;2;2;2;;;1;6
7764345;2;1;2;61.471693395;2;3;2;2;2;;;2;
7764360;3;1;3;115.01603133;3;3;2;2;2;;;2;
7764360;4;1;4;115.01603133;2;3;2;2;2;;;2;
7764364;4;1;4;81.911945435;3;3;2;2;2;;;2;
7764366;3;1;3;97.702479857;3;3;2;2;2;;;2;
7764366;4;1;4;97.702479857;1;3;2;2;2;;;2;
7764367;3;1;3;95.694387001;1;3;2;2;2;;;2;
7764368;3;1;3;96.426577009;1;3;2;2;2;;;2;
7764370;3;1;3;161.88703162;3;3;2;2;2;;;2;
7764370;4;1;4;161.88703162;4;3;2;2;2;;;2;
7764376;3;1;3;79.556944351;3;4;2;2;2;;;1;2
7764377;3;1;3;96.426577009;1;3;2;2;2;;;2;
7764377;4;1;4;96.426577009;1;3;2;2;2;;;2;
7764380;4;1;4;142.17220124;4;3;2;2;2;;;2;
7764382;3;1;3;167.07741851;3;3;2;2;2;;;2;
7764382;4;1;4;167.07741851;4;3;2;2;2;;;2;
7764384;4;1;4;167.72893696;4;3;2;2;2;;;2;
7764385;4;1;4;144.04478293;4;3;2;2;2;;;2;
7764386;2;1;2;94.277103352;1;3;2;2;2;;;2;
7764388;3;1;3;130.80141581;1;3;2;2;2;;;2;
7764389;5;1;5;186.26309095;5;3;2;2;2;;;2;
7764389;6;1;6;186.26309095;1;3;2;2;2;;;2;
7764391;3;1;3;95.741122305;3;3;2;2;2;;;2;
7764393;3;1;3;97.301607044;1;3;2;2;2;;;2;
7764394;5;1;5;231.46691362;1;3;2;2;2;;;2;
7764395;4;1;4;121.05487181;4;3;2;2;2;;;2;
7764396;4;1;4;119.49438707;4;3;2;2;2;;;2;
7764397;3;1;3;139.23118209;2;3;2;2;2;;;2;
7764406;5;1;5;208.38912406;5;3;2;2;2;;;2;
7764411;4;1;4;207.60227746;4;3;2;2;2;;;2;
7764411;5;1;5;207.60227746;1;3;2;2;2;;;2;
7764420;4;1;4;202.56823796;1;3;2;2;2;;;2;
7764421;4;1;4;164.6248649;1;3;2;2;2;;;2;
7764432;3;1;3;204.0429306;3;3;2;2;2;;;2;
7764432;4;1;4;204.0429306;4;3;2;2;2;;;2;
7764434;3;1;3;193.74519457;3;3;2;2;2;;;2;
7764435;3;1;3;303.19244048;1;3;2;2;2;;;2;
7764435;4;1;4;303.19244048;1;4;2;2;2;;;1;1
7764438;3;1;3;170.91621678;1;3;2;2;2;;;2;
7764445;3;1;3;796.14009164;1;3;2;2;2;;;2;
7764454;4;1;4;740.44631659;4;3;2;2;2;;;2;
7764457;4;1;4;1246.9116202;4;3;2;2;2;;;2;
7764457;2;2;2;1246.9116202;2;3;2;2;2;;;2;
7764459;3;1;3;1332.833727;2;3;2;2;2;;;1;2
7764463;4;1;4;2062.5788042;4;3;2;2;2;;;2;
7764468;4;1;4;1344.9390107;1;3;2;2;2;;;1;2
7764470;4;1;4;813.70255982;2;3;2;2;2;;;2;
7764476;4;1;4;2143.6240309;1;3;2;2;2;;;2;
7764477;6;1;6;1760.5388114;6;3;2;2;2;;;2;
7764482;5;1;5;1303.2036687;5;3;2;2;2;;;2;
7764493;4;1;4;307.48394319;2;3;2;2;2;;;1;7
7764495;5;1;5;531.24439833;2;3;2;2;2;;;2;
7764495;6;1;6;531.24439833;2;6;2;2;2;;;2;
7764521;6;1;6;239.53642047;6;3;2;2;2;;;1;5
7764527;5;1;5;143.65516275;5;3;2;2;2;;;2;
7764572;3;1;3;390.31608662;1;3;2;2;2;;;1;4
7764573;2;1;2;373.47727735;1;3;2;2;2;;;2;
7764573;3;1;3;373.47727735;1;3;2;2;2;;;1;3
7764577;4;1;4;323.5049969;2;3;2;2;2;;;2;
7764585;3;1;3;509.943388;2;3;2;2;2;;;2;
7764585;4;1;4;509.943388;2;3;2;2;2;;;2;
7764787;4;1;4;46.399942015;2;3;2;2;2;;;2;
7764993;3;1;3;6.4854475776;3;3;2;2;2;;;2;
7764994;3;1;3;6.4854475776;3;3;2;2;2;;;2;
7765008;4;1;4;14.776450433;4;3;2;2;2;;;2;
7765013;3;1;3;4.2860827844;2;3;2;2;2;;;1;3
7765014;4;1;4;5.6693979074;1;3;2;2;2;;;2;
7765014;5;1;5;5.6693979074;1;3;2;2;2;;;2;
7765016;5;1;5;9.089208786;5;3;2;2;2;;;1;6
7765018;5;1;5;8.6714219983;5;3;2;2;2;;;2;
7765019;3;1;3;14.776450433;3;3;2;2;2;;;2;
7765019;4;1;4;14.776450433;4;5;;;;;;2;
7765020;3;1;3;10.381200009;1;3;2;2;2;;;1;4
7765024;3;1;3;15.358020521;1;3;2;2;2;;;2;
7765024;4;1;4;15.358020521;1;6;2;2;2;;;2;
7765025;4;1;4;15.474457695;1;3;2;2;2;;;1;3
7765025;5;1;5;15.474457695;1;3;2;2;2;;;2;
7765026;2;1;2;9.6768373917;1;3;2;2;2;;;2;
7765027;4;1;4;11.069490594;4;3;2;2;2;;;1;10
7765030;7;1;7;7.5856884257;1;6;2;2;2;;;2;
7765034;3;1;3;15.358020521;1;3;2;2;2;;;1;3
7765034;4;1;4;15.358020521;1;3;2;2;2;;;2;
7765035;5;1;5;19.088656372;5;3;2;2;2;;;2;
7765035;6;1;6;19.088656372;6;3;2;2;2;;;2;
7765038;5;1;5;10.662290452;2;3;2;2;2;;;1;6
7765040;4;1;4;6.764888635;4;3;2;2;2;;;2;
7765041;5;1;5;4.7721640931;2;3;2;2;2;;;1;7
7765045;5;1;5;12.809137252;5;3;2;2;2;;;1;12
7765047;4;1;4;6.0402422203;4;3;2;2;2;;;1;12
7765049;3;1;3;11.469500961;3;3;2;2;2;;;1;12
7765049;4;1;4;11.469500961;4;3;2;2;2;;;2;
7765049;5;1;5;11.469500961;5;3;2;2;2;;;2;
7765051;3;1;3;6.6290160542;3;3;2;2;2;;;1;12
7765053;3;1;3;20.82398877;2;4;2;2;2;;;1;7
7765055;3;1;3;19.088656372;1;3;2;2;2;;;2;
7765064;3;1;3;15.341948489;3;3;2;2;2;;;2;
7765064;4;1;4;15.341948489;2;3;2;2;2;;;2;
7765066;3;1;3;10.381200009;3;3;2;2;2;;;1;12
7765067;3;1;3;10.045055318;2;4;2;2;2;;;1;5
7765068;3;1;3;14.860725694;2;3;2;2;2;;;1;6
7765072;4;1;4;10.173273857;4;3;2;2;2;;;2;
7765075;3;1;3;5.879836965;3;3;2;2;2;;;2;
7765076;3;1;3;10.045055318;3;3;2;2;2;;;2;
7765081;3;1;3;8.2099309753;2;3;2;2;2;;;2;
7765082;3;1;3;4.5133955864;2;3;2;2;2;;;1;7
7765083;3;1;3;11.419113278;2;3;2;2;2;;;1;6
7765094;4;1;4;6.6459876621;2;3;2;2;2;;;1;4
7765097;4;1;4;6.2807796109;4;3;2;2;2;;;2;
7765101;3;1;3;14.273891597;2;3;2;2;2;;;1;3
7765102;3;1;3;17.82371214;3;3;2;2;2;;;2;
7765103;3;1;3;17.805059784;3;3;2;2;2;;;2;
7765110;3;1;3;10.262413719;3;3;2;2;2;;;2;
7765110;4;1;4;10.262413719;4;3;2;2;2;;;2;
7765113;4;1;4;4.4306584414;4;3;2;2;2;;;2;
7765114;2;1;2;8.9992653483;2;3;2;2;2;;;2;
7765117;5;1;5;8.6497684235;5;3;2;2;2;;;2;
7765118;6;1;6;15.387311967;1;6;2;2;2;;;2;
7765120;3;1;3;14.273891597;1;6;2;2;2;;;2;
7765123;3;1;3;6.8343145806;3;3;2;2;2;;;2;
7765125;3;1;3;14.258969712;3;3;2;2;2;;;2;
7765126;3;1;3;12.831171455;3;3;2;2;2;;;2;
7765129;3;1;3;9.6383004763;3;3;2;2;2;;;2;
7765130;3;1;3;14.258969712;4;3;2;2;2;;;2;
7765133;3;1;3;19.011959617;3;3;2;2;2;;;2;
7765140;3;1;3;14.736127559;2;3;2;2;2;;;1;3
7765140;4;1;4;14.736127559;2;3;2;2;2;;;2;
7765145;4;1;4;4.5789246546;4;3;2;2;2;;;2;
7765301;3;1;3;637.92662769;2;3;2;2;2;;;1;10
7765303;5;1;5;2.066019237;5;3;2;2;2;;;2;
7765303;6;1;6;2.066019237;6;6;2;2;2;;;2;
7765316;5;1;5;2.1250483581;5;3;2;2;2;;;2;
7765318;4;1;4;2.3906794029;4;3;2;2;2;;;2;
7765320;4;1;4;3.1875725371;4;3;2;2;2;;;2;
7765323;3;1;3;3.1875725371;3;3;2;2;2;;;2;
7765324;2;1;2;2.3611648423;2;3;2;2;2;;;1;2
7765327;6;1;6;14.875338507;6;3;2;2;2;;;1;1
7765328;6;1;6;14.875338507;6;3;2;2;2;;;1;1
7765337;3;1;3;9.5202166443;1;3;2;2;2;;;2;
7765339;3;1;3;2.78912597;3;3;2;2;2;;;1;1
7765339;4;1;4;2.78912597;4;3;2;2;2;;;1;1
7765340;2;1;2;1.7000386865;1;3;2;2;2;;;2;
7765341;5;1;5;9.6204428527;5;3;2;2;2;;;2;
7765345;5;1;5;11.710591997;5;3;2;2;2;;;1;2
7765345;6;1;6;11.710591997;6;3;2;2;2;;;2;
7765351;5;1;5;15.619105432;5;3;2;2;2;;;2;
