DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P51;P772;P773;P6169;P6169S1;P8564;P8564S1;P8566;P8566S1;P8568;P8568S1;P6191;P6191S1;P8572;P8572S1;P8574;P8574S1;P8576;P8576S1;P55;P774;P774S1;P774S2;P774S3;P775;P776;P776S1;P776S2;P776S3;P58;P58S1;P58S2;P777;P778;P779;P779S1;P779S1A1;P779S2;P779S2A1;P779S3;P779S3A1;P779S11;P779S11A1;P779S12;P779S12A1;P779S5;P779S5A1;P779S6;P779S6A1;P779S7;P779S7A1;P779S8;P779S8A1;P779S13;P779S13A1;P779S9;P779S14;P779S9A2
7721774;4;1;4;93.198712961;1;;3;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;3;;;;;;;;;;;;;;;1;2;;;;;;;;;;;
7721778;4;1;4;103.08881996;1;;2;2;;2;;2;;1;10000;1;10000;2;;2;;2;;1;3;;;10000;1;3;;;3000;1;2;;;;;1;2;;;;;;;;;;;;;1;2;;;;;;;
7721779;3;1;3;94.145435741;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;1;1;;;;;;;;;;;
7721781;6;1;6;123.7072722;3;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;5;;;;;1;2;;;;;1;1;1;2;1;2;1;2;;;;;;;;;
7721784;4;1;4;122.39837189;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;1;2;1;2;1;2;;;;;;;;;
7721799;4;1;4;123.78088259;1;;4;2;;1;100000;2;;2;;1;73000;2;;2;;2;;2;;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;;;;;1;1;;;;;;;
7721801;5;1;5;152.56901046;2;3;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;1;1;1;1;;;;;;;;;;;;;;;
7721803;3;1;3;131.84063108;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;1;1;1;2;;;1;1;;;1;1;;;;;;;;;;;
7721813;4;1;4;116.42922577;1;;1;1;25000;2;;1;30000;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;5;;;;;1;2;1;2;;;1;2;;;;;;;1;2;;;;;;;
7721817;5;1;5;174.74089316;5;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;2;;2;34;6;;;;;;;;;;;;1;1;1;1;1;1;;;;;;;
7721853;5;1;5;396.50901051;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;1;2;;;;;;;
7721870;4;1;4;376.98770016;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;1;2;1;2;;;1;2;;;1;2;1;2;1;1;;;;;;;
7721886;3;1;3;174.01644395;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;2;;;1;2;;;;;;;;;;;
7721909;4;1;4;236.24926423;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;;;;;1;1;;;;;;;
7721910;2;1;2;158.29318346;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;;;1;2;;;;;;;;;;;;;;;;;;;
7721926;5;1;5;286.02563893;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;1;2;;;1;1;;;;;;;;;1;1;;;;;
7721938;3;1;3;521.23422692;2;9;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;1;;;;;;;1;1;;;;;;;
7721955;3;1;3;276.42131052;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;1;1;;;;;;;;;;;
7721956;3;1;3;212.50657277;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;1;;;;;;;;;;;1;1;;;;;;;
7721962;5;1;5;252.55555801;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;1;1;;;;;
7721966;2;1;2;169.20578802;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;1;1;;;1;1;;;;;;;
7721967;2;1;2;169.20578802;5;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;1;1;;;;;;;;;;;
7721977;4;1;4;321.45317254;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;1;1;;;;;;;;;;;
7721986;5;1;5;275.25289289;1;;1;2;;2;;2;;2;;1;10000;2;;2;;2;;1;3;;;6000;1;3;;;4000;1;2;;;;;1;2;1;1;1;1;1;1;;;;;1;1;1;1;;;;;;;
7721987;2;1;2;187.23221978;2;8;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;
7721988;4;1;4;468.26658948;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;1;3;1;2;1;2;;;;;1;2;1;3;1;2;;;;;;;
7721989;2;1;2;187.23221978;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7721990;3;1;3;220.05885274;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7722003;3;1;3;394.45879951;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;5000;1;3;;;5000;1;1;;;;;;;;;;;1;2;;;;;1;2;1;2;;;1;2;;;
7722004;2;1;2;339.46955898;1;;1;2;;2;;2;;1;50000;2;;2;;2;;2;;1;3;;;5000;1;3;;;5000;1;1;;;;;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;;;;;
7722007;6;1;6;80.951747092;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;5;;;;;;;;;;;;;;;;;;;1;1;1;2;;;;;
7722019;4;1;4;293.62993306;3;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;1;1;1;2;1;2;1;2;1;1;;;
7722020;6;1;6;270.1301927;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;5;;;;;1;1;;;;;1;1;;;;;;;;;;;;;;;
7722026;6;1;6;152.29452421;2;4;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7722026;9;1;9;152.29452421;5;5;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;1;1;1;1;1;1;;;;;;;
7722029;3;1;3;199.47348886;2;9;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;1;1;1;1;;;;;1;2;1;1;1;1;;;;;
7722029;4;1;4;199.47348886;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;1;;;1;1;;;;;;;1;1;;;;;;;
7722031;4;1;4;303.32453317;5;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;2;;2;52;4;;;;;;;;;;;;;;;;;;;;;;;1;
7722031;5;1;5;303.32453317;5;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;2;;2;52;2;;;;;;;;;;;;1;1;;;;;;;;;;;
7722044;4;1;4;341.91695235;1;;5;1;500000;2;;2;;1;300000;1;150000;1;130000;2;;2;;1;4;;;;1;4;;;;1;6;;;;;1;1;1;1;;;1;1;;;;;1;2;1;1;;;;;;;
7722047;6;1;6;201.2786349;5;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7722052;4;1;4;268.0665099;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7722057;4;1;4;22.674215844;2;6;;;;;;;;;;;;;;;;;;1;4;;;;2;;;;;1;2;;;;;;;;;;;;;;;1;2;;;;;;;;;;;
7722077;3;1;3;99.02964088;6;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;1;1;;;;;;;1;1;;;1;1;;;
7722078;4;1;4;141.09152279;5;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;2;;2;46;4;;;;1;1;;;;;;;;;;;1;1;;;;;;;
7722080;4;1;4;94.969860821;2;4;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7722091;6;1;6;228.81453161;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7722093;2;1;2;267.50725857;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;1;2;;;1;2;;;;;;;1;1;;;;;;;
7722093;3;1;3;267.50725857;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7722096;2;1;2;214.45358558;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;1;;;;;;;;;;;1;1;;;;;;;1;1;;;;;;;
7722097;4;1;4;241.65604431;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7722098;3;1;3;143.65678194;2;4;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;1;;;;;;;;;;;;;;;;;1;2;1;1;;;;;;;
7722100;3;1;3;357.78978577;1;;4;1;50000;2;;1;60000;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;2;;2;35;3;;;;;;;;1;2;;;;;;;1;1;;;;;;;
7722112;3;1;3;166.76185602;1;;5;1;200000;1;100000;1;80000;2;;1;150000;1;100000;1;100000;2;;1;1;;;;1;4;;;;2;;2;44;1;;;;;;;;;;;;;;;;1;1;;;1;1;;;
7722113;4;1;4;236.45166153;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7722121;3;1;3;205.48440435;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;;;;;1;2;;;;;;;
7722131;3;1;3;73.712280974;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7722142;3;1;3;42.553086313;3;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;;;1;2;;;;;;;1;1;;;;;;;
7722142;4;1;4;42.553086313;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;;;1;2;;;;;;;1;1;;;;;;;
7722149;5;1;5;121.47895805;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7722158;3;1;3;47.342296252;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7722162;5;1;5;85.437515251;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;4;;;;;;;;;;;;;;;;;;;;;
7722165;3;1;3;74.332949603;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7722178;4;1;4;54.959512631;1;;4;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;1;;;;;;;1;2;;;1;2;;;;;;;1;1;;;;;;;
7722195;3;1;3;182.65280387;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7722203;3;1;3;102.66259851;2;3;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;1;1;;;;;1;2;;;;;;;;;
7722203;4;1;4;102.66259851;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7722207;4;1;4;53.181272803;2;6;;;;;;;;;;;;;;;;;;1;4;;;;2;;;;;1;2;;;;;;;1;2;;;;;;;;;;;;;;;;;;;
7722210;4;1;4;47.863145523;3;3;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;1;1;;;1;1;;;;;;;;;;;
7722219;5;1;5;72.428336494;3;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7722225;4;1;4;58.35147107;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;2;;;1;3;;;1;1;;;;;;;
7722229;3;1;3;35.10292273;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;1;1;;;;;;;;;;;
7722230;5;1;5;89.285343797;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;1;2;;;;;;;;;;;
7722239;5;1;5;75.023826254;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7722245;5;1;5;28.425432691;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;2;;;;;;;;;;;;;;;
7722254;2;1;2;163.6587404;3;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7722256;4;1;4;229.7346574;4;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;1;2;1;1;;;;;;;
7722265;3;1;3;134.0325004;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7722269;5;1;5;93.265840297;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7722270;4;1;4;126.26467442;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7722279;3;1;3;699.90053401;3;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;1;2;1;2;;;;;;;;;
7722282;5;1;5;456.45847502;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;1;;;1;1;1;1;;;;;;;;;
7722284;3;1;3;586.42239114;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7722286;3;1;3;481.147571;1;;4;2;;2;;1;170000;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;2;;;;;;;1;1;;;;;;;
7722288;6;1;6;473.89646794;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;5;;;;;;;;;;;1;1;;;1;1;;;1;1;;;;;;;
7722288;7;1;7;473.89646794;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;5;;;;;;;;;;;1;1;;;1;1;;;;;;;;;;;
7722288;8;1;8;473.89646794;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;5;;;;;;;1;1;;;1;1;;;;;;;;;;;;;;;
7722292;3;1;3;574.06823279;1;;5;1;100000;2;;2;;1;30000;2;;2;;2;;2;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;1;2;;;1;3;;;;;;;
7722292;4;1;4;574.06823279;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7722298;3;1;3;368.18090166;5;4;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;1;;;;;;;;;;;;;;;1;1;1;1;1;1;;;;;;;
7722309;3;1;3;144.78643499;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;1;;;;;;;1;1;;;;;;;;;;;
7722310;6;1;6;85.231648446;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7722318;2;1;2;150.96062941;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7722320;5;1;5;104.12665327;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;4;;;;;;;1;1;;;1;1;;;;;;;;;;;;;;;
7722323;3;1;3;138.6584083;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7722332;3;1;3;333.45333373;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;;;1;2;1;2;;;;;;;
7722350;3;1;3;56.389170847;1;;1;2;;2;;1;30000;2;;1;40000;2;;2;;2;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;1;2;;;1;2;;;;;;;
7722364;3;1;3;316.35793339;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7722365;2;1;2;359.94255301;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;1;2;;;1;1;1;1;1;2;1;1;1;1;;;;;;;
7722365;3;1;3;359.94255301;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7722369;2;1;2;513.64764229;1;;5;1;150000;2;;1;100000;2;;1;50000;2;;2;;2;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;1;;;1;1;1;2;;;1;2;;;;;
7722369;3;1;3;513.64764229;5;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;2;;2;54;4;;;;1;1;;;1;1;;;;;;;;;;;;;;;
7722372;4;1;4;226.91005196;1;;1;2;;2;;2;;2;;2;;1;30000;2;;2;;1;4;;;;1;4;;;;2;;2;38;7;;1;2;1;2;;;1;1;;;1;2;;;1;1;;;;;;;
7722379;5;1;5;264.61408538;5;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;1;1;;;1;1;;;;;;;;;;;;;;;
7722383;4;1;4;294.73815374;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7722383;5;1;5;294.73815374;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7722386;3;1;3;380.62799306;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;;;1;2;1;1;;;;;;;
7722394;4;1;4;332.79387333;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;1;1;1;1;;;1;1;1;2;1;1;;;;;;;
7722398;5;1;5;465.90575463;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;1;2;1;1;;;;;;;;;;;;;;;
7722399;3;1;3;279.90734154;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;1;;;;;;;1;1;;;;;;;
7722401;3;1;3;181.32062799;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;1;1;;;;;;;
7722417;4;1;4;211.70882957;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7722423;5;1;5;181.52187792;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7722426;4;1;4;50.150751628;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;1;2;;;;;;;;;
7722427;4;1;4;54.099283511;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;1;2;1;2;;;;;;;
7722430;4;1;4;71.871614022;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;1;2;;;;;;;;;1;1;;;;;;;
7722433;7;1;7;110.85682234;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;1;2;;;;;;;;;;;
7722435;3;1;3;89.667760897;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;1;1;;;;;;;;;;;
7722442;2;1;2;38.107032679;5;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7722450;4;1;4;111.22148653;1;;3;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7722452;3;1;3;123.27728831;5;8;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;1;;;;;;;;;1;2;;;1;1;;;;;;;
7722453;4;1;4;171.59435642;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7722454;4;1;4;123.92407679;2;3;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;2;;;;;1;2;;;;;;;1;1;;;;;;;
7722456;3;1;3;222.01214593;2;7;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;2;;;;;;;;;;;;;1;1;;;1;1;;;
7722456;4;1;4;222.01214593;2;7;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;1;1;;;;;;;
7722478;8;1;8;99.009701794;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;;;1;2;;;;;;;;;;;;;;;
7722478;9;1;9;99.009701794;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;;;1;2;;;;;;;;;;;;;;;
7722483;6;1;6;35.032181187;3;7;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;4;;;;;;;1;1;;;1;1;;;;;;;1;1;;;;;;;
7722494;4;1;4;89.620264588;3;3;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;1;;;;;;;1;1;;;1;1;;;;;;;
7722495;3;1;3;32.814225705;2;3;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;1;;;1;1;;;;;;;1;1;;;;;;;
7722501;3;1;3;96.207081656;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;;;1;3;1;1;;;;;;;
7722502;4;1;4;157.32533676;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;;;;;;;;;;;1;2;;;;;;;
7722507;3;1;3;181.69749214;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;;;;;1;2;;;;;;;
7722507;4;1;4;181.69749214;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;;;1;3;;;;;;;1;2;;;;;;;
7722511;3;1;3;91.106290633;2;1;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7722516;6;1;6;181.86679115;2;1;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;2;;;1;2;;;;;;;;;;;
7722516;7;1;7;181.86679115;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;2;;;;;;;;;;;;;;;
7722517;5;1;5;124.17790734;2;6;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;2;;;;;;;;;;;;;;;1;2;;;;;;;;;;;
7722519;3;1;3;115.47844601;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7722521;4;1;4;174.56280412;5;5;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7722527;4;1;4;123.82592099;2;1;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;;;;;1;2;;;;;;;
7722528;4;1;4;157.32533676;2;1;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;1;1;1;2;;;;;
7722530;3;1;3;122.92111152;2;1;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;1;4;;;;;;;
7722538;5;1;5;190.70875849;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;;;;;1;2;;;;;;;
7722540;3;1;3;69.253174504;2;6;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;2;;;;;;;;;;;1;1;;;;;;;1;1;;;;;;;
7722546;4;1;4;101.66509347;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7722549;4;1;4;135.47222063;2;6;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;2;;;;;;;1;1;;;1;1;;;1;1;;;1;1;;;;;;;
7722554;4;1;4;179.02495799;3;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7722558;5;1;5;279.05947445;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7722580;5;1;5;366.0050919;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;1;2;1;1;;;1;1;1;2;1;1;;;;;;;
7722588;5;1;5;41.908911337;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;1;2;;;;;;;
7722589;3;1;3;35.339398714;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7722594;3;1;3;19.910050567;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7722607;6;1;6;272.37993825;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7722619;3;1;3;1034.9821191;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;1;2;1;2;;;;;;;1;2;1;2;1;2;;;;;;;
