DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P8692S3A1
7722788;1;1;1;192.55039964;1
7722788;2;1;2;192.55039964;2
7722817;1;1;1;116.93896219;1
7722817;2;1;2;116.93896219;2
7722823;1;1;1;184.74681958;1
7722823;2;1;2;184.74681958;2
7722825;1;1;1;103.87548935;2
7722825;2;1;2;103.87548935;3
7722825;3;1;3;103.87548935;4
7722825;4;1;4;103.87548935;5
7722837;1;1;1;177.70341032;1
7722837;2;1;2;177.70341032;2
7722839;1;1;1;151.68756897;1
7722839;2;1;2;151.68756897;2
7722845;1;1;1;151.68756897;1
7722845;2;1;2;151.68756897;2
7722857;1;1;1;132.30407935;3
7722857;2;1;2;132.30407935;4
7722899;1;1;1;265.95880481;1
7722899;2;1;2;265.95880481;2
7722922;1;1;1;131.91754472;1
7722922;2;1;2;131.91754472;2
7722949;1;1;1;127.47830396;1
7722949;2;1;2;127.47830396;2
7722995;1;1;1;204.52077631;1
7722995;2;1;2;204.52077631;2
7723007;1;1;1;127.31746712;1
7723007;2;1;2;127.31746712;2
7723021;1;1;1;155.81177676;1
7723021;2;1;2;155.81177676;2
7723030;1;1;1;208.73409771;1
7723030;2;1;2;208.73409771;2
7723093;1;1;1;95.560428332;1
7723093;2;1;2;95.560428332;2
7723099;1;1;1;118.28061317;1
7723099;2;1;2;118.28061317;2
7723146;1;1;1;103.09654283;1
7723146;2;1;2;103.09654283;2
7723146;3;1;3;103.09654283;3
7723232;2;1;2;220.7860398;2
7723232;1;1;1;220.7860398;1
7723270;1;1;1;153.10303954;1
7723270;2;1;2;153.10303954;2
7723275;1;1;1;143.24509785;1
7723275;2;1;2;143.24509785;2
7723275;3;1;3;143.24509785;3
7723295;1;1;1;215.83152827;1
7723295;2;1;2;215.83152827;2
7723296;1;1;1;161.06784495;1
7723296;2;1;2;161.06784495;2
7723308;1;1;1;155.26509383;1
7723308;2;1;2;155.26509383;2
7723310;1;1;1;175.39697771;1
7723310;2;1;2;175.39697771;2
7723383;1;1;1;88.760555041;1
7723383;2;1;2;88.760555041;2
7723407;1;1;1;111.33809798;1
7723407;2;1;2;111.33809798;2
7723442;1;1;1;8.508264216;1
7723442;2;1;2;8.508264216;2
7723452;1;1;1;102.77396721;1
7723452;2;1;2;102.77396721;2
7723490;1;1;1;16.890413733;1
7723490;2;1;2;16.890413733;2
7723530;1;1;1;167.49184133;1
7723530;2;1;2;167.49184133;2
7723532;1;1;1;359.25149978;1
7723532;2;1;2;359.25149978;2
7723547;1;1;1;195.35164958;1
7723547;2;1;2;195.35164958;2
7723563;1;1;1;152.67001269;1
7723563;2;1;2;152.67001269;2
7723568;1;1;1;225.29394696;1
7723568;2;1;2;225.29394696;2
7723631;1;1;1;32.664980476;1
7723631;2;1;2;32.664980476;2
7723633;1;1;1;46.659435612;1
7723633;2;1;2;46.659435612;2
7723697;1;1;1;179.45376915;1
7723697;2;1;2;179.45376915;2
7723698;1;1;1;192.18479737;1
7723698;2;1;2;192.18479737;2
7723701;1;1;1;240.23099671;1
7723701;2;1;2;240.23099671;2
7723710;1;1;1;173.03856175;1
7723710;2;1;2;173.03856175;2
7723720;1;1;1;219.4151231;2
7723720;2;1;2;219.4151231;3
7723721;1;1;1;238.3200681;1
7723721;2;1;2;238.3200681;2
7723736;1;1;1;243.82230956;1
7723736;2;1;2;243.82230956;2
7723736;3;1;3;243.82230956;3
7723739;1;1;1;24.607966624;1
7723739;2;1;2;24.607966624;2
7723789;1;1;1;79.141383984;1
7723789;2;1;2;79.141383984;2
7723794;1;1;1;32.047883352;1
7723794;2;1;2;32.047883352;2
7723797;1;1;1;76.071263164;1
7723797;2;1;2;76.071263164;2
7723800;1;1;1;32.047883352;1
7723800;2;1;2;32.047883352;2
7723822;1;1;1;48.224079427;1
7723822;2;1;2;48.224079427;2
7723829;1;1;1;22.188299484;1
7723829;2;1;2;22.188299484;2
7723854;1;1;1;326.4403164;1
7723854;2;1;2;326.4403164;2
7723873;1;1;1;384.78965322;1
7723873;2;1;2;384.78965322;2
7724068;1;1;1;1482.5434566;2
7724068;2;1;2;1482.5434566;1
7724075;1;1;1;1221.2819603;1
7724075;2;1;2;1221.2819603;2
7724079;1;1;1;1665.2480024;2
7724079;2;1;2;1665.2480024;1
7724090;1;1;1;2529.5011289;1
7724090;2;1;2;2529.5011289;2
7724091;2;1;2;2805.9823362;2
7724091;1;1;1;2805.9823362;1
7724096;1;1;1;3162.3646334;1
7724096;2;1;2;3162.3646334;2
7724101;1;1;1;2252.0825333;1
7724101;2;1;2;2252.0825333;2
7724105;1;1;1;653.70113331;1
7724105;2;1;2;653.70113331;2
7724105;3;1;3;653.70113331;3
7724105;4;1;4;653.70113331;4
7724105;5;1;5;653.70113331;5
7724113;1;1;1;161.53286468;1
7724113;2;1;2;161.53286468;2
7724138;1;1;1;93.854848955;1
7724138;2;1;2;93.854848955;2
7724144;1;1;1;156.85437374;1
7724144;2;1;2;156.85437374;2
7724153;1;1;1;75.368720342;1
7724153;2;1;2;75.368720342;2
7724170;1;1;1;353.30589768;1
7724170;2;1;2;353.30589768;2
7724179;1;1;1;369.80954111;1
7724179;2;1;2;369.80954111;4
7724179;3;1;3;369.80954111;5
7724184;1;1;1;368.33273107;1
7724184;2;1;2;368.33273107;2
7724254;1;1;1;622.1830227;1
7724254;2;1;2;622.1830227;2
7724261;1;1;1;739.71391565;1
7724261;2;1;2;739.71391565;2
7724363;1;1;1;529.48372555;1
7724363;2;1;2;529.48372555;2
7724428;1;1;1;197.50528255;1
7724428;2;1;2;197.50528255;2
7724549;1;1;1;212.48984443;1
7724549;2;1;2;212.48984443;2
7724596;1;1;1;638.65505493;1
7724596;2;1;2;638.65505493;2
7724615;1;1;1;190.0079396;1
7724615;2;1;2;190.0079396;2
7724710;1;1;1;8.9610495574;1
7724710;2;1;2;8.9610495574;2
7724868;1;1;1;8.9938977603;1
7724868;2;1;2;8.9938977603;2
7724916;1;1;1;4.9585433325;1
7724916;2;1;2;4.9585433325;2
7724941;1;1;1;2.1733449117;4
7724941;2;1;2;2.1733449117;2
7724941;3;1;3;2.1733449117;5
7724961;1;1;1;2.6563104476;1
7724961;2;1;2;2.6563104476;2
7724967;1;1;1;2.0433157289;1
7724967;2;1;2;2.0433157289;3
7725049;1;1;1;8.6191476585;1
7725049;2;1;2;8.6191476585;2
7725049;3;1;3;8.6191476585;4
7725049;4;1;4;8.6191476585;5
7725105;1;1;1;13.112688913;1
7725105;2;1;2;13.112688913;2
7725154;1;1;1;16.678129845;1
7725154;2;1;2;16.678129845;2
7725219;1;1;1;6.9025841654;1
7725219;2;1;2;6.9025841654;2
7725241;1;1;1;77.974642722;1
7725241;2;1;2;77.974642722;2
7725267;1;1;1;48.681001613;1
7725267;2;1;2;48.681001613;2
7725274;1;1;1;25.188341291;1
7725274;2;1;2;25.188341291;2
7725313;1;1;1;25.04009312;1
7725313;2;1;2;25.04009312;2
7725411;1;1;1;37.036459789;1
7725411;2;1;2;37.036459789;2
7725425;1;1;1;47.036234014;1
7725425;2;1;2;47.036234014;2
7725447;1;1;1;52.562485722;1
7725447;2;1;2;52.562485722;2
7725474;1;1;1;56.976893395;1
7725474;2;1;2;56.976893395;2
7725481;1;1;1;45.739223337;1
7725481;2;1;2;45.739223337;2
7725523;1;1;1;81.359570325;1
7725523;2;1;2;81.359570325;2
7725540;1;1;1;49.134822537;1
7725540;2;1;2;49.134822537;2
7725554;1;1;1;86.137498477;1
7725554;2;1;2;86.137498477;2
7725585;1;1;1;24.842413355;1
7725585;2;1;2;24.842413355;2
7725677;1;1;1;43.915992459;1
7725677;2;1;2;43.915992459;2
7725704;1;1;1;427.28896898;1
7725704;2;1;2;427.28896898;2
7725717;1;1;1;519.86888862;1
7725717;2;1;2;519.86888862;2
7725720;1;1;1;421.30517121;1
7725720;2;1;2;421.30517121;2
7725722;1;1;1;458.21461736;1
7725722;2;1;2;458.21461736;2
7725738;2;1;2;282.07902997;2
7725738;1;1;1;282.07902997;1
7725983;1;1;1;88.312624971;1
7725983;2;1;2;88.312624971;2
7725993;1;1;1;591.07679245;1
7725993;2;1;2;591.07679245;2
7725996;1;1;1;485.74418884;1
7725996;2;1;2;485.74418884;2
7725998;1;1;1;227.85479685;1
7725998;2;1;2;227.85479685;2
7726001;1;1;1;203.50454617;1
7726001;2;1;2;203.50454617;2
7726006;1;1;1;498.69313437;1
7726006;2;1;2;498.69313437;2
7726019;1;1;1;515.36037318;1
7726019;2;1;2;515.36037318;2
7726021;1;1;1;463.82433586;1
7726021;2;1;2;463.82433586;2
7726023;1;1;1;463.82433586;1
7726023;2;1;2;463.82433586;2
7726026;1;1;1;485.57276744;1
7726026;2;1;2;485.57276744;2
7726027;1;1;1;622.46616029;1
7726027;2;1;2;622.46616029;2
7726062;1;1;1;314.53514269;1
7726062;2;1;2;314.53514269;2
7726089;1;1;1;75.319037325;1
7726089;2;1;2;75.319037325;2
7726101;1;1;1;183.50452213;1
7726101;2;1;2;183.50452213;2
7726140;1;1;1;148.76448696;1
7726140;2;1;2;148.76448696;5
7726150;1;1;1;251.12294608;1
7726150;2;1;2;251.12294608;2
7726167;1;1;1;213.86984549;1
7726167;2;1;2;213.86984549;2
7726188;1;1;1;143.65745469;1
7726188;2;1;2;143.65745469;2
7726203;1;1;1;95.96979726;1
7726203;2;1;2;95.96979726;2
7726305;1;1;1;1095.487886;1
7726305;2;1;2;1095.487886;2
7726323;1;1;1;863.39686086;1
7726323;2;1;2;863.39686086;2
7726341;1;1;1;885.01569471;1
7726341;2;1;2;885.01569471;2
7726426;1;1;1;299.52284389;1
7726426;2;1;2;299.52284389;2
7726435;1;1;1;95.792581085;1
7726435;2;1;2;95.792581085;2
7726435;3;1;3;95.792581085;3
7726440;1;1;1;486.74733246;1
7726440;2;1;2;486.74733246;2
7726444;1;1;1;534.92841478;1
7726444;2;1;2;534.92841478;2
7726456;1;1;1;21.815229829;1
7726456;2;1;2;21.815229829;2
7726463;1;1;1;134.08097614;1
7726463;2;1;2;134.08097614;2
7726471;1;1;1;173.20749816;1
7726471;2;1;2;173.20749816;3
7726471;3;1;3;173.20749816;4
7726471;4;1;4;173.20749816;5
7726471;5;1;5;173.20749816;6
7726472;1;1;1;146.78990478;1
7726472;2;1;2;146.78990478;2
7726500;1;1;1;293.70860496;1
7726500;2;1;2;293.70860496;2
7726533;1;1;1;180.17324753;1
7726533;2;1;2;180.17324753;2
7726535;1;1;1;289.15806616;1
7726535;2;1;2;289.15806616;2
7726553;1;1;1;160.16655853;1
7726553;2;1;2;160.16655853;2
7726585;1;1;1;24.716636122;1
7726585;2;1;2;24.716636122;2
7726596;1;1;1;28.588304399;1
7726596;2;1;2;28.588304399;2
7726598;1;1;1;28.588304399;1
7726598;2;1;2;28.588304399;2
7726615;1;1;1;21.795947671;1
7726615;2;1;2;21.795947671;2
7726628;1;1;1;20.239094266;1
7726628;2;1;2;20.239094266;2
7726684;1;1;1;22.377977874;1
7726684;2;1;2;22.377977874;2
7726687;1;1;1;22.377977874;1
7726687;2;1;2;22.377977874;2
7726696;1;1;1;1817.0804143;1
7726696;2;1;2;1817.0804143;2
7726753;1;1;1;407.13838155;1
7726753;2;1;2;407.13838155;2
7726759;1;1;1;616.6841533;1
7726759;2;1;2;616.6841533;2
7726775;1;1;1;44.564717249;1
7726775;2;1;2;44.564717249;2
7726872;1;1;1;155.06023641;1
7726872;2;1;2;155.06023641;2
7726900;1;1;1;5.2328132423;1
7726900;2;1;2;5.2328132423;2
7727051;1;1;1;61.417004156;1
7727051;2;1;2;61.417004156;2
7727065;1;1;1;25.447353218;1
7727065;2;1;2;25.447353218;2
7727069;2;1;2;22.029309467;2
7727069;1;1;1;22.029309467;1
7727098;1;1;1;24.484490365;1
7727098;2;1;2;24.484490365;2
7727132;1;1;1;39.804665201;1
7727132;2;1;2;39.804665201;2
7727139;1;1;1;37.002208155;1
7727139;2;1;2;37.002208155;2
7727140;1;1;1;28.525996823;1
7727140;2;1;2;28.525996823;2
7727141;1;1;1;28.274836909;1
7727141;2;1;2;28.274836909;2
7727145;1;1;1;46.43305442;1
7727145;2;1;2;46.43305442;2
7727169;1;1;1;19.834063485;1
7727169;2;1;2;19.834063485;2
7727176;1;1;1;17.174910404;2
7727176;2;1;2;17.174910404;3
7727185;1;1;1;13.499906459;1
7727185;2;1;2;13.499906459;2
7727196;1;1;1;31.246577634;1
7727196;2;1;2;31.246577634;2
7727202;1;1;1;29.742188548;1
7727202;2;1;2;29.742188548;2
7727286;1;1;1;19.962931537;1
7727286;2;1;2;19.962931537;2
7727313;1;1;1;9.0282322747;1
7727313;2;1;2;9.0282322747;2
7727437;1;1;1;209.80048099;1
7727437;2;1;2;209.80048099;2
7727493;1;1;1;171.15325545;1
7727493;2;1;2;171.15325545;2
7727526;1;1;1;130.98867874;1
7727526;2;1;2;130.98867874;2
7727605;3;1;3;82.056094208;3
7727605;1;1;1;82.056094208;1
7727605;2;1;2;82.056094208;2
7727609;1;1;1;156.2949515;1
7727609;2;1;2;156.2949515;2
7727720;1;1;1;150.08975402;3
7727720;2;1;2;150.08975402;4
7727720;3;1;3;150.08975402;5
7727720;4;1;4;150.08975402;6
7727878;1;1;1;1347.6329871;1
7727878;2;1;2;1347.6329871;2
7727882;1;1;1;1794.8593202;1
7727882;2;1;2;1794.8593202;2
7727889;1;1;1;1762.7182238;1
7727889;2;1;2;1762.7182238;2
7727912;1;1;1;1719.4170294;1
7727912;2;1;2;1719.4170294;2
7727940;1;1;1;2002.0531581;1
7727940;2;1;2;2002.0531581;2
7727944;1;1;1;1505.0373828;1
7727944;2;1;2;1505.0373828;2
7727954;1;1;1;1583.1063002;1
7727954;2;1;2;1583.1063002;2
7727996;1;1;1;7.0701195105;1
7727996;2;1;2;7.0701195105;2
7727998;1;1;1;6.9238593728;1
7727998;2;1;2;6.9238593728;2
7728005;1;1;1;8.0273563488;1
7728005;2;1;2;8.0273563488;2
7728006;1;1;1;8.0273563488;1
7728006;2;1;2;8.0273563488;2
7728014;1;1;1;362.65433668;1
7728014;2;1;2;362.65433668;2
7728018;1;1;1;592.23718574;1
7728018;2;1;2;592.23718574;2
7728022;1;1;1;85.988720321;1
7728022;2;1;2;85.988720321;2
7728080;1;1;1;85.956762542;1
7728080;2;1;2;85.956762542;2
7728082;1;1;1;93.816861947;1
7728082;2;1;2;93.816861947;2
7728088;1;1;1;73.544971378;1
7728088;2;1;2;73.544971378;2
7728192;1;1;1;98.672289475;1
7728192;2;1;2;98.672289475;2
7728193;1;1;1;86.12863113;1
7728193;2;1;2;86.12863113;2
7728232;1;1;1;243.54339886;1
7728232;2;1;2;243.54339886;2
7728233;1;1;1;187.39379831;1
7728233;2;1;2;187.39379831;2
7728244;1;1;1;174.05083798;1
7728244;2;1;2;174.05083798;2
7728287;1;1;1;59.042783445;1
7728287;2;1;2;59.042783445;2
7728303;1;1;1;149.74181518;1
7728303;2;1;2;149.74181518;2
7728318;1;1;1;31.02913085;1
7728318;2;1;2;31.02913085;2
7728320;1;1;1;42.965923824;1
7728320;2;1;2;42.965923824;2
7728327;1;1;1;299.02269211;1
7728327;2;1;2;299.02269211;2
7728328;1;1;1;187.92822019;1
7728328;2;1;2;187.92822019;2
7728334;1;1;1;288.42160394;1
7728334;2;1;2;288.42160394;2
7728350;1;1;1;245.61843168;1
7728350;2;1;2;245.61843168;2
7728352;1;1;1;165.6405108;1
7728352;2;1;2;165.6405108;2
7728353;1;1;1;294.8731609;1
7728353;2;1;2;294.8731609;2
7728367;1;1;1;216.29712462;1
7728367;2;1;2;216.29712462;2
7728383;1;1;1;223.28948335;1
7728383;2;1;2;223.28948335;2
7728388;1;1;1;245.61843168;1
7728388;2;1;2;245.61843168;2
7728488;1;1;1;577.62881102;1
7728488;2;1;2;577.62881102;2
7728493;1;1;1;522.07097285;1
7728493;2;1;2;522.07097285;2
7728503;1;1;1;627.93698488;1
7728503;2;1;2;627.93698488;2
7728511;1;1;1;656.3809417;1
7728511;2;1;2;656.3809417;2
7728517;1;1;1;530.42103851;1
7728517;2;1;2;530.42103851;2
7728518;1;1;1;530.42103851;1
7728518;2;1;2;530.42103851;2
7728518;3;1;3;530.42103851;3
7728518;4;1;4;530.42103851;4
7728553;1;1;1;273.37913811;1
7728553;2;1;2;273.37913811;2
7728555;1;1;1;225.72940896;1
7728555;2;1;2;225.72940896;2
7728564;1;1;1;223.14717264;1
7728564;2;1;2;223.14717264;2
7728565;1;1;1;201.84370031;1
7728565;2;1;2;201.84370031;2
7728580;1;1;1;199.55551435;1
7728580;2;1;2;199.55551435;2
7728584;1;1;1;146.76522883;1
7728584;2;1;2;146.76522883;2
7728585;1;1;1;161.86404456;1
7728585;2;1;2;161.86404456;2
7728586;1;1;1;155.48847157;1
7728586;2;1;2;155.48847157;2
7728593;1;1;1;121.05191029;1
7728593;2;1;2;121.05191029;2
7728600;1;1;1;98.635977696;1
7728600;2;1;2;98.635977696;2
7728680;1;1;1;176.98522342;1
7728680;2;1;2;176.98522342;2
7728687;1;1;1;751.99967017;1
7728687;2;1;2;751.99967017;2
7728701;1;1;1;855.71434369;1
7728701;2;1;2;855.71434369;2
7728720;1;1;1;22.056797837;1
7728720;2;1;2;22.056797837;2
7728721;1;1;1;25.574328835;1
7728721;2;1;2;25.574328835;2
7728780;1;1;1;200.25225831;1
7728780;2;1;2;200.25225831;2
7728787;1;1;1;151.68756897;1
7728787;2;1;2;151.68756897;2
7728800;1;1;1;208.57040733;1
7728800;2;1;2;208.57040733;2
7728833;1;1;1;160.14541317;1
7728833;2;1;2;160.14541317;2
7728988;1;1;1;174.38906905;1
7728988;2;1;2;174.38906905;2
7728990;1;1;1;143.47162583;1
7728990;2;1;2;143.47162583;2
7728998;1;1;1;191.81597643;1
7728998;2;1;2;191.81597643;2
7729010;1;1;1;137.04409131;1
7729010;2;1;2;137.04409131;2
7729016;1;1;1;162.27989215;1
7729016;2;1;2;162.27989215;2
7729021;2;1;2;88.476435045;2
7729021;1;1;1;88.476435045;1
7729025;1;1;1;110.1413024;1
7729025;2;1;2;110.1413024;2
7729043;1;1;1;145.35326889;1
7729043;2;1;2;145.35326889;2
7729046;1;1;1;197.95629486;3
7729046;2;1;2;197.95629486;4
7729049;1;1;1;114.14395236;1
7729049;2;1;2;114.14395236;2
7729057;1;1;1;146.53721661;1
7729057;2;1;2;146.53721661;2
7729063;1;1;1;209.60879286;1
7729063;2;1;2;209.60879286;2
7729066;1;1;1;152.06887273;1
7729066;2;1;2;152.06887273;2
7729068;1;1;1;144.77898241;1
7729068;2;1;2;144.77898241;2
7729091;1;1;1;11.692264683;1
7729091;2;1;2;11.692264683;2
7729117;1;1;1;28.793804168;1
7729117;2;1;2;28.793804168;2
7729125;1;1;1;16.263217951;1
7729125;2;1;2;16.263217951;2
7729139;1;1;1;17.525167899;1
7729139;2;1;2;17.525167899;2
7729155;1;1;1;92.386909449;1
7729155;2;1;2;92.386909449;2
7729175;1;1;1;120.93965717;1
7729175;2;1;2;120.93965717;2
7729203;1;1;1;14.284507197;1
7729203;2;1;2;14.284507197;2
7729209;1;1;1;81.306773295;1
7729209;2;1;2;81.306773295;2
7729211;1;1;1;14.007969992;1
7729211;2;1;2;14.007969992;2
7729318;1;1;1;70.783633737;1
7729318;2;1;2;70.783633737;2
7729344;1;1;1;129.51546939;1
7729344;2;1;2;129.51546939;2
7729376;1;1;1;123.22985208;1
7729376;2;1;2;123.22985208;2
7729403;1;1;1;84.709407566;2
7729403;2;1;2;84.709407566;3
7729418;1;1;1;25.45926745;1
7729418;2;1;2;25.45926745;2
7729495;1;1;1;294.46885571;1
7729495;2;1;2;294.46885571;2
7729520;1;1;1;153.59058617;1
7729520;2;1;2;153.59058617;2
7729524;1;1;1;576.7602598;1
7729524;2;1;2;576.7602598;2
7729525;1;1;1;212.59302612;1
7729525;2;1;2;212.59302612;2
7729614;1;1;1;195.63658346;1
7729614;2;1;2;195.63658346;2
7729617;1;1;1;219.27358374;1
7729617;2;1;2;219.27358374;2
7729619;1;1;1;249.26930512;1
7729619;2;1;2;249.26930512;2
7729620;1;1;1;264.80086899;1
7729620;2;1;2;264.80086899;2
7729652;1;1;1;303.49208617;1
7729652;2;1;2;303.49208617;2
7729652;3;1;3;303.49208617;3
7729655;1;1;1;627.19071509;1
7729655;2;1;2;627.19071509;2
7729669;1;1;1;255.22975428;1
7729669;2;1;2;255.22975428;2
7729764;1;1;1;128.52146849;1
7729764;2;1;2;128.52146849;2
7729767;1;1;1;212.16150829;1
7729767;2;1;2;212.16150829;2
7729780;1;1;1;54.690436748;1
7729780;2;1;2;54.690436748;2
7729947;1;1;1;61.413465765;1
7729947;2;1;2;61.413465765;2
7729983;1;1;1;24.406312177;1
7729983;2;1;2;24.406312177;2
7730031;1;1;1;72.035912324;1
7730031;2;1;2;72.035912324;2
7730064;1;1;1;51.17342223;1
7730064;2;1;1;51.17342223;2
7730070;1;1;1;70.368886206;1
7730070;2;1;1;70.368886206;2
7730094;1;1;1;58.974058305;1
7730094;2;1;1;58.974058305;2
7730140;1;1;1;45.739223337;1
7730140;2;1;1;45.739223337;2
7730227;1;1;1;26.022527991;1
7730227;2;1;1;26.022527991;2
7730312;1;1;1;42.309776389;1
7730312;2;1;1;42.309776389;2
7730312;3;1;1;42.309776389;3
7730312;4;1;1;42.309776389;4
7730378;1;1;1;31.019537227;1
7730378;2;1;1;31.019537227;2
7730444;1;1;1;616.13292328;1
7730444;2;1;1;616.13292328;2
7730447;1;1;1;934.95898411;1
7730447;2;1;1;934.95898411;2
7730461;1;1;1;881.20102565;1
7730461;2;1;1;881.20102565;2
7730474;1;1;1;861.18815778;1
7730474;2;1;1;861.18815778;2
7730522;1;1;1;796.51412524;1
7730522;2;1;1;796.51412524;2
7730535;1;2;1;1052.7156694;1
7730535;2;2;1;1052.7156694;2
7730577;1;1;1;861.18815778;1
7730577;2;1;1;861.18815778;2
7730690;1;1;1;22.056797837;1
7730690;2;1;1;22.056797837;2
7730692;1;1;1;14.813224816;1
7730692;2;1;1;14.813224816;2
7730694;1;1;1;14.813224816;1
7730694;2;1;1;14.813224816;2
7730706;1;1;1;25.007325423;1
7730706;2;1;1;25.007325423;2
7730774;1;1;1;599.35351439;1
7730774;2;1;1;599.35351439;2
7730829;1;1;1;327.65076454;1
7730829;2;1;1;327.65076454;2
7730899;1;1;1;1134.574406;1
7730899;2;1;1;1134.574406;2
7731031;1;1;1;49.073771825;1
7731031;2;1;1;49.073771825;2
7731125;1;1;1;164.44776761;1
7731125;2;1;1;164.44776761;2
7731126;1;1;1;108.70015696;1
7731126;2;1;1;108.70015696;2
7731347;1;1;1;101.50841795;1
7731347;2;1;1;101.50841795;2
7731423;1;1;1;451.68605922;1
7731423;2;1;1;451.68605922;2
7731426;1;1;1;282.62840064;1
7731426;2;1;1;282.62840064;2
7731440;1;1;1;72.76685398;1
7731440;2;1;1;72.76685398;2
7731464;1;1;1;127.34199446;1
7731464;2;1;1;127.34199446;2
7731485;1;1;1;315.14786725;1
7731485;2;1;1;315.14786725;2
7731492;1;1;1;351.3113794;1
7731492;2;1;1;351.3113794;2
7731500;1;1;1;451.68605922;1
7731500;2;1;1;451.68605922;2
7731515;1;1;1;252.56501598;1
7731515;2;1;1;252.56501598;2
7731515;3;1;1;252.56501598;3
7731558;1;1;1;606.95385254;1
7731558;2;1;1;606.95385254;2
7731563;1;1;1;148.84449576;1
7731563;2;1;1;148.84449576;2
7731577;1;1;1;583.44122005;1
7731577;2;1;1;583.44122005;2
7732402;1;1;1;135.32679475;1
7732402;2;1;1;135.32679475;2
7732410;1;1;1;321.67981189;1
7732410;2;1;1;321.67981189;2
7732426;1;1;1;278.57108372;1
7732426;2;1;1;278.57108372;2
7732436;1;1;1;309.52342635;1
7732436;2;1;1;309.52342635;2
7732535;1;1;1;339.34855202;1
7732535;2;1;1;339.34855202;2
7732535;3;1;1;339.34855202;3
7732535;4;1;1;339.34855202;4
7732567;1;1;1;212.99019343;1
7732567;2;1;1;212.99019343;2
7732577;1;1;1;245.61843168;1
7732577;2;1;1;245.61843168;2
7732619;1;1;1;290.76343136;1
7732619;2;1;1;290.76343136;2
7732640;1;1;1;151.92901266;1
7732640;2;1;1;151.92901266;2
7732678;1;1;1;149.95789652;1
7732678;2;1;1;149.95789652;2
7732879;1;1;1;24.172539525;1
7732879;2;1;1;24.172539525;2
7732898;1;1;1;116.69393362;1
7732898;2;1;1;116.69393362;2
7732901;1;1;1;127.07184891;1
7732901;2;1;1;127.07184891;2
7732913;1;1;1;32.762003812;1
7732913;2;1;1;32.762003812;2
7732925;1;1;1;129.65992625;1
7732925;2;1;1;129.65992625;2
7732926;1;1;1;129.65992625;1
7732926;2;1;1;129.65992625;2
7732929;1;1;1;129.65992625;1
7732929;2;1;1;129.65992625;2
7732930;1;1;1;142.45479123;1
7732930;2;1;1;142.45479123;2
7733037;1;1;1;251.12557696;1
7733037;2;1;1;251.12557696;2
7733074;1;1;1;257.61448654;1
7733074;2;1;1;257.61448654;2
7733235;1;1;1;177.49794807;1
7733235;2;1;1;177.49794807;2
7733237;1;1;1;178.68462063;1
7733237;2;1;1;178.68462063;2
7733237;3;1;1;178.68462063;3
7733237;4;1;1;178.68462063;4
7733272;1;1;1;106.858111;2
7733272;2;1;1;106.858111;4
7733300;1;1;1;359.39621403;1
7733300;2;1;1;359.39621403;2
7733333;1;1;1;265.5063863;1
7733333;2;1;1;265.5063863;2
7733476;1;1;1;1794.459507;1
7733476;2;1;1;1794.459507;2
7733481;1;1;1;821.77426172;2
7733481;2;1;1;821.77426172;3
7733487;1;1;1;1207.7394238;1
7733487;2;1;1;1207.7394238;2
7733522;1;1;1;1891.7402815;1
7733522;2;1;1;1891.7402815;2
7733529;1;1;1;1705.9002943;1
7733529;2;1;1;1705.9002943;2
7733537;1;1;1;1754.2229028;1
7733537;2;1;1;1754.2229028;2
7733578;1;1;1;832.66909749;1
7733578;2;1;1;832.66909749;2
7733580;1;1;1;1028.7798966;1
7733580;2;1;1;1028.7798966;2
7733581;1;1;1;1181.0078961;1
7733581;2;1;1;1181.0078961;2
7733582;1;1;1;1181.0078961;1
7733582;2;1;1;1181.0078961;2
7733591;1;1;1;2103.6243636;1
7733591;2;1;1;2103.6243636;2
7733612;1;1;1;2100.1603207;1
7733612;2;1;1;2100.1603207;2
7733621;1;1;1;1437.4232643;1
7733621;2;1;1;1437.4232643;2
7733625;1;1;1;1503.9445565;1
7733625;2;1;1;1503.9445565;2
7733649;1;1;1;1415.4059264;1
7733649;2;1;1;1415.4059264;2
7733664;1;1;1;1535.3102649;1
7733664;2;1;1;1535.3102649;2
7733667;1;1;1;1623.848895;1
7733667;2;1;1;1623.848895;2
7733668;1;1;1;1681.2146651;1
7733668;2;1;1;1681.2146651;2
7733669;1;1;1;1388.1300094;1
7733669;2;1;1;1388.1300094;2
7733673;1;1;1;1734.6514045;1
7733673;2;1;1;1734.6514045;2
7733698;1;1;1;1070.1826825;1
7733698;2;1;1;1070.1826825;2
7733698;3;1;1;1070.1826825;3
7733698;4;1;1;1070.1826825;4
7733698;5;1;1;1070.1826825;5
7733703;1;1;1;1494.9693959;1
7733703;2;1;1;1494.9693959;2
7733707;1;1;1;810.40427157;2
7733707;2;1;1;810.40427157;3
7733707;3;1;1;810.40427157;4
7733709;1;1;1;2173.0690632;1
7733709;2;1;1;2173.0690632;2
7733715;1;1;1;638.84297874;3
7733715;2;1;1;638.84297874;4
7733719;1;1;1;645.47530062;1
7733719;2;1;1;645.47530062;2
7733734;1;1;1;1521.0679144;1
7733734;2;1;1;1521.0679144;2
7733738;1;1;1;1804.6515897;1
7733738;2;1;1;1804.6515897;2
7733743;1;1;1;2385.7837002;1
