DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P8692S3A1
7619941;1;1;1;254.33706632;1
7619941;2;1;2;254.33706632;2
7619941;3;1;3;254.33706632;3
7619942;1;1;1;245.5849309;1
7619942;2;1;2;245.5849309;2
7619967;1;1;1;269.84885263;1
7619967;2;1;2;269.84885263;2
7619994;1;1;1;74.92560804;1
7619994;2;1;2;74.92560804;2
7620033;1;1;1;40.929006103;1
7620033;2;1;2;40.929006103;2
7620035;1;1;1;42.816809545;1
7620035;2;1;2;42.816809545;2
7620103;1;1;1;44.188580031;1
7620103;2;1;2;44.188580031;2
7620260;1;1;1;115.53660052;1
7620260;2;1;2;115.53660052;2
7620311;1;1;1;24.675090261;1
7620311;2;1;2;24.675090261;2
7620354;1;1;1;194.5510513;1
7620354;2;1;2;194.5510513;2
7620356;1;1;1;221.70763879;2
7620356;2;1;2;221.70763879;5
7620386;1;1;1;161.79472399;1
7620386;2;1;2;161.79472399;2
7620421;1;1;1;39.654842213;1
7620421;2;1;2;39.654842213;2
7620421;3;1;3;39.654842213;3
7620421;4;1;4;39.654842213;4
7620421;5;1;5;39.654842213;5
7620421;6;1;6;39.654842213;6
7620427;1;1;1;35.60251633;1
7620427;2;1;2;35.60251633;2
7620427;3;1;3;35.60251633;3
7620427;4;1;4;35.60251633;4
7620429;1;1;1;50.487641594;1
7620429;2;1;2;50.487641594;2
7620454;1;1;1;139.04539017;1
7620454;2;1;2;139.04539017;2
7620456;1;1;1;150.34371249;1
7620456;2;1;2;150.34371249;2
7620463;1;1;1;121.25647465;1
7620463;2;1;2;121.25647465;2
7620490;1;1;1;132.98734247;1
7620490;2;1;2;132.98734247;2
7620550;1;1;1;195.39406214;1
7620550;2;1;2;195.39406214;2
7620553;1;1;1;171.82716568;1
7620553;2;1;2;171.82716568;2
7620582;1;1;1;159.09922748;1
7620582;2;1;2;159.09922748;2
7620637;1;1;1;316.43038085;1
7620637;2;1;2;316.43038085;2
7620645;1;1;1;397.66223125;1
7620645;2;1;2;397.66223125;2
7620645;3;1;3;397.66223125;3
7620675;1;1;1;98.866544489;1
7620675;2;1;2;98.866544489;2
7620708;1;1;1;85.727275462;1
7620708;2;1;2;85.727275462;2
7620709;1;1;1;68.331601302;1
7620709;2;1;2;68.331601302;2
7620710;1;1;1;61.59680878;1
7620710;2;1;2;61.59680878;2
7620716;1;1;1;85.727275462;1
7620716;2;1;2;85.727275462;2
7620744;1;1;1;95.892791763;1
7620744;2;1;2;95.892791763;2
7620748;1;1;1;45.587914008;1
7620748;2;1;2;45.587914008;2
7620787;1;1;1;75.615602446;1
7620787;2;1;2;75.615602446;2
7620801;1;1;1;57.070593476;1
7620801;2;1;2;57.070593476;2
7620902;1;1;1;247.07061411;1
7620902;2;1;2;247.07061411;2
7620926;1;1;1;263.91106875;1
7620926;2;1;2;263.91106875;2
7620970;1;1;1;437.29425338;1
7620970;2;1;2;437.29425338;2
7620985;1;1;1;931.14576243;1
7620985;2;1;2;931.14576243;2
7621110;1;1;1;217.58565416;1
7621110;2;1;2;217.58565416;2
7621279;1;1;1;74.614188167;1
7621279;2;1;2;74.614188167;2
7621313;1;1;1;5.3667607477;1
7621313;2;1;2;5.3667607477;2
7621388;1;1;1;4.7967454721;1
7621388;2;1;2;4.7967454721;2
7621390;1;1;1;4.7967454721;1
7621390;2;1;2;4.7967454721;2
7621440;1;1;1;8.9938977603;1
7621440;2;1;2;8.9938977603;2
7621444;1;1;1;5.9959318402;1
7621444;2;1;2;5.9959318402;2
7621448;1;1;1;5.9959318402;1
7621448;2;1;2;5.9959318402;2
7621491;1;1;1;15.191898216;1
7621491;2;1;2;15.191898216;2
7621567;1;1;1;20.26056421;1
7621567;2;1;2;20.26056421;2
7621580;1;1;1;22.511738011;1
7621580;2;1;2;22.511738011;3
7621593;1;1;1;7.410368735;1
7621593;2;1;2;7.410368735;2
7621616;1;1;1;6.4686031361;1
7621616;2;1;2;6.4686031361;2
7621618;1;1;1;22.944938331;1
7621618;2;1;2;22.944938331;2
7621643;1;1;1;84.103276663;1
7621643;2;1;2;84.103276663;2
7621660;1;1;1;70.135030844;1
7621660;2;1;2;70.135030844;2
7621685;1;1;1;64.63418317;1
7621685;2;1;2;64.63418317;2
7621720;1;1;1;74.164966391;1
7621720;2;1;2;74.164966391;2
7621791;1;1;1;48.604677612;1
7621791;2;1;2;48.604677612;2
7621826;1;1;1;41.927621392;1
7621826;2;1;2;41.927621392;2
7621851;1;1;1;20.204677799;1
7621851;2;1;2;20.204677799;2
7621894;1;1;1;20.204677799;1
7621894;2;1;2;20.204677799;2
7622144;1;1;1;9.8526824058;1
7622144;2;1;2;9.8526824058;2
7622148;1;1;1;15.645128551;1
7622148;2;1;2;15.645128551;2
7622229;1;1;1;263.97714673;1
7622229;2;1;2;263.97714673;2
7622287;1;1;1;196.59268082;1
7622287;2;1;2;196.59268082;2
7622450;1;1;1;114.13432146;1
7622450;2;1;2;114.13432146;2
7622465;1;1;1;21.254983031;1
7622465;2;1;2;21.254983031;2
7622471;1;1;1;145.86521306;1
7622471;2;1;2;145.86521306;2
7622478;1;1;1;118.70342714;1
7622478;2;1;2;118.70342714;2
7622549;1;1;1;304.3873392;1
7622549;2;1;2;304.3873392;2
7622614;1;1;1;1466.3573957;1
7622614;2;1;2;1466.3573957;2
7622622;1;1;1;2119.8373085;1
7622622;2;1;2;2119.8373085;2
7622626;1;1;1;2017.4557198;1
7622626;2;1;2;2017.4557198;2
7622631;1;1;1;2374.6594504;1
7622631;2;1;2;2374.6594504;2
7622635;1;1;1;1380.9351692;1
7622635;2;1;2;1380.9351692;2
7622647;1;1;1;1325.8457653;1
7622647;2;1;2;1325.8457653;2
7622650;1;1;1;1798.2648079;1
7622650;2;1;2;1798.2648079;2
7622657;1;1;1;1209.421693;1
7622657;2;1;2;1209.421693;2
7622657;3;1;3;1209.421693;3
7622692;1;1;1;167.2796239;1
7622692;2;1;2;167.2796239;2
7622718;1;1;1;72.758974891;1
7622718;2;1;2;72.758974891;2
7622841;1;1;1;177.32050722;1
7622841;2;1;2;177.32050722;2
7622847;1;1;1;214.79021409;1
7622847;2;1;2;214.79021409;2
7622917;3;1;3;180.69243623;3
7622917;1;1;1;180.69243623;1
7622917;2;1;2;180.69243623;2
7622950;1;1;1;449.27988421;1
7622950;2;1;2;449.27988421;2
7622979;1;1;1;589.28436723;1
7622979;2;1;2;589.28436723;2
7623023;1;1;1;213.8473026;1
7623023;2;1;2;213.8473026;2
7623048;1;1;1;135.71935266;1
7623048;2;1;2;135.71935266;2
7623099;1;1;1;147.54608262;1
7623099;2;1;2;147.54608262;2
7623114;1;1;1;88.039877054;1
7623114;2;1;2;88.039877054;2
7623121;1;1;1;71.855401605;1
7623121;2;1;2;71.855401605;2
7623124;2;1;2;26.609725573;2
7623124;1;1;1;26.609725573;1
7623124;3;1;3;26.609725573;3
7623124;4;1;4;26.609725573;4
7623164;1;1;1;629.27771535;1
7623164;2;1;2;629.27771535;2
7623198;1;1;1;121.32248597;1
7623198;2;1;2;121.32248597;3
7623232;1;1;1;151.20378166;1
7623232;2;1;2;151.20378166;2
7623431;1;1;1;826.98468072;1
7623431;2;1;2;826.98468072;2
7623438;1;1;1;272.08065517;1
7623438;2;1;2;272.08065517;2
7623500;1;1;1;157.59146671;1
7623500;2;1;2;157.59146671;2
7623599;1;1;1;2.6563104476;1
7623599;2;1;2;2.6563104476;2
7623635;1;1;1;30.259629859;1
7623635;2;1;2;30.259629859;2
7623688;1;1;1;27.483079203;1
7623688;2;1;2;27.483079203;2
7623737;1;1;1;51.921837211;1
7623737;2;1;2;51.921837211;2
7623774;1;1;1;50.22300191;1
7623774;2;1;2;50.22300191;2
7623968;1;1;1;505.72625444;1
7623968;2;1;2;505.72625444;2
7624004;1;1;1;438.77954166;1
7624004;2;1;2;438.77954166;2
7624069;1;1;1;28.306092703;1
7624069;2;1;2;28.306092703;2
7624119;1;1;1;13.402996704;1
7624119;2;1;2;13.402996704;2
7624261;1;1;1;227.47187685;1
7624261;2;1;2;227.47187685;2
7624384;1;1;1;96.696096827;1
7624384;2;1;2;96.696096827;2
7624420;1;1;1;139.17513803;1
7624420;2;1;2;139.17513803;2
7624465;1;1;1;218.67622498;3
7624465;2;1;2;218.67622498;4
7624465;3;1;3;218.67622498;5
7624510;1;1;1;171.49787018;1
7624510;2;1;2;171.49787018;2
7624551;1;1;1;132.84486812;1
7624551;2;1;2;132.84486812;2
7624553;1;1;1;103.40105961;1
7624553;2;1;2;103.40105961;2
7624604;1;1;1;80.985010582;1
7624604;2;1;2;80.985010582;2
7624631;1;1;1;14.936265266;1
7624631;2;1;2;14.936265266;2
7624769;1;1;1;25.146407732;1
7624769;2;1;2;25.146407732;2
7624776;1;1;1;27.940453035;1
7624776;2;1;2;27.940453035;2
7624809;1;1;1;150.71220891;2
7624809;2;1;2;150.71220891;3
7624810;1;1;1;110.36977155;1
7624810;2;1;2;110.36977155;2
7624815;1;1;1;106.1034103;1
7624815;2;1;2;106.1034103;2
7624815;3;1;3;106.1034103;3
7624855;1;1;1;215.96986907;1
7624855;2;1;2;215.96986907;2
7624874;1;1;1;213.06355463;1
7624874;2;1;2;213.06355463;2
7624879;1;1;1;86.305515492;1
7624879;2;1;2;86.305515492;2
7624922;1;1;1;210.95516368;1
7624922;2;1;2;210.95516368;2
7624935;1;1;1;175.79596973;1
7624935;2;1;2;175.79596973;2
7624948;1;1;1;264.61954027;1
7624948;2;1;2;264.61954027;2
7624948;3;1;3;264.61954027;3
7624949;1;1;1;264.61954027;1
7624949;2;1;2;264.61954027;2
7624949;3;1;3;264.61954027;3
7624970;1;1;1;319.71592505;1
7624970;2;1;2;319.71592505;2
7624970;3;1;3;319.71592505;3
7624977;1;1;1;31.948639821;1
7624977;2;1;2;31.948639821;2
7624984;1;1;1;35.186517149;1
7624984;2;1;2;35.186517149;2
7625134;1;1;1;36.041262587;1
7625134;2;1;2;36.041262587;2
7625163;1;1;1;1339.2246119;1
7625163;2;1;2;1339.2246119;2
7625170;1;1;1;543.86609118;1
7625170;2;1;2;543.86609118;2
7625189;1;1;1;1480.9263633;1
7625189;2;1;2;1480.9263633;2
7625213;1;1;1;82.979349257;1
7625213;2;1;2;82.979349257;2
7625239;1;1;1;667.63342281;1
7625239;2;1;2;667.63342281;2
7625262;1;1;1;90.795824121;1
7625262;2;1;2;90.795824121;2
7625297;1;1;1;605.29978255;2
7625297;2;1;2;605.29978255;3
7625304;1;1;1;753.14538734;1
7625304;2;1;2;753.14538734;2
7625322;1;1;1;111.54526075;1
7625322;2;1;2;111.54526075;2
7625343;1;1;1;187.88756347;1
7625343;2;1;2;187.88756347;2
7625347;1;1;1;354.94814198;1
7625347;2;1;2;354.94814198;2
7625384;1;1;1;345.29096585;1
7625384;2;1;2;345.29096585;2
7625391;1;1;1;164.14464294;1
7625391;2;1;2;164.14464294;2
7625391;3;1;3;164.14464294;3
7625489;1;1;1;327.37588876;1
7625489;2;1;2;327.37588876;2
7625497;1;1;1;155.01263076;1
7625497;2;1;2;155.01263076;2
7625518;1;1;1;174.38906905;1
7625518;2;1;2;174.38906905;2
7625527;1;1;1;157.61339472;1
7625527;2;1;2;157.61339472;2
7625531;1;1;1;177.78157215;1
7625531;2;1;2;177.78157215;2
7625638;1;1;1;31.054656478;1
7625638;2;1;2;31.054656478;2
7625659;1;1;1;94.281179314;1
7625659;2;1;2;94.281179314;2
7625664;1;1;1;68.114189127;1
7625664;2;1;2;68.114189127;2
7625673;1;1;1;43.593634613;1
7625673;2;1;2;43.593634613;2
7625955;1;1;1;28.450830452;1
7625955;2;1;2;28.450830452;2
7625971;1;1;1;31.612033836;1
7625971;2;1;2;31.612033836;2
7626006;1;1;1;1395.7366045;1
7626006;2;1;2;1395.7366045;2
7626011;1;1;1;2047.8758106;1
7626011;2;1;2;2047.8758106;2
7626047;1;1;1;133.75999365;1
7626047;2;1;2;133.75999365;2
7626250;1;1;1;95.400151014;1
7626250;2;1;2;95.400151014;2
7626258;1;1;1;120.35433;1
7626258;2;1;2;120.35433;2
7626264;1;1;1;41.534789385;1
7626264;2;1;2;41.534789385;2
7626272;1;1;1;87.326186053;1
7626272;2;1;2;87.326186053;2
7626290;1;1;1;126.18009301;1
7626290;2;1;2;126.18009301;2
7626340;1;1;1;50.597239545;1
7626340;2;1;2;50.597239545;2
7626341;1;1;1;101.32037632;1
7626341;2;1;2;101.32037632;2
7626348;1;1;1;79.201221914;1
7626348;2;1;2;79.201221914;2
7626475;1;1;1;44.197011279;1
7626475;2;1;2;44.197011279;2
7626482;1;1;1;33.772667851;1
7626482;2;1;2;33.772667851;2
7626595;1;1;1;59.574755452;1
7626595;2;1;2;59.574755452;2
7626599;1;1;1;52.289934362;1
7626599;2;1;2;52.289934362;2
7626620;1;1;1;39.380844248;1
7626620;2;1;2;39.380844248;2
7626634;1;1;1;37.363142934;1
7626634;2;1;2;37.363142934;2
7626647;1;1;1;494.64221706;1
7626647;2;1;2;494.64221706;2
7626651;1;1;1;409.51490583;1
7626651;2;1;2;409.51490583;2
7626671;1;1;1;460.98721843;1
7626671;2;1;2;460.98721843;2
7626831;1;1;1;76.0596103;1
7626831;2;1;2;76.0596103;2
7626852;1;1;1;49.366780792;1
7626852;2;1;2;49.366780792;3
7626876;1;1;1;272.38326847;1
7626876;2;1;2;272.38326847;2
7626997;1;1;1;195.61371744;1
7626997;2;1;2;195.61371744;2
7627005;1;1;1;86.424390518;1
7627005;2;1;2;86.424390518;2
7627041;1;1;1;88.893658819;1
7627041;2;1;2;88.893658819;2
7627205;1;1;1;154.05477123;1
7627205;2;1;2;154.05477123;2
7627206;1;1;1;116.13375624;1
7627206;2;1;2;116.13375624;2
7627264;1;1;1;9.1463523018;1
7627264;2;1;2;9.1463523018;2
7627311;1;1;1;526.87799414;1
7627311;2;1;2;526.87799414;2
7627323;1;1;1;742.9387393;1
7627323;2;1;2;742.9387393;2
7627324;1;1;1;658.30228136;1
7627324;2;1;2;658.30228136;2
7627325;2;1;2;473.69562029;2
7627325;1;1;1;473.69562029;1
7627348;1;1;1;682.41942682;1
7627348;2;1;2;682.41942682;2
7627355;1;1;1;110.79538781;1
7627355;2;1;2;110.79538781;2
7627381;1;1;1;35.43445407;1
7627381;2;1;2;35.43445407;2
7627391;1;1;1;35.43445407;1
7627391;2;1;2;35.43445407;2
7627406;1;1;1;425.33231372;1
7627406;2;1;2;425.33231372;2
7627482;1;1;1;18.851322004;1
7627482;2;1;2;18.851322004;2
7627485;1;1;1;99.698862157;1
7627485;2;1;2;99.698862157;2
7627491;1;1;1;71.960962603;1
7627491;2;1;2;71.960962603;3
7627491;3;1;3;71.960962603;4
7627491;4;1;4;71.960962603;5
7627493;1;1;1;166.09426877;1
7627493;2;1;2;166.09426877;2
7627498;1;1;1;107.07557352;1
7627498;2;1;2;107.07557352;2
7627520;1;1;1;71.929871132;1
7627520;2;1;2;71.929871132;2
7627548;1;1;1;545.84637111;1
7627548;2;1;2;545.84637111;2
7627553;1;1;1;518.31550793;1
7627553;2;1;2;518.31550793;2
7627563;1;1;1;557.89666012;1
7627563;2;1;2;557.89666012;2
7627601;1;1;1;202.64136641;1
7627601;2;1;2;202.64136641;2
7627643;2;1;2;285.90901302;2
7627643;1;1;1;285.90901302;1
7627663;1;1;1;92.787972341;1
7627663;2;1;2;92.787972341;2
7627709;1;1;1;694.31816043;1
7627709;2;1;2;694.31816043;2
7627710;1;1;1;612.70317326;1
7627710;2;1;2;612.70317326;2
7627733;1;1;1;89.552943512;1
7627733;2;1;2;89.552943512;2
7627746;1;1;1;92.432024563;1
7627746;2;1;2;92.432024563;2
7627759;1;1;1;284.88846081;1
7627759;2;1;2;284.88846081;2
7627773;1;1;1;168.27671891;1
7627773;2;1;2;168.27671891;2
7627824;3;1;3;152.05298591;3
7627824;1;1;1;152.05298591;1
7627824;2;1;2;152.05298591;2
7627883;2;1;2;100.52259142;2
7627883;1;1;1;100.52259142;1
7627886;1;1;1;10.510847773;1
7627886;2;1;2;10.510847773;2
7627891;1;1;1;14.581501343;1
7627891;2;1;2;14.581501343;2
7627900;1;1;1;80.16938905;1
7627900;2;1;2;80.16938905;2
7627911;1;1;1;9.4162175323;1
7627911;2;1;2;9.4162175323;2
7627922;1;1;1;78.778522112;1
7627922;2;1;2;78.778522112;2
7627925;1;1;1;246.02318176;1
7627925;2;1;2;246.02318176;2
7627929;1;1;1;281.45964867;1
7627929;2;1;2;281.45964867;2
7627940;1;1;1;355.39912239;1
7627940;2;1;2;355.39912239;2
7627944;1;1;1;292.99109338;1
7627944;2;1;2;292.99109338;2
7627961;1;1;1;28.450830452;1
7627961;2;1;2;28.450830452;2
7627964;1;1;1;82.49763707;1
7627964;2;1;2;82.49763707;2
7628026;1;1;1;1439.0890716;1
7628026;2;1;2;1439.0890716;2
7628029;1;1;1;1343.3964818;1
7628029;2;1;2;1343.3964818;2
7628030;1;1;1;1129.2819435;1
7628030;2;1;2;1129.2819435;2
7628052;1;1;1;300.41263676;1
7628052;2;1;2;300.41263676;2
7628146;1;1;1;252.97366797;1
7628146;2;1;2;252.97366797;2
7628150;1;1;1;346.62298872;1
7628150;2;1;2;346.62298872;2
7628154;1;1;1;258.01731951;1
7628154;2;1;2;258.01731951;2
7628293;1;1;1;5.2733750152;1
7628293;2;1;2;5.2733750152;2
7628353;1;1;1;13.658669665;1
7628353;2;1;2;13.658669665;2
7628381;1;1;1;16.461928137;1
7628381;2;1;2;16.461928137;2
7628385;1;1;1;16.461928137;1
7628385;2;1;2;16.461928137;2
7628400;1;1;1;16.461928137;1
7628400;2;1;2;16.461928137;2
7628441;2;1;2;107.6088668;4
7628441;1;1;1;107.6088668;1
7628444;1;1;1;101.11421405;1
7628444;2;1;2;101.11421405;2
7628444;3;1;3;101.11421405;3
7628444;4;1;4;101.11421405;4
7628528;1;1;1;14.2106435;1
7628528;2;1;2;14.2106435;2
7628555;1;1;1;11.844004162;1
7628555;2;1;2;11.844004162;2
7628577;1;1;1;705.04515923;1
7628577;2;1;2;705.04515923;2
7628577;3;1;3;705.04515923;3
7628577;4;1;4;705.04515923;4
7628581;1;1;1;414.01358894;1
7628581;2;1;2;414.01358894;2
7628589;1;1;1;413.36847855;1
7628589;2;1;2;413.36847855;2
7628648;1;1;1;494.96429885;1
7628648;2;1;2;494.96429885;2
7628656;1;1;1;414.47504651;1
7628656;2;1;2;414.47504651;2
7628781;1;1;1;20.268515824;1
7628781;2;1;2;20.268515824;2
7628888;1;1;1;11.040254356;1
7628888;2;1;2;11.040254356;2
7628947;1;1;1;201.15129781;1
7628947;2;1;2;201.15129781;2
7628951;1;1;1;181.96729523;1
7628951;2;1;2;181.96729523;2
7628971;2;1;2;310.28693296;2
7628971;1;1;1;310.28693296;1
7629030;1;1;1;315.90373014;1
7629030;2;1;2;315.90373014;2
7629041;1;1;1;517.75162007;1
7629041;2;1;2;517.75162007;2
7629044;1;1;1;382.43591213;1
7629044;2;1;2;382.43591213;2
7629078;1;1;1;118.3453156;1
7629078;2;1;2;118.3453156;2
7629084;1;1;1;86.663307373;1
7629084;2;1;2;86.663307373;2
7629247;1;1;1;206.18538967;1
7629247;2;1;2;206.18538967;2
7629345;1;1;1;120.43243306;1
7629345;2;1;2;120.43243306;2
7629361;1;1;1;146.73812111;1
7629361;2;1;2;146.73812111;2
7629398;1;1;1;223.50316887;1
7629398;2;1;2;223.50316887;2
7629439;1;1;1;45.563688818;1
7629439;2;1;2;45.563688818;2
7629491;1;1;1;25.688585004;1
7629491;2;1;2;25.688585004;2
7629496;1;1;1;31.605114062;1
7629496;2;1;2;31.605114062;2
7629499;1;1;1;40.552926952;1
7629499;2;1;2;40.552926952;2
7629652;1;1;1;332.05891549;1
7629652;2;1;2;332.05891549;2
7629654;1;1;1;280.55137952;1
7629654;2;1;2;280.55137952;2
7629732;1;1;1;1458.5772857;3
7629732;2;1;2;1458.5772857;4
7629797;1;1;1;9.4452087574;1
7629797;2;1;2;9.4452087574;2
7629807;1;1;1;524.3517239;1
7629807;2;1;2;524.3517239;2
7629811;1;1;1;388.6983074;1
7629811;2;1;2;388.6983074;2
7629817;1;1;1;264.83454909;1
7629817;2;1;2;264.83454909;2
7629832;1;1;1;102.24956636;1
7629832;2;1;2;102.24956636;2
7629844;1;1;1;43.0394499;1
7629844;2;1;2;43.0394499;2
7629960;1;1;1;13.403005285;1
7629960;2;1;2;13.403005285;2
7630011;1;1;1;137.91595006;1
7630011;2;1;2;137.91595006;2
7630035;1;1;1;201.63934583;1
7630035;2;1;2;201.63934583;2
7630036;1;1;1;197.0227858;1
7630036;2;1;2;197.0227858;2
7630042;1;1;1;162.5991601;1
7630042;2;1;2;162.5991601;2
7630043;1;1;1;237.76146747;1
7630043;2;1;2;237.76146747;2
7630048;1;1;1;227.62332833;1
7630048;2;1;2;227.62332833;2
7630156;1;1;1;158.38538404;1
7630156;2;1;2;158.38538404;2
7630168;1;1;1;53.261729662;1
7630168;2;1;2;53.261729662;2
7630189;1;1;1;123.57627319;1
7630189;2;1;2;123.57627319;2
7630305;1;1;1;108.96661438;1
7630305;2;1;2;108.96661438;2
7630306;1;1;1;131.6871189;1
7630306;2;1;2;131.6871189;2
7630308;1;1;1;114.48354396;2
7630308;2;1;2;114.48354396;1
7630321;1;1;1;97.521969059;1
7630321;2;1;2;97.521969059;2
7630327;1;1;1;117.72849687;1
7630327;2;1;2;117.72849687;2
7630328;1;1;1;145.95276529;1
7630328;2;1;2;145.95276529;2
7630332;1;1;1;153.8938569;1
7630332;2;1;2;153.8938569;2
7630339;1;1;1;106.38760261;1
7630339;2;1;2;106.38760261;2
7630355;1;1;1;168.73926852;1
7630355;2;1;2;168.73926852;2
7630361;1;1;1;190.12568494;1
7630361;2;1;2;190.12568494;2
7630366;1;1;1;182.23841;1
7630366;2;1;2;182.23841;2
7630430;1;1;1;529.938557;1
7630430;2;1;2;529.938557;2
7630432;2;1;2;670.43785672;2
7630432;1;1;1;670.43785672;1
7630452;1;1;1;107.95975524;1
7630452;2;1;2;107.95975524;2
7630453;1;1;1;125.22242626;1
7630453;2;1;2;125.22242626;2
7630529;1;1;1;76.051321125;1
7630529;2;1;2;76.051321125;2
7630568;1;1;1;278.51072781;1
7630568;2;1;2;278.51072781;2
7630575;1;1;1;82.748695814;1
7630575;2;1;2;82.748695814;2
7630581;2;1;2;180.23712424;2
7630581;1;1;1;180.23712424;1
7630582;1;1;1;252.1984467;1
7630582;2;1;2;252.1984467;2
7630589;1;1;1;158.62459118;1
7630589;2;1;2;158.62459118;2
7630596;1;1;1;504.0769625;1
7630596;2;1;2;504.0769625;2
7630606;1;1;1;411.24825402;1
7630606;2;1;2;411.24825402;2
7630612;1;1;1;367.59730246;1
7630612;2;1;2;367.59730246;2
7630612;3;1;3;367.59730246;3
7630612;4;1;4;367.59730246;4
7630615;1;1;1;326.75315774;1
7630615;2;1;2;326.75315774;2
7630636;1;1;1;119.19483404;1
7630636;2;1;2;119.19483404;2
7630636;3;1;3;119.19483404;3
7630642;1;1;1;143.80475328;1
7630642;2;1;2;143.80475328;2
7630642;3;1;3;143.80475328;3
7630644;1;1;1;214.34702554;1
7630644;2;1;2;214.34702554;3
7630660;1;1;1;450.27893144;1
7630660;2;1;2;450.27893144;2
7630660;3;1;3;450.27893144;3
7630660;4;1;4;450.27893144;4
7630660;5;1;5;450.27893144;5
7630681;1;1;1;70.436676667;1
7630681;2;1;2;70.436676667;2
7630682;1;1;1;48.655704493;1
7630682;2;1;2;48.655704493;2
7630722;1;1;1;977.59957123;1
7630722;2;1;2;977.59957123;2
7630752;1;1;1;1056.1019858;1
7630752;2;1;2;1056.1019858;2
7630781;1;1;1;117.77098706;1
7630781;2;1;2;117.77098706;2
7630820;1;1;1;152.79493828;1
7630820;2;1;2;152.79493828;2
7630847;1;1;1;750.40891014;1
7630847;2;1;2;750.40891014;2
7630882;1;1;1;512.59948299;1
7630882;2;1;2;512.59948299;2
7630885;1;1;1;376.35609631;1
7630885;2;1;2;376.35609631;2
7630888;1;1;1;331.06498525;1
7630888;2;1;2;331.06498525;2
7630897;1;1;1;458.47551897;1
7630897;2;1;2;458.47551897;2
7630897;3;1;3;458.47551897;4
7630899;1;1;1;506.05172912;1
7630899;2;1;2;506.05172912;2
7630911;1;1;1;759.21593;1
7630911;2;1;2;759.21593;2
7630921;1;1;1;281.02174352;1
7630921;2;1;2;281.02174352;2
7630929;1;1;1;657.67556596;1
7630929;2;1;2;657.67556596;2
7630933;1;1;1;676.86887698;1
7630933;2;1;2;676.86887698;2
7630939;1;1;1;692.26287283;1
7630939;2;1;2;692.26287283;2
7630951;1;1;1;135.1636723;1
7630951;2;1;2;135.1636723;2
7630958;1;1;1;236.59229668;1
7630958;2;1;2;236.59229668;2
7630958;3;1;3;236.59229668;3
7630958;4;1;4;236.59229668;4
7630959;1;1;1;209.39141619;1
7630959;2;1;2;209.39141619;2
7630987;1;1;1;233.87792439;1
7630987;2;1;2;233.87792439;2
7631020;1;1;1;156.4278055;1
7631020;2;1;2;156.4278055;2
7631042;1;1;1;136.22169261;1
7631042;2;1;2;136.22169261;2
7631069;1;1;1;106.85227864;1
7631069;2;1;2;106.85227864;2
7631096;1;1;1;158.38168375;1
7631096;2;1;2;158.38168375;2
7631107;1;1;1;186.72359589;1
7631107;2;1;2;186.72359589;2
7631114;1;1;1;152.0464164;1
7631114;2;1;2;152.0464164;2
7631180;1;1;1;109.53555764;1
7631180;2;1;2;109.53555764;2
7631188;1;1;1;144.12530412;1
7631188;2;1;2;144.12530412;2
7631190;1;1;1;146.84525103;1
7631190;2;1;2;146.84525103;2
7631208;1;1;1;105.65141186;1
7631208;2;1;2;105.65141186;2
7631211;1;1;1;121.65509819;1
7631211;2;1;2;121.65509819;2
7631227;1;1;1;180.94841809;1
7631227;2;1;2;180.94841809;2
7631237;1;1;1;121.65509819;1
7631237;2;1;2;121.65509819;2
7631247;1;1;1;17.544175244;1
7631247;2;1;2;17.544175244;2
7631252;1;1;1;17.320548164;1
7631252;2;1;2;17.320548164;2
7631268;1;1;1;27.672280628;1
7631268;2;1;2;27.672280628;2
7631303;1;1;1;14.141662125;1
7631303;2;1;2;14.141662125;2
7631326;1;1;1;77.052792702;1
7631326;2;1;2;77.052792702;2
7631334;1;1;1;93.430629782;1
7631334;2;1;2;93.430629782;2
7631334;3;1;3;93.430629782;3
7631343;1;1;1;201.04338166;1
7631343;2;1;2;201.04338166;2
7631415;1;1;1;73.678968991;1
7631415;2;1;2;73.678968991;2
7631439;1;1;1;213.55604354;1
7631439;2;1;2;213.55604354;2
7631513;1;1;1;111.12583797;1
7631513;2;1;2;111.12583797;2
7631550;1;1;1;80.93276447;1
7631550;2;1;2;80.93276447;2
7631737;1;1;1;33.147707066;1
7631737;2;1;2;33.147707066;2
7631748;1;1;1;21.515272732;1
7631748;2;1;2;21.515272732;2
7631750;2;1;2;24.860632562;2
7631750;1;1;1;24.860632562;1
7631764;1;1;1;94.853317369;1
7631764;2;1;2;94.853317369;2
7631770;1;1;1;28.727842072;1
7631770;2;1;2;28.727842072;2
7631779;1;1;1;36.830785629;1
7631779;2;1;2;36.830785629;2
7631780;1;1;1;31.87466754;1
7631780;2;1;2;31.87466754;2
7631781;1;1;1;31.87466754;1
7631781;2;1;2;31.87466754;2
7631787;1;1;1;87.502357926;1
7631787;2;1;2;87.502357926;2
7631801;1;1;1;292.99109338;1
7631801;2;1;2;292.99109338;2
7631805;1;1;1;255.37523629;1
7631805;2;1;2;255.37523629;2
7631819;1;1;1;274.19658657;1
7631819;2;1;2;274.19658657;3
7631820;1;1;1;293.09728216;3
7631820;2;1;2;293.09728216;4
7631927;1;1;1;183.95940845;1
